sample interval	    ECG	     BP	(C4-A1)	p (sum)
            566	  0.020	 70.116	 -0.036	  0.474
            567	  0.035	 69.488	 -0.040	  0.500
            568	  0.030	 69.070	 -0.044	  0.499
            569	  0.025	 67.814	 -0.047	  0.496
            570	  0.020	 67.814	 -0.049	  0.510
            571	  0.035	 67.186	 -0.054	  0.494
            572	  0.020	 66.349	 -0.056	  0.493
            573	  0.030	 65.512	 -0.061	  0.488
            574	  0.030	 64.884	 -0.067	  0.477
            575	  0.040	 64.465	 -0.067	  0.475
            576	  0.025	 63.837	 -0.066	  0.465
            577	  0.040	 63.000	 -0.067	  0.471
            578	  0.040	 62.791	 -0.070	  0.477
            579	  0.055	 62.163	 -0.070	  0.500
            580	  0.055	 61.535	 -0.066	  0.488
            581	  0.040	 61.116	 -0.064	  0.514
            582	  0.060	 60.279	 -0.062	  0.497
            583	  0.045	 59.651	 -0.058	  0.478
            584	  0.040	 60.070	 -0.056	  0.487
            585	  0.055	 59.651	 -0.055	  0.506
            586	  0.060	 59.023	 -0.053	  0.462
            587	  0.040	 59.233	 -0.050	  0.475
            588	  0.055	 58.395	 -0.049	  0.470
            589	  0.045	 58.814	 -0.052	  0.491
            590	  0.055	 58.186	 -0.049	  0.503
            591	  0.060	 58.186	 -0.048	  0.475
            592	  0.040	 58.605	 -0.050	  0.503
            593	  0.060	 57.977	 -0.050	  0.507
            594	  0.060	 57.558	 -0.047	  0.519
            595	  0.070	 57.977	 -0.047	  0.487
            596	  0.050	 57.767	 -0.048	  0.503
            597	  0.060	 57.977	 -0.047	  0.481
            598	  0.060	 57.977	 -0.049	  0.509
            599	  0.065	 57.977	 -0.053	  0.477
            600	  0.060	 58.186	 -0.055	  0.486
            601	  0.060	 58.814	 -0.055	  0.491
            602	  0.080	 57.977	 -0.057	  0.487
            603	  0.050	 58.605	 -0.058	  0.491
            604	  0.080	 58.814	 -0.057	  0.512
            605	  0.065	 59.023	 -0.054	  0.503
            606	  0.090	 59.651	 -0.053	  0.516
            607	  0.080	 59.651	 -0.051	  0.510
            608	  0.080	 59.651	 -0.047	  0.512
            609	  0.075	 60.279	 -0.044	  0.491
            610	  0.075	 60.698	 -0.040	  0.475
            611	  0.070	 61.116	 -0.034	  0.471
            612	  0.070	 61.116	 -0.030	  0.499
            613	  0.080	 61.535	 -0.028	  0.501
            614	  0.075	 61.744	 -0.028	  0.497
            615	  0.080	 61.326	 -0.024	  0.503
            616	  0.070	 61.326	 -0.019	  0.517
            617	  0.070	 61.953	 -0.021	  0.519
            618	  0.080	 62.163	 -0.019	  0.522
            619	  0.075	 62.163	 -0.019	  0.522
            620	  0.075	 62.372	 -0.020	  0.522
            621	  0.075	 62.372	 -0.022	  0.528
            622	  0.080	 62.791	 -0.022	  0.523
            623	  0.090	 62.163	 -0.025	  0.493
            624	  0.080	 62.581	 -0.030	  0.480
            625	  0.080	 62.372	 -0.031	  0.483
            626	  0.080	 62.163	 -0.032	  0.506
            627	  0.085	 62.163	 -0.033	  0.501
            628	  0.095	 62.163	 -0.036	  0.493
            629	  0.080	 61.953	 -0.040	  0.513
            630	  0.090	 61.744	 -0.041	  0.490
            631	  0.070	 62.163	 -0.040	  0.493
            632	  0.100	 62.372	 -0.041	  0.487
            633	  0.080	 62.163	 -0.041	  0.493
            634	  0.105	 61.535	 -0.040	  0.493
            635	  0.100	 61.535	 -0.040	  0.496
            636	  0.100	 61.326	 -0.037	  0.504
            637	  0.110	 60.907	 -0.032	  0.500
            638	  0.110	 61.116	 -0.030	  0.477
            639	  0.120	 60.488	 -0.029	  0.487
            640	  0.120	 60.488	 -0.022	  0.499
            641	  0.130	 60.488	 -0.019	  0.491
            642	  0.125	 60.070	 -0.018	  0.487
            643	  0.120	 59.651	 -0.016	  0.493
            644	  0.140	 58.814	 -0.012	  0.499
            645	  0.140	 58.814	 -0.012	  0.496
            646	  0.120	 58.395	 -0.011	  0.488
            647	  0.120	 58.395	 -0.009	  0.472
            648	  0.120	 57.977	 -0.011	  0.484
            649	  0.110	 57.767	 -0.012	  0.484
            650	  0.100	 57.349	 -0.013	  0.486
            651	  0.100	 56.721	 -0.014	  0.481
            652	  0.080	 56.302	 -0.016	  0.487
            653	  0.080	 56.512	 -0.019	  0.496
            654	  0.095	 55.674	 -0.021	  0.519
            655	  0.080	 55.465	 -0.021	  0.512
            656	  0.080	 55.046	 -0.022	  0.510
            657	  0.060	 54.628	 -0.022	  0.487
            658	  0.060	 54.209	 -0.023	  0.496
            659	  0.065	 54.628	 -0.021	  0.493
            660	  0.070	 54.209	 -0.022	  0.480
            661	  0.055	 53.791	 -0.020	  0.480
            662	  0.065	 52.953	 -0.017	  0.481
            663	  0.080	 52.953	 -0.017	  0.458
            664	  0.070	 52.953	 -0.017	  0.504
            665	  0.080	 52.116	 -0.011	  0.504
            666	  0.075	 52.116	 -0.006	  0.490
            667	  0.075	 52.116	 -0.005	  0.490
            668	  0.065	 51.488	 -0.004	  0.493
            669	  0.075	 51.070	 -0.002	  0.499
            670	  0.080	 51.070	 -0.002	  0.481
            671	  0.080	 50.860	 -0.004	  0.468
            672	  0.075	 50.860	 -0.006	  0.490
            673	  0.090	 50.233	 -0.009	  0.461
            674	  0.120	 50.023	 -0.016	  0.448
            675	  0.165	 49.605	 -0.020	  0.483
            676	  0.240	 49.605	 -0.020	  0.478
            677	  0.375	 48.767	 -0.019	  0.472
            678	  0.545	 49.186	 -0.018	  0.472
            679	  0.775	 48.558	 -0.015	  0.481
            680	  0.925	 48.349	 -0.014	  0.475
            681	  0.960	 47.930	 -0.023	  0.487
            682	  0.700	 47.930	 -0.034	  0.493
            683	  0.340	 47.512	 -0.050	  0.464
            684	 -0.060	 47.721	 -0.062	  0.461
            685	 -0.300	 47.302	 -0.070	  0.472
            686	 -0.415	 46.884	 -0.068	  0.464
            687	 -0.355	 47.093	 -0.062	  0.474
            688	 -0.240	 47.093	 -0.057	  0.458
            689	 -0.125	 47.093	 -0.055	  0.481
            690	 -0.085	 46.884	 -0.047	  0.500
            691	 -0.020	 46.256	 -0.038	  0.487
            692	  0.010	 46.674	 -0.034	  0.501
            693	  0.050	 46.884	 -0.030	  0.503
            694	  0.075	 46.256	 -0.027	  0.490
            695	  0.060	 46.465	 -0.026	  0.484
            696	  0.075	 46.046	 -0.026	  0.501
            697	  0.070	 46.046	 -0.024	  0.477
            698	  0.070	 46.046	 -0.027	  0.475
            699	  0.080	 45.837	 -0.032	  0.464
            700	  0.080	 45.628	 -0.035	  0.465
            701	  0.085	 45.419	 -0.036	  0.490
            702	  0.100	 45.000	 -0.041	  0.499
            703	  0.095	 44.581	 -0.046	  0.487
            704	  0.100	 45.000	 -0.049	  0.501
            705	  0.095	 44.791	 -0.052	  0.500
            706	  0.105	 45.209	 -0.053	  0.513
            707	  0.100	 45.000	 -0.055	  0.507
            708	  0.110	 44.791	 -0.056	  0.499
            709	  0.100	 44.372	 -0.053	  0.475
            710	  0.100	 44.581	 -0.053	  0.481
            711	  0.100	 44.372	 -0.047	  0.487
            712	  0.120	 44.372	 -0.042	  0.465
            713	  0.120	 44.372	 -0.040	  0.454
            714	  0.105	 43.953	 -0.039	  0.484
            715	  0.125	 43.953	 -0.033	  0.481
            716	  0.135	 44.163	 -0.029	  0.470
            717	  0.125	 43.744	 -0.029	  0.461
            718	  0.120	 43.744	 -0.029	  0.472
            719	  0.125	 43.953	 -0.030	  0.483
            720	  0.140	 43.744	 -0.031	  0.459
            721	  0.130	 43.744	 -0.033	  0.454
            722	  0.140	 43.744	 -0.032	  0.441
            723	  0.145	 43.326	 -0.036	  0.449
            724	  0.160	 43.326	 -0.038	  0.432
            725	  0.140	 43.744	 -0.039	  0.441
            726	  0.160	 43.953	 -0.038	  0.449
            727	  0.175	 44.372	 -0.041	  0.461
            728	  0.180	 45.000	 -0.045	  0.472
            729	  0.175	 46.046	 -0.048	  0.481
            730	  0.190	 47.512	 -0.051	  0.457
            731	  0.195	 49.395	 -0.051	  0.452
            732	  0.200	 51.279	 -0.049	  0.458
            733	  0.205	 53.163	 -0.047	  0.448
            734	  0.200	 56.093	 -0.041	  0.429
            735	  0.215	 58.186	 -0.037	  0.452
            736	  0.240	 61.326	 -0.029	  0.422
            737	  0.220	 63.628	 -0.017	  0.435
            738	  0.230	 67.186	 -0.011	  0.448
            739	  0.240	 70.326	 -0.005	  0.455
            740	  0.230	 73.256	  0.004	  0.452
            741	  0.235	 76.814	  0.013	  0.452
            742	  0.240	 80.581	  0.013	  0.458
            743	  0.235	 83.930	  0.017	  0.443
            744	  0.225	 87.279	  0.016	  0.436
            745	  0.225	 91.046	  0.014	  0.445
            746	  0.230	 94.605	  0.009	  0.464
            747	  0.225	 97.744	  0.007	  0.446
            748	  0.235	100.256	  0.001	  0.439
            749	  0.215	103.186	 -0.005	  0.435
            750	  0.205	105.488	 -0.009	  0.462
            751	  0.200	107.581	 -0.011	  0.475
            752	  0.195	109.046	 -0.014	  0.487
            753	  0.180	110.093	 -0.018	  0.464
            754	  0.155	110.302	 -0.020	  0.465
            755	  0.140	110.721	 -0.023	  0.465
            756	  0.125	110.721	 -0.028	  0.471
            757	  0.115	109.884	 -0.030	  0.446
            758	  0.095	109.046	 -0.031	  0.478
            759	  0.085	108.628	 -0.030	  0.435
            760	  0.060	107.163	 -0.030	  0.458
            761	  0.045	105.907	 -0.027	  0.462
            762	  0.040	104.442	 -0.022	  0.451
            763	  0.040	102.767	 -0.021	  0.468
            764	  0.020	101.302	 -0.020	  0.465
            765	  0.015	 99.837	 -0.015	  0.464
            766	  0.010	 98.372	 -0.011	  0.474
            767	  0.005	 96.907	 -0.012	  0.467
            768	 -0.000	 95.651	 -0.012	  0.471
            769	 -0.000	 93.349	 -0.011	  0.468
            770	 -0.000	 91.884	 -0.012	  0.448
            771	 -0.000	 90.628	 -0.011	  0.430
            772	 -0.015	 89.372	 -0.010	  0.441
            773	 -0.000	 87.698	 -0.011	  0.457
            774	 -0.000	 86.023	 -0.016	  0.442
            775	 -0.000	 84.767	 -0.020	  0.467
            776	 -0.000	 83.512	 -0.022	  0.451
            777	  0.020	 81.628	 -0.026	  0.462
            778	  0.010	 80.791	 -0.028	  0.472
            779	  0.010	 79.535	 -0.029	  0.470
            780	  0.020	 78.279	 -0.028	  0.455
            781	  0.005	 77.233	 -0.027	  0.467
            782	  0.015	 76.395	 -0.026	  0.452
            783	  0.020	 75.558	 -0.022	  0.446
            784	  0.030	 74.930	 -0.016	  0.436
            785	  0.015	 74.093	 -0.013	  0.442
            786	  0.005	 73.674	 -0.009	  0.458
            787	  0.020	 72.209	 -0.004	  0.468
            788	  0.020	 72.209	 -0.006	  0.446
            789	  0.020	 71.372	 -0.005	  0.468
            790	  0.030	 70.535	  0.001	  0.467
            791	  0.025	 69.488	  0.006	  0.478
            792	  0.020	 69.070	  0.008	  0.481
            793	  0.040	 68.233	  0.010	  0.457
            794	  0.035	 67.186	  0.012	  0.467
            795	  0.025	 66.767	  0.012	  0.445
            796	  0.040	 66.349	  0.013	  0.439
            797	  0.035	 65.302	  0.015	  0.448
            798	  0.040	 65.093	  0.015	  0.457
            799	  0.030	 64.256	  0.012	  0.452
            800	  0.035	 63.837	  0.013	  0.448
            801	  0.040	 62.791	  0.014	  0.462
            802	  0.030	 63.000	  0.014	  0.467
            803	  0.040	 62.163	  0.013	  0.458
            804	  0.030	 61.326	  0.013	  0.464
            805	  0.040	 61.116	  0.014	  0.451
            806	  0.040	 60.698	  0.013	  0.465
            807	  0.040	 60.279	  0.013	  0.435
            808	  0.045	 59.442	  0.012	  0.430
            809	  0.050	 59.233	  0.010	  0.438
            810	  0.040	 58.814	  0.007	  0.459
            811	  0.050	 58.395	  0.005	  0.436
            812	  0.050	 58.605	  0.006	  0.442
            813	  0.040	 57.977	  0.003	  0.451
            814	  0.040	 57.767	  0.003	  0.455
            815	  0.050	 57.349	  0.006	  0.441
            816	  0.050	 57.349	  0.008	  0.467
            817	  0.050	 57.140	  0.009	  0.454
            818	  0.060	 57.349	  0.008	  0.446
            819	  0.050	 56.512	  0.010	  0.446
            820	  0.060	 57.140	  0.009	  0.435
            821	  0.060	 57.767	  0.010	  0.422
            822	  0.055	 57.140	  0.012	  0.422
            823	  0.065	 57.349	  0.011	  0.439
            824	  0.060	 57.140	  0.008	  0.438
            825	  0.060	 57.977	  0.005	  0.446
            826	  0.065	 57.767	  0.005	  0.451
            827	  0.060	 58.395	  0.001	  0.439
            828	  0.065	 57.977	 -0.001	  0.468
            829	  0.060	 58.395	 -0.005	  0.445
            830	  0.070	 58.605	 -0.006	  0.438
            831	  0.065	 59.233	 -0.005	  0.426
            832	  0.065	 59.023	 -0.005	  0.423
            833	  0.080	 59.233	 -0.002	  0.443
            834	  0.065	 59.442	 -0.000	  0.430
            835	  0.070	 59.860	  0.002	  0.426
            836	  0.075	 60.070	  0.007	  0.422
            837	  0.080	 59.651	  0.013	  0.439
            838	  0.070	 60.488	  0.015	  0.441
            839	  0.080	 60.488	  0.017	  0.445
            840	  0.080	 60.488	  0.023	  0.438
            841	  0.075	 60.907	  0.027	  0.445
            842	  0.070	 61.116	  0.024	  0.457
            843	  0.080	 61.535	  0.025	  0.436
            844	  0.080	 61.326	  0.022	  0.420
            845	  0.085	 61.744	  0.018	  0.403
            846	  0.075	 61.744	  0.016	  0.412
            847	  0.070	 61.535	  0.016	  0.400
            848	  0.080	 61.953	  0.010	  0.426
            849	  0.065	 62.163	  0.004	  0.420
            850	  0.080	 61.744	 -0.002	  0.441
            851	  0.080	 62.163	 -0.004	  0.433
            852	  0.090	 61.744	 -0.010	  0.432
            853	  0.080	 61.535	 -0.016	  0.407
            854	  0.085	 61.535	 -0.023	  0.410
            855	  0.080	 61.326	 -0.026	  0.407
            856	  0.080	 61.535	 -0.028	  0.403
            857	  0.080	 61.535	 -0.030	  0.383
            858	  0.085	 61.326	 -0.030	  0.391
            859	  0.095	 61.116	 -0.028	  0.388
            860	  0.095	 60.907	 -0.028	  0.400
            861	  0.095	 60.698	 -0.021	  0.397
            862	  0.100	 60.907	 -0.014	  0.403
            863	  0.105	 60.488	 -0.012	  0.400
            864	  0.105	 60.488	 -0.009	  0.404
            865	  0.095	 59.651	 -0.001	  0.404
            866	  0.105	 59.023	  0.004	  0.406
            867	  0.115	 60.279	  0.006	  0.407
            868	  0.115	 59.442	  0.010	  0.400
            869	  0.135	 58.395	  0.011	  0.391
            870	  0.140	 58.186	  0.012	  0.372
            871	  0.140	 58.605	  0.013	  0.372
            872	  0.155	 58.186	  0.016	  0.365
            873	  0.135	 58.395	  0.014	  0.375
            874	  0.135	 57.349	  0.007	  0.388
            875	  0.125	 57.140	  0.005	  0.400
            876	  0.120	 57.140	  0.003	  0.400
            877	  0.120	 56.721	 -0.002	  0.412
            878	  0.100	 56.302	 -0.007	  0.396
            879	  0.100	 55.884	 -0.013	  0.394
            880	  0.080	 55.674	 -0.015	  0.370
            881	  0.090	 55.256	 -0.018	  0.368
            882	  0.100	 55.046	 -0.019	  0.377
            883	  0.080	 54.837	 -0.020	  0.365
            884	  0.070	 54.628	 -0.020	  0.354
            885	  0.070	 54.209	 -0.020	  0.396
            886	  0.060	 53.791	 -0.017	  0.377
            887	  0.075	 52.953	 -0.014	  0.386
            888	  0.075	 53.581	 -0.014	  0.390
            889	  0.070	 53.163	 -0.014	  0.390
            890	  0.070	 52.116	 -0.009	  0.377
            891	  0.090	 52.116	 -0.007	  0.362
            892	  0.075	 52.116	 -0.006	  0.383
            893	  0.075	 51.698	 -0.006	  0.371
            894	  0.070	 51.279	 -0.005	  0.362
            895	  0.080	 51.279	 -0.007	  0.348
            896	  0.075	 50.651	 -0.007	  0.359
            897	  0.065	 50.442	 -0.006	  0.359
            898	  0.080	 50.442	 -0.009	  0.365
            899	  0.080	 50.023	 -0.013	  0.371
            900	  0.080	 49.605	 -0.016	  0.372
            901	  0.080	 49.395	 -0.017	  0.370
            902	  0.130	 48.767	 -0.017	  0.388
            903	  0.160	 48.977	 -0.017	  0.371
            904	  0.215	 48.558	 -0.015	  0.368
            905	  0.325	 48.140	 -0.009	  0.362
            906	  0.495	 48.140	 -0.000	  0.354
            907	  0.700	 47.721	  0.008	  0.343
            908	  0.875	 47.721	  0.014	  0.349
            909	  0.960	 47.512	  0.013	  0.365
            910	  0.795	 47.093	  0.003	  0.352
            911	  0.500	 47.093	 -0.009	  0.359
            912	  0.115	 46.884	 -0.021	  0.375
            913	 -0.240	 47.093	 -0.031	  0.380
            914	 -0.375	 46.674	 -0.037	  0.375
            915	 -0.380	 46.465	 -0.034	  0.383
            916	 -0.255	 46.465	 -0.030	  0.365
            917	 -0.155	 46.465	 -0.030	  0.359
            918	 -0.095	 46.256	 -0.027	  0.348
            919	 -0.035	 46.046	 -0.023	  0.352
            920	 -0.000	 46.046	 -0.022	  0.365
            921	  0.040	 45.628	 -0.015	  0.352
            922	  0.055	 45.628	 -0.009	  0.359
            923	  0.065	 45.628	 -0.006	  0.365
            924	  0.075	 45.628	 -0.002	  0.377
            925	  0.060	 45.209	  0.002	  0.384
            926	  0.070	 45.209	  0.009	  0.365
            927	  0.075	 45.000	  0.014	  0.384
            928	  0.085	 45.000	  0.017	  0.383
            929	  0.090	 44.791	  0.023	  0.372
            930	  0.105	 44.581	  0.027	  0.371
            931	  0.100	 44.372	  0.033	  0.378
            932	  0.085	 44.581	  0.035	  0.348
            933	  0.110	 44.581	  0.042	  0.365
            934	  0.100	 44.372	  0.044	  0.354
            935	  0.105	 44.581	  0.044	  0.364
