'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[00:49:01.572 01/02/1989]',0.188,134.964,-0.003,-0.774
'[00:49:01.576 01/02/1989]',0.198,138.521,-0.004,-0.710
'[00:49:01.580 01/02/1989]',0.192,141.485,-0.001,-0.758
'[00:49:01.584 01/02/1989]',0.192,144.054,-0.001,-0.718
'[00:49:01.588 01/02/1989]',0.182,146.820,-0.005,-0.750
'[00:49:01.592 01/02/1989]',0.176,148.994,-0.002,-0.734
'[00:49:01.596 01/02/1989]',0.170,150.772,-0.001,-0.774
'[00:49:01.600 01/02/1989]',0.160,152.353,-0.001,-0.750
'[00:49:01.604 01/02/1989]',0.152,153.736,-0.002,-0.774
'[00:49:01.608 01/02/1989]',0.142,154.329,-0.001,-0.790
'[00:49:01.612 01/02/1989]',0.132,154.922,-0.002,-0.758
'[00:49:01.616 01/02/1989]',0.120,155.120,-0.002,-0.742
'[00:49:01.620 01/02/1989]',0.108,155.120,-0.002,-0.742
'[00:49:01.624 01/02/1989]',0.096,154.329,-0.002,-0.750
'[00:49:01.628 01/02/1989]',0.080,154.132,-0.004,-0.766
'[00:49:01.632 01/02/1989]',0.072,153.539,-0.006,-0.798
'[00:49:01.636 01/02/1989]',0.056,152.748,-0.004,-0.774
'[00:49:01.640 01/02/1989]',0.048,151.168,-0.003,-0.774
'[00:49:01.644 01/02/1989]',0.040,150.377,-0.003,-0.815
'[00:49:01.648 01/02/1989]',0.042,148.994,-0.003,-0.790
'[00:49:01.652 01/02/1989]',0.038,148.006,-0.003,-0.823
'[00:49:01.656 01/02/1989]',0.026,147.215,-0.004,-0.798
'[00:49:01.660 01/02/1989]',0.018,146.227,-0.006,-0.806
'[00:49:01.664 01/02/1989]',0.016,144.844,-0.007,-0.806
'[00:49:01.668 01/02/1989]',0.020,143.461,-0.006,-0.806
'[00:49:01.672 01/02/1989]',0.020,142.671,-0.006,-0.806
'[00:49:01.676 01/02/1989]',0.020,141.683,-0.007,-0.815
'[00:49:01.680 01/02/1989]',0.024,140.892,-0.006,-0.815
'[00:49:01.684 01/02/1989]',0.022,139.706,-0.008,-0.806
'[00:49:01.688 01/02/1989]',0.024,139.311,-0.009,-0.839
'[00:49:01.692 01/02/1989]',0.032,138.323,-0.009,-0.815
'[00:49:01.696 01/02/1989]',0.032,137.730,-0.009,-0.839
'[00:49:01.700 01/02/1989]',0.032,137.533,-0.010,-0.871
'[00:49:01.704 01/02/1989]',0.034,136.545,-0.011,-0.839
'[00:49:01.708 01/02/1989]',0.036,135.557,-0.011,-0.815
'[00:49:01.712 01/02/1989]',0.040,135.359,-0.010,-0.871
'[00:49:01.716 01/02/1989]',0.044,134.766,-0.011,-0.839
'[00:49:01.720 01/02/1989]',0.050,134.174,-0.010,-0.806
'[00:49:01.724 01/02/1989]',0.050,133.778,-0.008,-0.839
'[00:49:01.728 01/02/1989]',0.050,133.383,-0.008,-0.855
'[00:49:01.732 01/02/1989]',0.056,132.593,-0.008,-0.823
'[00:49:01.736 01/02/1989]',0.056,131.802,-0.007,-0.823
'[00:49:01.740 01/02/1989]',0.056,131.407,-0.005,-0.839
'[00:49:01.744 01/02/1989]',0.050,131.209,-0.007,-0.847
'[00:49:01.748 01/02/1989]',0.050,130.221,-0.006,-0.855
'[00:49:01.752 01/02/1989]',0.056,129.629,-0.006,-0.871
'[00:49:01.756 01/02/1989]',0.058,128.048,-0.007,-0.839
'[00:49:01.760 01/02/1989]',0.056,126.665,-0.009,-0.823
'[00:49:01.764 01/02/1989]',0.066,125.874,-0.009,-0.855
'[00:49:01.768 01/02/1989]',0.070,123.898,-0.009,-0.839
'[00:49:01.772 01/02/1989]',0.066,123.305,-0.009,-0.847
'[00:49:01.776 01/02/1989]',0.090,121.922,-0.009,-0.839
'[00:49:01.780 01/02/1989]',0.104,120.341,-0.007,-0.839
'[00:49:01.784 01/02/1989]',0.108,118.760,-0.007,-0.806
'[00:49:01.788 01/02/1989]',0.130,116.982,-0.008,-0.798
'[00:49:01.792 01/02/1989]',0.144,115.994,-0.007,-0.871
'[00:49:01.796 01/02/1989]',0.168,114.808,-0.006,-0.806
'[00:49:01.800 01/02/1989]',0.182,113.227,-0.006,-0.847
'[00:49:01.804 01/02/1989]',0.204,111.844,-0.007,-0.863
'[00:49:01.808 01/02/1989]',0.198,110.856,-0.007,-0.839
'[00:49:01.812 01/02/1989]',0.192,110.066,-0.007,-0.798
'[00:49:01.816 01/02/1989]',0.184,109.275,-0.007,-0.839
'[00:49:01.820 01/02/1989]',0.188,108.287,-0.007,-0.806
'[00:49:01.824 01/02/1989]',0.198,107.695,-0.005,-0.774
'[00:49:01.828 01/02/1989]',0.194,106.904,-0.005,-0.790
'[00:49:01.832 01/02/1989]',0.192,106.904,-0.005,-0.847
'[00:49:01.836 01/02/1989]',0.176,106.707,-0.004,-0.774
'[00:49:01.840 01/02/1989]',0.156,106.509,-0.003,-0.831
'[00:49:01.844 01/02/1989]',0.138,106.311,-0.003,-0.806
'[00:49:01.848 01/02/1989]',0.112,106.509,-0.006,-0.815
'[00:49:01.852 01/02/1989]',0.080,106.509,-0.004,-0.823
'[00:49:01.856 01/02/1989]',0.048,106.904,-0.005,-0.831
'[00:49:01.860 01/02/1989]',0.032,107.497,-0.007,-0.798
'[00:49:01.864 01/02/1989]',0.016,107.695,-0.005,-0.806
'[00:49:01.868 01/02/1989]',0.010,107.892,-0.003,-0.798
'[00:49:01.872 01/02/1989]',0.002,108.485,-0.005,-0.806
'[00:49:01.876 01/02/1989]',-0.002,109.078,-0.005,-0.798
'[00:49:01.880 01/02/1989]',-0.006,109.078,-0.002,-0.815
'[00:49:01.884 01/02/1989]',-0.004,109.275,-0.003,-0.823
'[00:49:01.888 01/02/1989]',-0.000,109.868,-0.002,-0.806
'[00:49:01.892 01/02/1989]',-0.000,110.066,-0.001,-0.863
'[00:49:01.896 01/02/1989]',-0.000,110.659,-0.001,-0.823
'[00:49:01.900 01/02/1989]',-0.000,111.054,-0.001,-0.855
'[00:49:01.904 01/02/1989]',0.002,111.054,-0.001,-0.839
'[00:49:01.908 01/02/1989]',0.008,111.054,0.000,-0.823
'[00:49:01.912 01/02/1989]',0.008,111.647,0.001,-0.839
'[00:49:01.916 01/02/1989]',-0.000,111.844,0.001,-0.806
'[00:49:01.920 01/02/1989]',0.006,112.042,-0.000,-0.815
'[00:49:01.924 01/02/1989]',0.008,111.647,0.002,-0.815
'[00:49:01.928 01/02/1989]',0.008,111.844,0.002,-0.839
'[00:49:01.932 01/02/1989]',0.008,111.449,0.001,-0.831
'[00:49:01.936 01/02/1989]',0.018,111.647,0.004,-0.871
'[00:49:01.940 01/02/1989]',0.028,111.251,0.005,-0.839
'[00:49:01.944 01/02/1989]',0.024,110.856,0.004,-0.823
'[00:49:01.948 01/02/1989]',0.008,110.856,0.005,-0.831
'[00:49:01.952 01/02/1989]',-0.012,110.263,0.008,-0.839
'[00:49:01.956 01/02/1989]',0.038,109.275,0.010,-0.806
'[00:49:01.960 01/02/1989]',0.194,109.275,0.013,-0.782
'[00:49:01.964 01/02/1989]',0.522,109.275,0.020,-0.806
'[00:49:01.968 01/02/1989]',0.870,108.485,0.025,-0.774
'[00:49:01.972 01/02/1989]',1.170,107.695,0.021,-0.790
'[00:49:01.976 01/02/1989]',0.998,107.497,0.018,-0.806
'[00:49:01.980 01/02/1989]',0.808,107.299,0.015,-0.766
'[00:49:01.984 01/02/1989]',0.364,106.509,0.010,-0.806
'[00:49:01.988 01/02/1989]',-0.076,105.916,0.010,-0.798
'[00:49:01.992 01/02/1989]',-0.176,105.323,0.012,-0.839
'[00:49:01.996 01/02/1989]',-0.268,104.533,0.013,-0.815
'[00:49:02.000 01/02/1989]',-0.218,103.742,0.014,-0.815
'[00:49:02.004 01/02/1989]',-0.128,103.347,0.014,-0.782
'[00:49:02.008 01/02/1989]',-0.042,102.952,0.015,-0.798
'[00:49:02.012 01/02/1989]',-0.016,102.359,0.015,-0.790
'[00:49:02.016 01/02/1989]',-0.030,101.964,0.013,-0.806
'[00:49:02.020 01/02/1989]',-0.026,101.371,0.013,-0.798
'[00:49:02.024 01/02/1989]',-0.022,101.371,0.014,-0.798
'[00:49:02.028 01/02/1989]',-0.024,101.371,0.014,-0.774
'[00:49:02.032 01/02/1989]',-0.010,100.186,0.013,-0.839
'[00:49:02.036 01/02/1989]',-0.006,99.593,0.012,-0.823
'[00:49:02.040 01/02/1989]',-0.008,99.000,0.012,-0.790
'[00:49:02.044 01/02/1989]',-0.000,98.802,0.010,-0.815
'[00:49:02.048 01/02/1989]',0.004,97.814,0.010,-0.806
'[00:49:02.052 01/02/1989]',0.012,97.814,0.010,-0.806
'[00:49:02.056 01/02/1989]',0.012,97.221,0.011,-0.798
'[00:49:02.060 01/02/1989]',0.018,97.419,0.009,-0.806
'[00:49:02.064 01/02/1989]',0.022,96.629,0.009,-0.806
'[00:49:02.068 01/02/1989]',0.024,96.036,0.010,-0.798
'[00:49:02.072 01/02/1989]',0.026,95.838,0.009,-0.790
'[00:49:02.076 01/02/1989]',0.028,95.048,0.008,-0.823
'[00:49:02.080 01/02/1989]',0.040,94.850,0.010,-0.782
'[00:49:02.084 01/02/1989]',0.040,95.048,0.011,-0.806
'[00:49:02.088 01/02/1989]',0.050,94.257,0.009,-0.839
'[00:49:02.092 01/02/1989]',0.058,93.665,0.009,-0.839
'[00:49:02.096 01/02/1989]',0.056,93.665,0.010,-0.790
'[00:49:02.100 01/02/1989]',0.062,93.467,0.010,-0.831
'[00:49:02.104 01/02/1989]',0.072,93.072,0.010,-0.831
'[00:49:02.108 01/02/1989]',0.072,93.269,0.011,-0.806
'[00:49:02.112 01/02/1989]',0.070,93.467,0.011,-0.782
'[00:49:02.116 01/02/1989]',0.078,92.874,0.011,-0.790
'[00:49:02.120 01/02/1989]',0.082,93.862,0.011,-0.774
'[00:49:02.124 01/02/1989]',0.088,94.455,0.012,-0.790
'[00:49:02.128 01/02/1989]',0.098,95.838,0.013,-0.806
'[00:49:02.132 01/02/1989]',0.110,97.419,0.012,-0.823
'[00:49:02.136 01/02/1989]',0.112,99.000,0.013,-0.839
'[00:49:02.140 01/02/1989]',0.120,101.371,0.015,-0.839
'[00:49:02.144 01/02/1989]',0.132,103.940,0.014,-0.782
'[00:49:02.148 01/02/1989]',0.136,106.904,0.013,-0.798
'[00:49:02.152 01/02/1989]',0.142,110.263,0.013,-0.823
'[00:49:02.156 01/02/1989]',0.150,114.018,0.013,-0.774
'[00:49:02.160 01/02/1989]',0.158,117.970,0.011,-0.774
'[00:49:02.164 01/02/1989]',0.166,121.527,0.011,-0.774
'[00:49:02.168 01/02/1989]',0.172,125.281,0.012,-0.758
'[00:49:02.172 01/02/1989]',0.176,129.826,0.011,-0.782
'[00:49:02.176 01/02/1989]',0.182,133.581,0.012,-0.782
'[00:49:02.180 01/02/1989]',0.184,137.533,0.013,-0.758
'[00:49:02.184 01/02/1989]',0.182,140.892,0.014,-0.806
'[00:49:02.188 01/02/1989]',0.192,144.647,0.015,-0.758
'[00:49:02.192 01/02/1989]',0.192,148.203,0.015,-0.790
'[00:49:02.196 01/02/1989]',0.190,150.970,0.017,-0.782
'[00:49:02.200 01/02/1989]',0.186,153.144,0.015,-0.758
'[00:49:02.204 01/02/1989]',0.180,155.515,0.013,-0.766
'[00:49:02.208 01/02/1989]',0.176,157.491,0.013,-0.742
'[00:49:02.212 01/02/1989]',0.162,158.479,0.011,-0.750
'[00:49:02.216 01/02/1989]',0.148,159.665,0.010,-0.774
'[00:49:02.220 01/02/1989]',0.138,160.653,0.009,-0.750
'[00:49:02.224 01/02/1989]',0.128,160.455,0.010,-0.750
'[00:49:02.228 01/02/1989]',0.118,160.060,0.010,-0.750
'[00:49:02.232 01/02/1989]',0.104,159.862,0.011,-0.782
'[00:49:02.236 01/02/1989]',0.098,159.467,0.011,-0.758
'[00:49:02.240 01/02/1989]',0.080,158.281,0.011,-0.742
'[00:49:02.244 01/02/1989]',0.066,157.689,0.010,-0.742
'[00:49:02.248 01/02/1989]',0.056,156.305,0.009,-0.774
'[00:49:02.252 01/02/1989]',0.048,155.910,0.010,-0.750
'[00:49:02.256 01/02/1989]',0.038,153.934,0.010,-0.742
'[00:49:02.260 01/02/1989]',0.024,152.946,0.010,-0.726
'[00:49:02.264 01/02/1989]',0.022,151.760,0.013,-0.742
'[00:49:02.268 01/02/1989]',0.020,150.377,0.013,-0.742
'[00:49:02.272 01/02/1989]',0.012,149.587,0.013,-0.758
'[00:49:02.276 01/02/1989]',0.016,148.203,0.013,-0.758
'[00:49:02.280 01/02/1989]',0.008,147.215,0.015,-0.742
'[00:49:02.284 01/02/1989]',0.012,145.635,0.014,-0.774
'[00:49:02.288 01/02/1989]',0.002,144.844,0.014,-0.774
'[00:49:02.292 01/02/1989]',0.012,143.856,0.014,-0.742
'[00:49:02.296 01/02/1989]',0.010,142.671,0.014,-0.774
'[00:49:02.300 01/02/1989]',0.016,142.275,0.014,-0.758
'[00:49:02.304 01/02/1989]',0.010,141.485,0.012,-0.742
'[00:49:02.308 01/02/1989]',0.016,140.695,0.014,-0.766
'[00:49:02.312 01/02/1989]',0.012,139.706,0.014,-0.758
'[00:49:02.316 01/02/1989]',0.020,139.311,0.015,-0.758
'[00:49:02.320 01/02/1989]',0.030,138.521,0.016,-0.742
'[00:49:02.324 01/02/1989]',0.024,138.126,0.018,-0.790
'[00:49:02.328 01/02/1989]',0.030,137.533,0.017,-0.774
'[00:49:02.332 01/02/1989]',0.040,136.940,0.014,-0.815
'[00:49:02.336 01/02/1989]',0.032,136.347,0.014,-0.742
'[00:49:02.340 01/02/1989]',0.038,136.150,0.014,-0.831
'[00:49:02.344 01/02/1989]',0.032,135.162,0.014,-0.774
'[00:49:02.348 01/02/1989]',0.034,134.371,0.014,-0.774
'[00:49:02.352 01/02/1989]',0.036,133.186,0.013,-0.790
'[00:49:02.356 01/02/1989]',0.040,132.593,0.014,-0.766
'[00:49:02.360 01/02/1989]',0.040,131.802,0.012,-0.790
'[00:49:02.364 01/02/1989]',0.036,131.209,0.014,-0.758
'[00:49:02.368 01/02/1989]',0.046,129.826,0.015,-0.774
'[00:49:02.372 01/02/1989]',0.040,128.641,0.014,-0.806
'[00:49:02.376 01/02/1989]',0.054,127.455,0.014,-0.782
'[00:49:02.380 01/02/1989]',0.066,125.874,0.015,-0.798
'[00:49:02.384 01/02/1989]',0.072,124.293,0.017,-0.806
'[00:49:02.388 01/02/1989]',0.078,122.712,0.015,-0.831
'[00:49:02.392 01/02/1989]',0.102,121.132,0.016,-0.831
'[00:49:02.396 01/02/1989]',0.096,119.551,0.019,-0.806
'[00:49:02.400 01/02/1989]',0.122,117.970,0.020,-0.774
'[00:49:02.404 01/02/1989]',0.136,116.784,0.022,-0.750
'[00:49:02.408 01/02/1989]',0.156,115.401,0.021,-0.806
'[00:49:02.412 01/02/1989]',0.176,113.623,0.023,-0.742
'[00:49:02.416 01/02/1989]',0.184,112.437,0.019,-0.815
'[00:49:02.420 01/02/1989]',0.174,111.251,0.020,-0.750
'[00:49:02.424 01/02/1989]',0.178,110.066,0.018,-0.806
'[00:49:02.428 01/02/1989]',0.172,109.473,0.018,-0.774
'[00:49:02.432 01/02/1989]',0.164,108.485,0.018,-0.815
'[00:49:02.436 01/02/1989]',0.180,108.090,0.017,-0.742
'[00:49:02.440 01/02/1989]',0.168,107.299,0.018,-0.790
'[00:49:02.444 01/02/1989]',0.170,106.904,0.018,-0.718
'[00:49:02.448 01/02/1989]',0.154,106.707,0.018,-0.726
'[00:49:02.452 01/02/1989]',0.124,106.311,0.020,-0.742
'[00:49:02.456 01/02/1989]',0.110,106.707,0.018,-0.750
'[00:49:02.460 01/02/1989]',0.080,106.904,0.015,-0.685
'[00:49:02.464 01/02/1989]',0.034,106.509,0.014,-0.726
'[00:49:02.468 01/02/1989]',0.022,106.904,0.013,-0.710
'[00:49:02.472 01/02/1989]',-0.008,107.102,0.013,-0.702
'[00:49:02.476 01/02/1989]',-0.012,107.695,0.013,-0.742
'[00:49:02.480 01/02/1989]',-0.020,107.695,0.013,-0.742
'[00:49:02.484 01/02/1989]',-0.024,108.090,0.014,-0.726
'[00:49:02.488 01/02/1989]',-0.032,108.485,0.013,-0.710
'[00:49:02.492 01/02/1989]',-0.026,108.683,0.014,-0.677
'[00:49:02.496 01/02/1989]',-0.030,109.078,0.016,-0.694
'[00:49:02.500 01/02/1989]',-0.032,109.473,0.014,-0.669
'[00:49:02.504 01/02/1989]',-0.024,110.263,0.015,-0.661
'[00:49:02.508 01/02/1989]',-0.018,110.856,0.016,-0.661
'[00:49:02.512 01/02/1989]',-0.022,110.659,0.016,-0.645
'[00:49:02.516 01/02/1989]',-0.032,110.659,0.015,-0.645
'[00:49:02.520 01/02/1989]',-0.030,110.856,0.015,-0.637
'[00:49:02.524 01/02/1989]',-0.024,110.856,0.015,-0.653
'[00:49:02.528 01/02/1989]',-0.032,111.054,0.013,-0.613
'[00:49:02.532 01/02/1989]',-0.022,111.449,0.014,-0.645
'[00:49:02.536 01/02/1989]',-0.006,111.054,0.012,-0.613
'[00:49:02.540 01/02/1989]',-0.030,111.054,0.014,-0.637
'[00:49:02.544 01/02/1989]',-0.012,111.054,0.012,-0.605
'[00:49:02.548 01/02/1989]',-0.002,110.461,0.012,-0.613
'[00:49:02.552 01/02/1989]',0.016,110.066,0.015,-0.565
'[00:49:02.556 01/02/1989]',-0.006,110.066,0.015,-0.548
'[00:49:02.560 01/02/1989]',-0.012,110.066,0.015,-0.565
'[00:49:02.564 01/02/1989]',-0.000,109.671,0.017,-0.565
'[00:49:02.568 01/02/1989]',0.124,109.078,0.018,-0.581
'[00:49:02.572 01/02/1989]',0.332,108.485,0.018,-0.565
'[00:49:02.576 01/02/1989]',0.682,108.485,0.022,-0.581
'[00:49:02.580 01/02/1989]',1.024,107.497,0.023,-0.548
'[00:49:02.584 01/02/1989]',0.984,106.904,0.018,-0.565
'[00:49:02.588 01/02/1989]',0.846,106.509,0.012,-0.556
'[00:49:02.592 01/02/1989]',0.454,106.114,0.005,-0.556
'[00:49:02.596 01/02/1989]',-0.000,105.718,0.003,-0.524
'[00:49:02.600 01/02/1989]',-0.304,104.730,0.006,-0.540
'[00:49:02.604 01/02/1989]',-0.298,104.730,0.003,-0.532
'[00:49:02.608 01/02/1989]',-0.312,104.138,0.006,-0.516
'[00:49:02.612 01/02/1989]',-0.224,103.150,0.007,-0.500
'[00:49:02.616 01/02/1989]',-0.120,102.754,0.005,-0.516
'[00:49:02.620 01/02/1989]',-0.070,102.557,0.005,-0.524
'[00:49:02.624 01/02/1989]',-0.038,102.162,0.004,-0.516
'[00:49:02.628 01/02/1989]',-0.024,101.371,0.003,-0.484
'[00:49:02.632 01/02/1989]',-0.024,100.778,0.003,-0.500
'[00:49:02.636 01/02/1989]',-0.004,100.581,0.002,-0.500
'[00:49:02.640 01/02/1989]',-0.036,99.988,0.005,-0.460
'[00:49:02.644 01/02/1989]',-0.036,99.790,0.004,-0.484
'[00:49:02.648 01/02/1989]',-0.022,99.198,0.004,-0.452
'[00:49:02.652 01/02/1989]',0.002,98.407,0.005,-0.435
'[00:49:02.656 01/02/1989]',-0.016,97.617,0.004,-0.444
'[00:49:02.660 01/02/1989]',0.006,97.617,0.002,-0.444
'[00:49:02.664 01/02/1989]',-0.004,97.024,0.006,-0.419
'[00:49:02.668 01/02/1989]',0.014,96.233,0.005,-0.419
'[00:49:02.672 01/02/1989]',0.010,95.838,0.005,-0.419
'[00:49:02.676 01/02/1989]',0.024,95.838,0.005,-0.452
'[00:49:02.680 01/02/1989]',0.016,95.048,0.004,-0.444
'[00:49:02.684 01/02/1989]',0.032,94.257,0.004,-0.419
'[00:49:02.688 01/02/1989]',0.040,93.862,0.005,-0.411
'[00:49:02.692 01/02/1989]',0.050,93.467,0.003,-0.371
'[00:49:02.696 01/02/1989]',0.046,92.677,0.004,-0.355
'[00:49:02.700 01/02/1989]',0.044,92.677,0.002,-0.387
'[00:49:02.704 01/02/1989]',0.064,92.281,0.001,-0.355
'[00:49:02.708 01/02/1989]',0.054,92.281,0.000,-0.355
'[00:49:02.712 01/02/1989]',0.056,91.689,0.000,-0.323
'[00:49:02.716 01/02/1989]',0.052,91.293,0.000,-0.355
'[00:49:02.720 01/02/1989]',0.068,91.293,-0.001,-0.355
'[00:49:02.724 01/02/1989]',0.066,90.898,0.002,-0.355
'[00:49:02.728 01/02/1989]',0.066,90.701,0.002,-0.355
'[00:49:02.732 01/02/1989]',0.094,91.293,0.000,-0.339
'[00:49:02.736 01/02/1989]',0.100,91.096,0.001,-0.306
'[00:49:02.740 01/02/1989]',0.118,91.886,-0.000,-0.282
'[00:49:02.744 01/02/1989]',0.120,93.269,-0.001,-0.290
'[00:49:02.748 01/02/1989]',0.116,94.455,-0.000,-0.282
'[00:49:02.752 01/02/1989]',0.124,96.036,-0.000,-0.250
'[00:49:02.756 01/02/1989]',0.136,98.210,0.002,-0.274
'[00:49:02.760 01/02/1989]',0.134,100.778,0.002,-0.250
'[00:49:02.764 01/02/1989]',0.160,102.754,0.003,-0.266
'[00:49:02.768 01/02/1989]',0.166,105.126,0.005,-0.258
'[00:49:02.772 01/02/1989]',0.170,108.485,0.005,-0.274
'[00:49:02.776 01/02/1989]',0.174,111.647,0.005,-0.258
'[00:49:02.780 01/02/1989]',0.156,114.215,0.004,-0.282
'[00:49:02.784 01/02/1989]',0.152,117.575,0.005,-0.242
'[00:49:02.788 01/02/1989]',0.176,120.341,0.004,-0.226
'[00:49:02.792 01/02/1989]',0.180,123.898,0.006,-0.218
'[00:49:02.796 01/02/1989]',0.148,126.862,0.002,-0.202
'[00:49:02.800 01/02/1989]',0.150,129.826,0.012,-0.210
'[00:49:02.804 01/02/1989]',0.162,132.988,0.011,-0.202
'[00:49:02.808 01/02/1989]',0.162,135.162,0.011,-0.194
'[00:49:02.812 01/02/1989]',0.170,137.730,0.015,-0.202
'[00:49:02.816 01/02/1989]',0.146,140.102,0.007,-0.177
'[00:49:02.820 01/02/1989]',0.132,142.473,0.010,-0.210
'[00:49:02.824 01/02/1989]',0.122,143.659,0.011,-0.218
'[00:49:02.828 01/02/1989]',0.114,145.239,0.006,-0.202
'[00:49:02.832 01/02/1989]',0.096,146.425,0.007,-0.210
'[00:49:02.836 01/02/1989]',0.102,148.006,0.004,-0.169
'[00:49:02.840 01/02/1989]',0.104,148.401,0.010,-0.185
'[00:49:02.844 01/02/1989]',0.086,148.796,0.005,-0.145
'[00:49:02.848 01/02/1989]',0.076,148.994,0.002,-0.153
'[00:49:02.852 01/02/1989]',0.070,148.994,0.004,-0.129
'[00:49:02.856 01/02/1989]',0.056,148.994,0.005,-0.145
'[00:49:02.860 01/02/1989]',0.044,148.994,-0.000,-0.145
'[00:49:02.864 01/02/1989]',0.038,148.203,0.001,-0.145
'[00:49:02.868 01/02/1989]',0.010,147.611,-0.002,-0.137
'[00:49:02.872 01/02/1989]',0.024,146.820,0.004,-0.161
'[00:49:02.876 01/02/1989]',-0.006,146.623,0.002,-0.137
'[00:49:02.880 01/02/1989]',0.016,145.832,0.001,-0.137
'[00:49:02.884 01/02/1989]',0.008,144.647,0.003,-0.137
'[00:49:02.888 01/02/1989]',0.032,143.856,0.007,-0.129
'[00:49:02.892 01/02/1989]',-0.000,142.868,0.001,-0.121
'[00:49:02.896 01/02/1989]',0.002,141.880,0.002,-0.129
'[00:49:02.900 01/02/1989]',0.012,140.695,-0.003,-0.113
'[00:49:02.904 01/02/1989]',-0.008,140.102,0.003,-0.129
'[00:49:02.908 01/02/1989]',0.012,139.114,0.003,-0.145
'[00:49:02.912 01/02/1989]',0.002,137.335,-0.002,-0.105
'[00:49:02.916 01/02/1989]',0.012,137.730,0.000,-0.153
'[00:49:02.920 01/02/1989]',0.016,136.347,0.004,-0.129
'[00:49:02.924 01/02/1989]',0.014,135.952,0.000,-0.161
'[00:49:02.928 01/02/1989]',0.022,134.964,0.003,-0.137
'[00:49:02.932 01/02/1989]',0.018,134.371,-0.005,-0.145
'[00:49:02.936 01/02/1989]',0.006,133.581,0.002,-0.153
'[00:49:02.940 01/02/1989]',0.020,132.790,0.004,-0.137
'[00:49:02.944 01/02/1989]',0.032,132.395,0.003,-0.129
'[00:49:02.948 01/02/1989]',0.032,131.407,0.002,-0.137
'[00:49:02.952 01/02/1989]',0.028,130.617,0.001,-0.129
'[00:49:02.956 01/02/1989]',0.074,129.826,-0.003,-0.129
'[00:49:02.960 01/02/1989]',0.036,129.036,0.001,-0.137
'[00:49:02.964 01/02/1989]',0.052,128.245,0.004,-0.129
'[00:49:02.968 01/02/1989]',0.030,127.060,0.003,-0.153
'[00:49:02.972 01/02/1989]',0.030,125.874,-0.003,-0.145
'[00:49:02.976 01/02/1989]',0.032,125.281,-0.011,-0.161
'[00:49:02.980 01/02/1989]',0.024,123.503,-0.004,-0.137
'[00:49:02.984 01/02/1989]',0.060,122.317,-0.004,-0.137
'[00:49:02.988 01/02/1989]',0.046,121.132,-0.007,-0.113
'[00:49:02.992 01/02/1989]',0.086,119.551,-0.004,-0.113
'[00:49:02.996 01/02/1989]',0.084,117.772,-0.000,-0.129
'[00:49:03.000 01/02/1989]',0.106,115.994,-0.008,-0.129
'[00:49:03.004 01/02/1989]',0.112,115.204,-0.007,-0.129
'[00:49:03.008 01/02/1989]',0.148,113.227,-0.014,-0.129
'[00:49:03.012 01/02/1989]',0.128,111.844,-0.003,-0.097
'[00:49:03.016 01/02/1989]',0.184,110.659,-0.005,-0.137
'[00:49:03.020 01/02/1989]',0.182,109.078,-0.005,-0.105
'[00:49:03.024 01/02/1989]',0.200,108.090,-0.001,-0.137
'[00:49:03.028 01/02/1989]',0.190,106.707,0.002,-0.089
'[00:49:03.032 01/02/1989]',0.176,105.916,-0.003,-0.089
'[00:49:03.036 01/02/1989]',0.164,105.126,0.000,-0.097
'[00:49:03.040 01/02/1989]',0.178,104.335,-0.006,-0.065
'[00:49:03.044 01/02/1989]',0.158,103.742,0.002,-0.073
'[00:49:03.048 01/02/1989]',0.186,103.347,-0.004,-0.065
'[00:49:03.052 01/02/1989]',0.162,103.150,-0.007,-0.048
'[00:49:03.056 01/02/1989]',0.138,102.952,-0.001,-0.056
'[00:49:03.060 01/02/1989]',0.130,102.557,-0.013,-0.048
'[00:49:03.064 01/02/1989]',0.090,102.557,-0.001,-0.065
'[00:49:03.068 01/02/1989]',0.072,102.754,-0.004,-0.073
'[00:49:03.072 01/02/1989]',0.064,103.347,-0.007,-0.048
'[00:49:03.076 01/02/1989]',0.034,103.940,-0.003,-0.065
'[00:49:03.080 01/02/1989]',0.032,103.545,-0.002,-0.048
'[00:49:03.084 01/02/1989]',-0.000,104.335,-0.001,-0.040
'[00:49:03.088 01/02/1989]',-0.000,104.533,0.011,-0.032
'[00:49:03.092 01/02/1989]',-0.028,105.323,-0.002,-0.032
'[00:49:03.096 01/02/1989]',-0.024,105.521,0.003,-0.032
'[00:49:03.100 01/02/1989]',-0.018,105.916,-0.001,-0.032
'[00:49:03.104 01/02/1989]',-0.046,106.311,-0.001,-0.032
'[00:49:03.108 01/02/1989]',-0.026,106.707,-0.014,-0.048
'[00:49:03.112 01/02/1989]',-0.038,107.299,-0.001,-0.032
'[00:49:03.116 01/02/1989]',-0.012,107.695,0.000,-0.048
'[00:49:03.120 01/02/1989]',-0.016,108.090,-0.000,-0.040
'[00:49:03.124 01/02/1989]',-0.016,108.090,-0.003,-0.048
'[00:49:03.128 01/02/1989]',-0.010,108.485,-0.015,-0.024
'[00:49:03.132 01/02/1989]',-0.016,108.880,0.001,-0.032
'[00:49:03.136 01/02/1989]',-0.000,108.683,-0.004,-0.016
