'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[03:59:31.556 01/02/1989]',0.008,128.641,0.006,-0.161
'[03:59:31.560 01/02/1989]',0.018,128.048,0.007,-0.194
'[03:59:31.564 01/02/1989]',0.010,126.665,0.005,-0.169
'[03:59:31.568 01/02/1989]',-0.000,125.874,0.005,-0.185
'[03:59:31.572 01/02/1989]',-0.006,125.084,0.004,-0.169
'[03:59:31.576 01/02/1989]',0.008,124.293,0.003,-0.153
'[03:59:31.580 01/02/1989]',-0.008,123.305,0.003,-0.161
'[03:59:31.584 01/02/1989]',0.020,122.910,0.004,-0.169
'[03:59:31.588 01/02/1989]',0.010,122.120,0.005,-0.137
'[03:59:31.592 01/02/1989]',0.022,121.527,0.007,-0.113
'[03:59:31.596 01/02/1989]',0.038,120.934,0.009,-0.121
'[03:59:31.600 01/02/1989]',0.016,120.341,0.009,-0.129
'[03:59:31.604 01/02/1989]',0.016,120.144,0.010,-0.105
'[03:59:31.608 01/02/1989]',0.016,119.748,0.012,-0.137
'[03:59:31.612 01/02/1989]',0.020,119.748,0.011,-0.145
'[03:59:31.616 01/02/1989]',0.028,118.958,0.010,-0.145
'[03:59:31.620 01/02/1989]',0.036,118.365,0.011,-0.161
'[03:59:31.624 01/02/1989]',0.040,118.365,0.007,-0.129
'[03:59:31.628 01/02/1989]',0.040,117.970,0.008,-0.145
'[03:59:31.632 01/02/1989]',0.040,116.784,0.004,-0.105
'[03:59:31.636 01/02/1989]',0.028,116.389,0.003,-0.097
'[03:59:31.640 01/02/1989]',0.056,115.599,0.001,-0.105
'[03:59:31.644 01/02/1989]',0.032,115.401,-0.001,-0.113
'[03:59:31.648 01/02/1989]',0.052,114.611,-0.001,-0.089
'[03:59:31.652 01/02/1989]',0.052,113.030,-0.002,-0.105
'[03:59:31.656 01/02/1989]',0.040,112.042,-0.002,-0.105
'[03:59:31.660 01/02/1989]',0.062,111.054,-0.002,-0.129
'[03:59:31.664 01/02/1989]',0.048,109.275,-0.001,-0.113
'[03:59:31.668 01/02/1989]',0.048,108.090,-0.001,-0.137
'[03:59:31.672 01/02/1989]',0.046,107.497,0.001,-0.105
'[03:59:31.676 01/02/1989]',0.060,106.114,-0.001,-0.113
'[03:59:31.680 01/02/1989]',0.064,104.533,0.001,-0.081
'[03:59:31.684 01/02/1989]',0.050,104.138,0.002,-0.097
'[03:59:31.688 01/02/1989]',0.064,102.952,0.003,-0.065
'[03:59:31.692 01/02/1989]',0.044,102.162,0.004,-0.081
'[03:59:31.696 01/02/1989]',0.056,101.766,0.003,-0.056
'[03:59:31.700 01/02/1989]',0.060,100.976,0.003,-0.056
'[03:59:31.704 01/02/1989]',0.072,100.186,0.003,-0.073
'[03:59:31.708 01/02/1989]',0.060,99.988,0.003,-0.097
'[03:59:31.712 01/02/1989]',0.040,99.790,0.002,-0.097
'[03:59:31.716 01/02/1989]',0.052,99.988,0.001,-0.097
'[03:59:31.720 01/02/1989]',0.046,99.790,0.001,-0.097
'[03:59:31.724 01/02/1989]',0.048,99.790,-0.000,-0.081
'[03:59:31.728 01/02/1989]',0.044,100.186,0.000,-0.105
'[03:59:31.732 01/02/1989]',0.064,100.581,0.001,-0.089
'[03:59:31.736 01/02/1989]',0.036,100.581,0.003,-0.081
'[03:59:31.740 01/02/1989]',0.048,100.383,0.002,-0.065
'[03:59:31.744 01/02/1989]',0.048,101.371,0.002,-0.081
'[03:59:31.748 01/02/1989]',0.042,101.964,0.003,-0.000
'[03:59:31.752 01/02/1989]',0.052,101.569,0.004,-0.065
'[03:59:31.756 01/02/1989]',0.048,102.162,0.003,-0.056
'[03:59:31.760 01/02/1989]',0.052,102.952,0.006,-0.065
'[03:59:31.764 01/02/1989]',0.040,102.952,0.007,-0.073
'[03:59:31.768 01/02/1989]',0.046,103.347,0.008,-0.065
'[03:59:31.772 01/02/1989]',0.054,103.742,0.008,-0.065
'[03:59:31.776 01/02/1989]',0.048,103.940,0.007,-0.056
'[03:59:31.780 01/02/1989]',0.050,103.742,0.007,-0.048
'[03:59:31.784 01/02/1989]',0.034,104.730,0.006,-0.032
'[03:59:31.788 01/02/1989]',0.052,104.533,0.006,-0.016
'[03:59:31.792 01/02/1989]',0.036,104.533,0.006,-0.032
'[03:59:31.796 01/02/1989]',0.046,104.138,0.006,-0.040
'[03:59:31.800 01/02/1989]',0.066,103.742,0.006,-0.032
'[03:59:31.804 01/02/1989]',0.044,104.335,0.005,-0.065
'[03:59:31.808 01/02/1989]',0.070,103.940,0.006,-0.056
'[03:59:31.812 01/02/1989]',0.056,103.742,0.005,-0.065
'[03:59:31.816 01/02/1989]',0.064,103.742,0.003,-0.056
'[03:59:31.820 01/02/1989]',0.064,103.347,0.004,-0.073
'[03:59:31.824 01/02/1989]',0.086,102.952,0.001,-0.065
'[03:59:31.828 01/02/1989]',0.078,102.952,0.002,-0.065
'[03:59:31.832 01/02/1989]',0.094,102.359,0.004,-0.048
'[03:59:31.836 01/02/1989]',0.122,101.964,0.003,-0.056
'[03:59:31.840 01/02/1989]',0.128,101.964,0.003,-0.032
'[03:59:31.844 01/02/1989]',0.144,101.569,0.003,-0.073
'[03:59:31.848 01/02/1989]',0.116,101.371,0.004,-0.065
'[03:59:31.852 01/02/1989]',0.156,101.371,0.005,-0.097
'[03:59:31.856 01/02/1989]',0.168,100.581,0.005,-0.065
'[03:59:31.860 01/02/1989]',0.174,100.581,0.005,-0.081
'[03:59:31.864 01/02/1989]',0.162,99.593,0.008,-0.089
'[03:59:31.868 01/02/1989]',0.156,99.198,0.009,-0.097
'[03:59:31.872 01/02/1989]',0.150,98.802,0.009,-0.089
'[03:59:31.876 01/02/1989]',0.148,98.210,0.012,-0.065
'[03:59:31.880 01/02/1989]',0.190,97.814,0.013,-0.048
'[03:59:31.884 01/02/1989]',0.160,97.814,0.015,-0.065
'[03:59:31.888 01/02/1989]',0.144,97.419,0.018,-0.056
'[03:59:31.892 01/02/1989]',0.128,96.629,0.020,-0.048
'[03:59:31.896 01/02/1989]',0.106,96.431,0.020,-0.040
'[03:59:31.900 01/02/1989]',0.082,96.233,0.019,-0.089
'[03:59:31.904 01/02/1989]',0.064,95.838,0.019,-0.073
'[03:59:31.908 01/02/1989]',0.040,95.048,0.020,-0.065
'[03:59:31.912 01/02/1989]',0.038,94.653,0.020,-0.089
'[03:59:31.916 01/02/1989]',0.028,94.455,0.018,-0.081
'[03:59:31.920 01/02/1989]',0.026,94.060,0.018,-0.097
'[03:59:31.924 01/02/1989]',0.020,93.665,0.017,-0.065
'[03:59:31.928 01/02/1989]',0.020,93.665,0.017,-0.056
'[03:59:31.932 01/02/1989]',-0.000,92.677,0.016,-0.032
'[03:59:31.936 01/02/1989]',0.018,92.479,0.017,-0.032
'[03:59:31.940 01/02/1989]',0.012,92.677,0.017,-0.032
'[03:59:31.944 01/02/1989]',0.020,91.886,0.017,-0.048
'[03:59:31.948 01/02/1989]',0.018,91.886,0.016,-0.048
'[03:59:31.952 01/02/1989]',0.012,91.293,0.018,-0.056
'[03:59:31.956 01/02/1989]',0.024,91.293,0.017,-0.032
'[03:59:31.960 01/02/1989]',0.020,91.096,0.017,-0.056
'[03:59:31.964 01/02/1989]',0.030,90.503,0.019,-0.073
'[03:59:31.968 01/02/1989]',0.014,89.910,0.020,-0.056
'[03:59:31.972 01/02/1989]',0.022,90.305,0.020,-0.048
'[03:59:31.976 01/02/1989]',0.030,89.515,0.020,-0.065
'[03:59:31.980 01/02/1989]',0.030,88.922,0.019,-0.032
'[03:59:31.984 01/02/1989]',0.032,89.317,0.019,-0.040
'[03:59:31.988 01/02/1989]',0.032,88.724,0.020,-0.024
'[03:59:31.992 01/02/1989]',0.054,88.724,0.021,-0.048
'[03:59:31.996 01/02/1989]',0.064,88.329,0.023,-0.040
'[03:59:32.000 01/02/1989]',0.092,88.132,0.022,-0.065
'[03:59:32.004 01/02/1989]',0.088,87.736,0.022,-0.089
'[03:59:32.008 01/02/1989]',0.144,87.736,0.023,-0.097
'[03:59:32.012 01/02/1989]',0.234,87.736,0.020,-0.121
'[03:59:32.016 01/02/1989]',0.370,87.539,0.017,-0.065
'[03:59:32.020 01/02/1989]',0.540,87.539,0.013,-0.048
'[03:59:32.024 01/02/1989]',0.594,87.144,0.016,-0.032
'[03:59:32.028 01/02/1989]',0.400,87.144,0.017,-0.073
'[03:59:32.032 01/02/1989]',0.262,87.341,0.023,-0.065
'[03:59:32.036 01/02/1989]',-0.034,86.748,0.026,-0.048
'[03:59:32.040 01/02/1989]',-0.350,86.551,0.027,-0.056
'[03:59:32.044 01/02/1989]',-0.256,86.551,0.025,-0.065
'[03:59:32.048 01/02/1989]',-0.284,86.748,0.023,-0.056
'[03:59:32.052 01/02/1989]',-0.164,86.353,0.021,-0.097
'[03:59:32.056 01/02/1989]',-0.006,86.353,0.019,-0.097
'[03:59:32.060 01/02/1989]',0.078,86.551,0.018,-0.097
'[03:59:32.064 01/02/1989]',0.092,86.353,0.017,-0.073
'[03:59:32.068 01/02/1989]',0.094,86.551,0.018,-0.097
'[03:59:32.072 01/02/1989]',0.080,86.353,0.017,-0.097
'[03:59:32.076 01/02/1989]',0.088,86.551,0.016,-0.065
'[03:59:32.080 01/02/1989]',0.092,86.353,0.016,-0.048
'[03:59:32.084 01/02/1989]',0.088,85.958,0.017,-0.073
'[03:59:32.088 01/02/1989]',0.090,86.353,0.017,-0.065
'[03:59:32.092 01/02/1989]',0.090,85.958,0.018,-0.065
'[03:59:32.096 01/02/1989]',0.086,85.958,0.017,-0.073
'[03:59:32.100 01/02/1989]',0.096,86.353,0.018,-0.105
'[03:59:32.104 01/02/1989]',0.096,86.156,0.018,-0.105
'[03:59:32.108 01/02/1989]',0.106,85.563,0.019,-0.097
'[03:59:32.112 01/02/1989]',0.102,85.958,0.020,-0.097
'[03:59:32.116 01/02/1989]',0.104,85.958,0.021,-0.073
'[03:59:32.120 01/02/1989]',0.112,85.958,0.021,-0.097
'[03:59:32.124 01/02/1989]',0.108,85.563,0.023,-0.065
'[03:59:32.128 01/02/1989]',0.114,85.563,0.023,-0.097
'[03:59:32.132 01/02/1989]',0.112,85.563,0.023,-0.097
'[03:59:32.136 01/02/1989]',0.114,85.365,0.024,-0.097
'[03:59:32.140 01/02/1989]',0.126,84.970,0.023,-0.097
'[03:59:32.144 01/02/1989]',0.122,84.970,0.021,-0.097
'[03:59:32.148 01/02/1989]',0.126,85.168,0.022,-0.105
'[03:59:32.152 01/02/1989]',0.122,84.180,0.021,-0.129
'[03:59:32.156 01/02/1989]',0.120,84.772,0.021,-0.129
'[03:59:32.160 01/02/1989]',0.132,84.772,0.021,-0.145
'[03:59:32.164 01/02/1989]',0.128,84.575,0.020,-0.129
'[03:59:32.168 01/02/1989]',0.130,84.575,0.019,-0.137
'[03:59:32.172 01/02/1989]',0.136,84.377,0.019,-0.121
'[03:59:32.176 01/02/1989]',0.128,84.180,0.019,-0.129
'[03:59:32.180 01/02/1989]',0.136,84.772,0.020,-0.097
'[03:59:32.184 01/02/1989]',0.130,84.377,0.020,-0.097
'[03:59:32.188 01/02/1989]',0.130,84.575,0.021,-0.081
'[03:59:32.192 01/02/1989]',0.140,84.772,0.020,-0.081
'[03:59:32.196 01/02/1989]',0.136,84.772,0.020,-0.065
'[03:59:32.200 01/02/1989]',0.142,85.563,0.019,-0.073
'[03:59:32.204 01/02/1989]',0.150,87.144,0.018,-0.121
'[03:59:32.208 01/02/1989]',0.154,87.736,0.018,-0.129
'[03:59:32.212 01/02/1989]',0.162,89.317,0.018,-0.121
'[03:59:32.216 01/02/1989]',0.152,91.689,0.017,-0.065
'[03:59:32.220 01/02/1989]',0.164,93.467,0.015,-0.073
'[03:59:32.224 01/02/1989]',0.168,95.641,0.016,-0.089
'[03:59:32.228 01/02/1989]',0.170,98.210,0.015,-0.065
'[03:59:32.232 01/02/1989]',0.172,100.976,0.015,-0.040
'[03:59:32.236 01/02/1989]',0.182,103.742,0.013,-0.073
'[03:59:32.240 01/02/1989]',0.182,106.707,0.012,-0.073
'[03:59:32.244 01/02/1989]',0.186,110.066,0.011,-0.073
'[03:59:32.248 01/02/1989]',0.198,112.832,0.011,-0.105
'[03:59:32.252 01/02/1989]',0.200,116.389,0.011,-0.097
'[03:59:32.256 01/02/1989]',0.194,118.760,0.013,-0.129
'[03:59:32.260 01/02/1989]',0.190,121.922,0.011,-0.097
'[03:59:32.264 01/02/1989]',0.200,124.491,0.013,-0.121
'[03:59:32.268 01/02/1989]',0.204,127.455,0.013,-0.065
'[03:59:32.272 01/02/1989]',0.200,129.233,0.012,-0.121
'[03:59:32.276 01/02/1989]',0.200,131.209,0.012,-0.089
'[03:59:32.280 01/02/1989]',0.200,132.988,0.011,-0.121
'[03:59:32.284 01/02/1989]',0.198,134.569,0.011,-0.097
'[03:59:32.288 01/02/1989]',0.178,135.557,0.012,-0.097
'[03:59:32.292 01/02/1989]',0.170,136.347,0.010,-0.153
'[03:59:32.296 01/02/1989]',0.154,136.940,0.011,-0.129
'[03:59:32.300 01/02/1989]',0.136,137.533,0.010,-0.137
'[03:59:32.304 01/02/1989]',0.128,137.138,0.008,-0.153
'[03:59:32.308 01/02/1989]',0.118,137.138,0.009,-0.145
'[03:59:32.312 01/02/1989]',0.096,136.347,0.010,-0.153
'[03:59:32.316 01/02/1989]',0.084,135.754,0.008,-0.169
'[03:59:32.320 01/02/1989]',0.074,135.359,0.008,-0.169
'[03:59:32.324 01/02/1989]',0.060,134.174,0.009,-0.153
'[03:59:32.328 01/02/1989]',0.046,133.186,0.008,-0.137
'[03:59:32.332 01/02/1989]',0.044,131.802,0.008,-0.161
'[03:59:32.336 01/02/1989]',0.040,130.221,0.007,-0.161
'[03:59:32.340 01/02/1989]',0.024,129.036,0.007,-0.161
'[03:59:32.344 01/02/1989]',0.014,128.641,0.005,-0.194
'[03:59:32.348 01/02/1989]',0.016,127.257,0.005,-0.194
'[03:59:32.352 01/02/1989]',0.020,125.677,0.005,-0.218
'[03:59:32.356 01/02/1989]',0.008,124.886,0.006,-0.194
'[03:59:32.360 01/02/1989]',0.010,124.293,0.005,-0.226
'[03:59:32.364 01/02/1989]',0.012,122.712,0.005,-0.194
'[03:59:32.368 01/02/1989]',0.006,121.922,0.006,-0.185
'[03:59:32.372 01/02/1989]',0.008,121.527,0.005,-0.194
'[03:59:32.376 01/02/1989]',0.012,120.341,0.006,-0.194
'[03:59:32.380 01/02/1989]',0.008,119.551,0.005,-0.177
'[03:59:32.384 01/02/1989]',0.016,119.551,0.006,-0.194
'[03:59:32.388 01/02/1989]',0.014,118.365,0.005,-0.194
'[03:59:32.392 01/02/1989]',0.016,117.772,0.005,-0.218
'[03:59:32.396 01/02/1989]',0.024,117.575,0.004,-0.258
'[03:59:32.400 01/02/1989]',0.018,117.180,0.004,-0.282
'[03:59:32.404 01/02/1989]',0.026,116.982,0.005,-0.258
'[03:59:32.408 01/02/1989]',0.026,116.389,0.006,-0.226
'[03:59:32.412 01/02/1989]',0.024,116.389,0.007,-0.274
'[03:59:32.416 01/02/1989]',0.030,116.192,0.006,-0.226
'[03:59:32.420 01/02/1989]',0.032,115.401,0.007,-0.242
'[03:59:32.424 01/02/1989]',0.040,114.808,0.006,-0.202
'[03:59:32.428 01/02/1989]',0.034,114.611,0.007,-0.234
'[03:59:32.432 01/02/1989]',0.040,114.018,0.007,-0.234
'[03:59:32.436 01/02/1989]',0.054,112.832,0.007,-0.250
'[03:59:32.440 01/02/1989]',0.048,111.844,0.008,-0.258
'[03:59:32.444 01/02/1989]',0.052,111.251,0.006,-0.290
'[03:59:32.448 01/02/1989]',0.048,110.066,0.005,-0.274
'[03:59:32.452 01/02/1989]',0.054,109.275,0.005,-0.258
'[03:59:32.456 01/02/1989]',0.050,108.485,0.004,-0.282
'[03:59:32.460 01/02/1989]',0.050,107.497,0.003,-0.290
'[03:59:32.464 01/02/1989]',0.058,106.509,0.006,-0.274
'[03:59:32.468 01/02/1989]',0.056,105.718,0.003,-0.274
'[03:59:32.472 01/02/1989]',0.064,105.126,0.002,-0.282
'[03:59:32.476 01/02/1989]',0.064,104.335,0.003,-0.250
'[03:59:32.480 01/02/1989]',0.062,103.545,0.001,-0.250
'[03:59:32.484 01/02/1989]',0.066,102.952,0.001,-0.274
'[03:59:32.488 01/02/1989]',0.060,102.557,0.002,-0.266
'[03:59:32.492 01/02/1989]',0.064,102.359,0.003,-0.290
'[03:59:32.496 01/02/1989]',0.068,101.766,0.003,-0.315
'[03:59:32.500 01/02/1989]',0.058,101.766,0.004,-0.298
'[03:59:32.504 01/02/1989]',0.056,101.371,0.003,-0.315
'[03:59:32.508 01/02/1989]',0.066,101.766,0.003,-0.315
'[03:59:32.512 01/02/1989]',0.064,102.162,0.002,-0.323
'[03:59:32.516 01/02/1989]',0.056,101.964,0.002,-0.298
'[03:59:32.520 01/02/1989]',0.064,102.162,0.000,-0.306
'[03:59:32.524 01/02/1989]',0.064,102.162,0.001,-0.282
'[03:59:32.528 01/02/1989]',0.062,102.557,0.000,-0.290
'[03:59:32.532 01/02/1989]',0.056,103.347,-0.002,-0.290
'[03:59:32.536 01/02/1989]',0.060,103.545,-0.003,-0.306
'[03:59:32.540 01/02/1989]',0.066,103.940,-0.004,-0.298
'[03:59:32.544 01/02/1989]',0.056,104.335,-0.006,-0.323
'[03:59:32.548 01/02/1989]',0.056,104.730,-0.006,-0.339
'[03:59:32.552 01/02/1989]',0.064,105.323,-0.008,-0.355
'[03:59:32.556 01/02/1989]',0.064,105.323,-0.009,-0.339
'[03:59:32.560 01/02/1989]',0.064,105.916,-0.010,-0.347
'[03:59:32.564 01/02/1989]',0.056,106.114,-0.009,-0.323
'[03:59:32.568 01/02/1989]',0.056,106.114,-0.008,-0.323
'[03:59:32.572 01/02/1989]',0.058,106.311,-0.007,-0.290
'[03:59:32.576 01/02/1989]',0.064,106.114,-0.006,-0.298
'[03:59:32.580 01/02/1989]',0.060,106.311,-0.007,-0.306
'[03:59:32.584 01/02/1989]',0.056,106.114,-0.006,-0.323
'[03:59:32.588 01/02/1989]',0.064,105.916,-0.006,-0.323
'[03:59:32.592 01/02/1989]',0.062,106.114,-0.005,-0.355
'[03:59:32.596 01/02/1989]',0.066,105.916,-0.005,-0.355
'[03:59:32.600 01/02/1989]',0.074,105.916,-0.005,-0.379
'[03:59:32.604 01/02/1989]',0.090,105.323,-0.006,-0.363
'[03:59:32.608 01/02/1989]',0.094,104.928,-0.007,-0.387
'[03:59:32.612 01/02/1989]',0.102,104.928,-0.007,-0.363
'[03:59:32.616 01/02/1989]',0.114,104.533,-0.008,-0.355
'[03:59:32.620 01/02/1989]',0.126,104.335,-0.009,-0.363
'[03:59:32.624 01/02/1989]',0.142,103.742,-0.011,-0.323
'[03:59:32.628 01/02/1989]',0.160,103.150,-0.012,-0.363
'[03:59:32.632 01/02/1989]',0.160,103.150,-0.013,-0.387
'[03:59:32.636 01/02/1989]',0.174,102.557,-0.013,-0.419
'[03:59:32.640 01/02/1989]',0.174,102.162,-0.013,-0.379
'[03:59:32.644 01/02/1989]',0.174,102.359,-0.014,-0.403
'[03:59:32.648 01/02/1989]',0.176,101.766,-0.013,-0.403
'[03:59:32.652 01/02/1989]',0.188,101.569,-0.013,-0.419
'[03:59:32.656 01/02/1989]',0.188,100.778,-0.015,-0.403
'[03:59:32.660 01/02/1989]',0.184,100.976,-0.015,-0.403
'[03:59:32.664 01/02/1989]',0.166,100.383,-0.012,-0.427
'[03:59:32.668 01/02/1989]',0.140,99.790,-0.011,-0.395
'[03:59:32.672 01/02/1989]',0.114,99.790,-0.009,-0.419
'[03:59:32.676 01/02/1989]',0.100,98.605,-0.009,-0.411
'[03:59:32.680 01/02/1989]',0.080,99.000,-0.008,-0.403
'[03:59:32.684 01/02/1989]',0.058,98.407,-0.009,-0.435
'[03:59:32.688 01/02/1989]',0.046,98.210,-0.009,-0.452
'[03:59:32.692 01/02/1989]',0.034,97.419,-0.009,-0.476
'[03:59:32.696 01/02/1989]',0.022,97.221,-0.010,-0.452
'[03:59:32.700 01/02/1989]',0.024,96.826,-0.012,-0.452
'[03:59:32.704 01/02/1989]',0.022,96.826,-0.015,-0.452
'[03:59:32.708 01/02/1989]',0.018,96.233,-0.015,-0.460
'[03:59:32.712 01/02/1989]',0.020,95.838,-0.015,-0.468
'[03:59:32.716 01/02/1989]',0.024,95.443,-0.017,-0.452
'[03:59:32.720 01/02/1989]',0.016,94.850,-0.017,-0.460
'[03:59:32.724 01/02/1989]',0.028,94.455,-0.019,-0.452
'[03:59:32.728 01/02/1989]',0.024,93.862,-0.018,-0.468
'[03:59:32.732 01/02/1989]',0.022,93.665,-0.018,-0.452
'[03:59:32.736 01/02/1989]',0.026,93.269,-0.017,-0.484
'[03:59:32.740 01/02/1989]',0.024,93.269,-0.016,-0.460
'[03:59:32.744 01/02/1989]',0.024,93.269,-0.017,-0.508
'[03:59:32.748 01/02/1989]',0.024,92.874,-0.017,-0.468
'[03:59:32.752 01/02/1989]',0.024,92.479,-0.016,-0.484
'[03:59:32.756 01/02/1989]',0.032,92.281,-0.016,-0.484
'[03:59:32.760 01/02/1989]',0.040,91.886,-0.016,-0.484
'[03:59:32.764 01/02/1989]',0.040,91.886,-0.013,-0.492
'[03:59:32.768 01/02/1989]',0.050,91.096,-0.013,-0.492
'[03:59:32.772 01/02/1989]',0.060,91.491,-0.012,-0.508
'[03:59:32.776 01/02/1989]',0.052,91.096,-0.013,-0.492
'[03:59:32.780 01/02/1989]',0.048,90.701,-0.013,-0.500
'[03:59:32.784 01/02/1989]',0.080,90.701,-0.015,-0.581
'[03:59:32.788 01/02/1989]',0.158,90.305,-0.017,-0.548
'[03:59:32.792 01/02/1989]',0.352,90.503,-0.020,-0.556
'[03:59:32.796 01/02/1989]',0.580,89.713,-0.025,-0.629
'[03:59:32.800 01/02/1989]',0.768,89.713,-0.024,-0.597
'[03:59:32.804 01/02/1989]',0.638,90.108,-0.022,-0.540
'[03:59:32.808 01/02/1989]',0.524,89.515,-0.015,-0.556
'[03:59:32.812 01/02/1989]',0.238,89.515,-0.009,-0.540
'[03:59:32.816 01/02/1989]',-0.066,89.515,-0.007,-0.532
'[03:59:32.820 01/02/1989]',-0.118,89.515,-0.006,-0.532
'[03:59:32.824 01/02/1989]',-0.142,89.317,-0.005,-0.524
'[03:59:32.828 01/02/1989]',-0.100,89.515,-0.005,-0.548
'[03:59:32.832 01/02/1989]',-0.000,89.317,-0.006,-0.524
'[03:59:32.836 01/02/1989]',0.048,88.724,-0.006,-0.573
'[03:59:32.840 01/02/1989]',0.068,88.724,-0.007,-0.548
'[03:59:32.844 01/02/1989]',0.064,88.724,-0.008,-0.556
'[03:59:32.848 01/02/1989]',0.056,88.724,-0.008,-0.581
'[03:59:32.852 01/02/1989]',0.050,88.329,-0.009,-0.565
'[03:59:32.856 01/02/1989]',0.056,88.527,-0.010,-0.548
'[03:59:32.860 01/02/1989]',0.060,88.527,-0.010,-0.556
'[03:59:32.864 01/02/1989]',0.056,88.329,-0.010,-0.548
'[03:59:32.868 01/02/1989]',0.060,87.934,-0.008,-0.540
'[03:59:32.872 01/02/1989]',0.064,87.934,-0.009,-0.581
'[03:59:32.876 01/02/1989]',0.072,87.934,-0.011,-0.556
'[03:59:32.880 01/02/1989]',0.080,87.934,-0.012,-0.532
'[03:59:32.884 01/02/1989]',0.082,87.736,-0.012,-0.589
'[03:59:32.888 01/02/1989]',0.086,87.934,-0.011,-0.581
'[03:59:32.892 01/02/1989]',0.084,87.736,-0.012,-0.613
'[03:59:32.896 01/02/1989]',0.088,87.539,-0.011,-0.621
'[03:59:32.900 01/02/1989]',0.084,87.144,-0.013,-0.581
'[03:59:32.904 01/02/1989]',0.096,87.341,-0.013,-0.653
'[03:59:32.908 01/02/1989]',0.088,86.748,-0.012,-0.556
'[03:59:32.912 01/02/1989]',0.088,86.946,-0.012,-0.589
'[03:59:32.916 01/02/1989]',0.096,86.353,-0.012,-0.613
'[03:59:32.920 01/02/1989]',0.104,86.156,-0.013,-0.581
'[03:59:32.924 01/02/1989]',0.102,85.563,-0.014,-0.581
'[03:59:32.928 01/02/1989]',0.104,85.563,-0.012,-0.613
'[03:59:32.932 01/02/1989]',0.106,85.563,-0.013,-0.629
'[03:59:32.936 01/02/1989]',0.114,85.168,-0.012,-0.613
'[03:59:32.940 01/02/1989]',0.112,84.970,-0.011,-0.613
'[03:59:32.944 01/02/1989]',0.116,85.365,-0.010,-0.645
'[03:59:32.948 01/02/1989]',0.118,85.365,-0.010,-0.669
'[03:59:32.952 01/02/1989]',0.116,84.772,-0.008,-0.629
'[03:59:32.956 01/02/1989]',0.120,84.970,-0.009,-0.637
'[03:59:32.960 01/02/1989]',0.128,85.168,-0.010,-0.589
'[03:59:32.964 01/02/1989]',0.130,85.563,-0.011,-0.613
'[03:59:32.968 01/02/1989]',0.134,85.760,-0.010,-0.548
'[03:59:32.972 01/02/1989]',0.130,87.341,-0.011,-0.613
'[03:59:32.976 01/02/1989]',0.142,88.527,-0.013,-0.677
'[03:59:32.980 01/02/1989]',0.140,90.305,-0.015,-0.661
'[03:59:32.984 01/02/1989]',0.142,92.281,-0.014,-0.685
'[03:59:32.988 01/02/1989]',0.154,94.850,-0.016,-0.645
'[03:59:32.992 01/02/1989]',0.152,97.024,-0.016,-0.629
'[03:59:32.996 01/02/1989]',0.162,99.593,-0.017,-0.605
'[03:59:33.000 01/02/1989]',0.168,102.359,-0.019,-0.565
'[03:59:33.004 01/02/1989]',0.168,105.718,-0.019,-0.621
'[03:59:33.008 01/02/1989]',0.174,109.275,-0.018,-0.645
'[03:59:33.012 01/02/1989]',0.192,112.437,-0.018,-0.613
'[03:59:33.016 01/02/1989]',0.192,116.192,-0.020,-0.548
'[03:59:33.020 01/02/1989]',0.192,119.156,-0.019,-0.605
'[03:59:33.024 01/02/1989]',0.202,122.317,-0.017,-0.645
'[03:59:33.028 01/02/1989]',0.200,125.677,-0.016,-0.548
'[03:59:33.032 01/02/1989]',0.206,128.838,-0.015,-0.653
'[03:59:33.036 01/02/1989]',0.212,131.407,-0.013,-0.605
'[03:59:33.040 01/02/1989]',0.210,133.581,-0.013,-0.613
'[03:59:33.044 01/02/1989]',0.212,136.150,-0.013,-0.605
'[03:59:33.048 01/02/1989]',0.208,137.928,-0.012,-0.613
'[03:59:33.052 01/02/1989]',0.206,138.916,-0.012,-0.589
'[03:59:33.056 01/02/1989]',0.208,140.299,-0.013,-0.476
'[03:59:33.060 01/02/1989]',0.206,141.485,-0.013,-0.645
'[03:59:33.064 01/02/1989]',0.188,142.275,-0.013,-0.645
'[03:59:33.068 01/02/1989]',0.178,142.078,-0.013,-0.613
'[03:59:33.072 01/02/1989]',0.166,141.880,-0.014,-0.581
'[03:59:33.076 01/02/1989]',0.154,142.473,-0.015,-0.613
'[03:59:33.080 01/02/1989]',0.138,142.078,-0.016,-0.613
'[03:59:33.084 01/02/1989]',0.122,141.485,-0.016,-0.629
'[03:59:33.088 01/02/1989]',0.102,139.904,-0.015,-0.653
'[03:59:33.092 01/02/1989]',0.082,139.311,-0.014,-0.645
'[03:59:33.096 01/02/1989]',0.072,138.521,-0.013,-0.653
'[03:59:33.100 01/02/1989]',0.048,137.335,-0.012,-0.605
'[03:59:33.104 01/02/1989]',0.048,136.742,-0.011,-0.677
'[03:59:33.108 01/02/1989]',0.038,135.359,-0.010,-0.605
'[03:59:33.112 01/02/1989]',0.030,134.569,-0.011,-0.605
'[03:59:33.116 01/02/1989]',0.020,133.581,-0.012,-0.589
'[03:59:33.120 01/02/1989]',0.016,132.593,-0.013,-0.629
'[03:59:33.124 01/02/1989]',0.020,131.802,-0.013,-0.637
'[03:59:33.128 01/02/1989]',0.010,130.814,-0.014,-0.653
