sample interval	    ECG	     BP	(C4-A1)	p (sum)
            560	  0.040	 62.163	 -0.015	 -0.088
            561	  0.050	 61.744	 -0.019	 -0.087
            562	  0.045	 61.326	 -0.021	 -0.072
            563	  0.040	 61.116	 -0.021	 -0.065
            564	  0.055	 61.326	 -0.026	 -0.055
            565	  0.060	 60.907	 -0.028	 -0.057
            566	  0.050	 60.488	 -0.028	 -0.045
            567	  0.060	 60.488	 -0.027	 -0.054
            568	  0.050	 60.907	 -0.027	 -0.052
            569	  0.055	 60.698	 -0.027	 -0.057
            570	  0.040	 60.279	 -0.024	 -0.062
            571	  0.065	 60.698	 -0.026	 -0.052
            572	  0.040	 61.116	 -0.024	 -0.057
            573	  0.060	 61.326	 -0.021	 -0.039
            574	  0.060	 61.116	 -0.019	 -0.036
            575	  0.055	 61.744	 -0.018	 -0.016
            576	  0.065	 61.744	 -0.015	 -0.012
            577	  0.055	 62.163	 -0.012	  0.004
            578	  0.060	 62.372	 -0.012	 -0.000
            579	  0.060	 62.163	 -0.011	  0.013
            580	  0.065	 62.372	 -0.012	  0.003
            581	  0.065	 62.791	 -0.011	  0.007
            582	  0.060	 63.628	 -0.011	 -0.001
            583	  0.060	 63.419	 -0.009	  0.009
            584	  0.060	 63.419	 -0.008	  0.004
            585	  0.070	 63.837	 -0.008	  0.016
            586	  0.075	 64.256	 -0.009	  0.022
            587	  0.075	 63.837	 -0.007	  0.033
            588	  0.070	 63.837	 -0.004	  0.042
            589	  0.065	 64.465	 -0.004	  0.052
            590	  0.070	 64.674	 -0.007	  0.051
            591	  0.070	 64.465	 -0.003	  0.061
            592	  0.080	 64.674	 -0.004	  0.055
            593	  0.080	 64.884	 -0.007	  0.049
            594	  0.075	 64.884	 -0.005	  0.052
            595	  0.080	 64.674	 -0.008	  0.046
            596	  0.065	 64.884	 -0.010	  0.054
            597	  0.070	 65.512	 -0.012	  0.051
            598	  0.070	 64.674	 -0.011	  0.068
            599	  0.080	 64.465	 -0.015	  0.070
            600	  0.065	 64.465	 -0.019	  0.088
            601	  0.070	 64.465	 -0.020	  0.094
            602	  0.070	 64.465	 -0.021	  0.106
            603	  0.080	 64.046	 -0.022	  0.099
            604	  0.070	 64.465	 -0.023	  0.110
            605	  0.080	 63.837	 -0.022	  0.097
            606	  0.080	 63.837	 -0.019	  0.106
            607	  0.090	 63.628	 -0.018	  0.093
            608	  0.075	 63.628	 -0.014	  0.104
            609	  0.085	 63.209	 -0.014	  0.104
            610	  0.070	 63.000	 -0.010	  0.116
            611	  0.095	 63.000	 -0.009	  0.119
            612	  0.080	 62.372	 -0.006	  0.130
            613	  0.095	 62.163	 -0.001	  0.136
            614	  0.080	 62.791	 -0.002	  0.152
            615	  0.095	 61.953	 -0.002	  0.151
            616	  0.080	 61.326	 -0.002	  0.155
            617	  0.080	 61.744	 -0.002	  0.149
            618	  0.100	 61.535	 -0.007	  0.148
            619	  0.090	 61.116	 -0.007	  0.148
            620	  0.095	 60.488	 -0.009	  0.146
            621	  0.095	 60.070	 -0.010	  0.159
            622	  0.080	 60.279	 -0.008	  0.157
            623	  0.080	 59.860	 -0.006	  0.170
            624	  0.095	 59.651	 -0.008	  0.184
            625	  0.100	 58.814	 -0.010	  0.197
            626	  0.115	 58.814	 -0.011	  0.204
            627	  0.105	 58.605	 -0.011	  0.214
            628	  0.100	 58.186	 -0.012	  0.204
            629	  0.110	 58.186	 -0.012	  0.214
            630	  0.115	 57.977	 -0.012	  0.203
            631	  0.120	 57.558	 -0.009	  0.209
            632	  0.130	 57.140	 -0.009	  0.201
            633	  0.140	 56.721	 -0.009	  0.214
            634	  0.140	 56.302	 -0.008	  0.207
            635	  0.155	 56.302	 -0.010	  0.226
            636	  0.140	 56.093	 -0.007	  0.233
            637	  0.140	 55.465	 -0.008	  0.245
            638	  0.130	 55.046	 -0.004	  0.245
            639	  0.140	 55.256	 -0.005	  0.255
            640	  0.125	 54.837	 -0.009	  0.255
            641	  0.125	 54.209	 -0.008	  0.258
            642	  0.120	 54.419	 -0.010	  0.255
            643	  0.115	 54.000	 -0.016	  0.252
            644	  0.095	 53.791	 -0.019	  0.259
            645	  0.100	 53.163	 -0.022	  0.255
            646	  0.100	 53.163	 -0.025	  0.267
            647	  0.095	 53.163	 -0.027	  0.264
            648	  0.080	 52.744	 -0.025	  0.284
            649	  0.095	 52.116	 -0.027	  0.291
            650	  0.060	 52.116	 -0.028	  0.310
            651	  0.090	 52.116	 -0.025	  0.307
            652	  0.080	 51.698	 -0.020	  0.320
            653	  0.085	 51.279	 -0.019	  0.314
            654	  0.080	 50.860	 -0.017	  0.319
            655	  0.085	 50.860	 -0.018	  0.291
            656	  0.090	 50.442	 -0.016	  0.306
            657	  0.090	 50.651	 -0.015	  0.286
            658	  0.090	 50.442	 -0.014	  0.297
            659	  0.090	 50.023	 -0.011	  0.284
            660	  0.090	 49.814	 -0.014	  0.304
            661	  0.090	 49.605	 -0.012	  0.297
            662	  0.085	 49.186	 -0.014	  0.317
            663	  0.085	 49.395	 -0.011	  0.314
            664	  0.100	 49.395	 -0.011	  0.313
            665	  0.095	 49.605	 -0.016	  0.310
            666	  0.080	 48.558	 -0.015	  0.313
            667	  0.130	 48.767	 -0.016	  0.301
            668	  0.150	 48.977	 -0.019	  0.309
            669	  0.220	 48.767	 -0.019	  0.313
            670	  0.330	 48.558	 -0.017	  0.313
            671	  0.485	 48.767	 -0.014	  0.325
            672	  0.690	 48.349	 -0.009	  0.332
            673	  0.840	 48.558	 -0.007	  0.348
            674	  0.910	 47.930	 -0.014	  0.357
            675	  0.720	 48.140	 -0.028	  0.367
            676	  0.435	 47.930	 -0.040	  0.365
            677	  0.095	 47.721	 -0.047	  0.380
            678	 -0.190	 47.930	 -0.050	  0.371
            679	 -0.295	 47.302	 -0.049	  0.381
            680	 -0.275	 47.302	 -0.042	  0.364
            681	 -0.180	 47.302	 -0.032	  0.377
            682	 -0.085	 46.884	 -0.027	  0.381
            683	 -0.030	 47.302	 -0.022	  0.377
            684	 -0.010	 46.884	 -0.016	  0.386
            685	  0.050	 47.093	 -0.013	  0.409
            686	  0.060	 46.884	 -0.012	  0.403
            687	  0.065	 46.256	 -0.009	  0.426
            688	  0.080	 46.465	 -0.010	  0.430
            689	  0.065	 46.465	 -0.013	  0.430
            690	  0.080	 46.674	 -0.017	  0.419
            691	  0.075	 46.046	 -0.014	  0.422
            692	  0.085	 46.046	 -0.012	  0.426
            693	  0.080	 46.256	 -0.014	  0.423
            694	  0.075	 46.046	 -0.014	  0.422
            695	  0.095	 46.046	 -0.014	  0.423
            696	  0.090	 46.256	 -0.014	  0.445
            697	  0.095	 46.465	 -0.014	  0.446
            698	  0.085	 46.256	 -0.011	  0.458
            699	  0.085	 46.256	 -0.011	  0.464
            700	  0.085	 46.256	 -0.011	  0.477
            701	  0.105	 45.837	 -0.009	  0.465
            702	  0.095	 46.256	 -0.004	  0.470
            703	  0.100	 46.046	 -0.001	  0.454
            704	  0.090	 46.256	 -0.003	  0.458
            705	  0.105	 45.837	 -0.002	  0.451
            706	  0.100	 45.837	 -0.002	  0.461
            707	  0.100	 46.046	 -0.001	  0.459
            708	  0.105	 45.837	 -0.000	  0.470
            709	  0.110	 45.628	 -0.001	  0.481
            710	  0.120	 46.046	  0.002	  0.499
            711	  0.125	 45.419	  0.001	  0.494
            712	  0.125	 45.419	  0.005	  0.504
            713	  0.120	 45.000	  0.010	  0.513
            714	  0.140	 45.419	  0.011	  0.509
            715	  0.140	 45.209	  0.010	  0.512
            716	  0.160	 44.581	  0.013	  0.507
            717	  0.140	 45.000	  0.014	  0.499
            718	  0.140	 45.628	  0.010	  0.510
            719	  0.155	 45.628	  0.009	  0.513
            720	  0.160	 45.419	  0.007	  0.509
            721	  0.165	 46.256	  0.003	  0.530
            722	  0.165	 47.302	  0.001	  0.525
            723	  0.165	 48.767	  0.001	  0.549
            724	  0.170	 50.233	 -0.003	  0.548
            725	  0.180	 52.116	 -0.004	  0.555
            726	  0.175	 54.628	 -0.006	  0.567
            727	  0.180	 56.930	 -0.004	  0.583
            728	  0.180	 59.651	 -0.004	  0.571
            729	  0.195	 62.372	 -0.005	  0.578
            730	  0.210	 64.884	 -0.003	  0.564
            731	  0.205	 68.233	  0.001	  0.577
            732	  0.200	 70.535	  0.004	  0.586
            733	  0.205	 73.465	  0.007	  0.600
            734	  0.200	 76.395	  0.009	  0.609
            735	  0.205	 79.326	  0.012	  0.614
            736	  0.220	 82.256	  0.012	  0.614
            737	  0.220	 84.767	  0.014	  0.630
            738	  0.220	 87.070	  0.016	  0.633
            739	  0.220	 89.791	  0.011	  0.632
            740	  0.220	 92.302	  0.007	  0.610
            741	  0.215	 93.558	  0.005	  0.606
            742	  0.235	 95.860	  0.003	  0.617
            743	  0.215	 98.163	 -0.001	  0.625
            744	  0.200	 99.209	 -0.003	  0.629
            745	  0.205	100.465	 -0.005	  0.626
            746	  0.205	101.930	 -0.006	  0.649
            747	  0.175	103.186	 -0.006	  0.642
            748	  0.180	104.023	 -0.004	  0.662
            749	  0.160	104.233	 -0.005	  0.658
            750	  0.140	105.070	 -0.007	  0.661
            751	  0.135	104.860	 -0.006	  0.654
            752	  0.140	104.860	 -0.005	  0.664
            753	  0.110	104.442	 -0.004	  0.655
            754	  0.090	103.605	 -0.004	  0.661
            755	  0.075	102.977	 -0.003	  0.655
            756	  0.050	101.930	 -0.001	  0.661
            757	  0.040	100.884	 -0.000	  0.662
            758	  0.020	 99.837	  0.002	  0.678
            759	  0.040	 98.791	  0.005	  0.686
            760	  0.020	 96.907	  0.006	  0.690
            761	  0.005	 96.488	  0.005	  0.699
            762	 -0.000	 94.186	  0.006	  0.701
            763	 -0.000	 92.302	  0.005	  0.709
            764	 -0.010	 91.256	  0.002	  0.712
            765	  0.010	 90.628	 -0.001	  0.700
            766	 -0.000	 88.535	 -0.002	  0.704
            767	  0.005	 87.698	 -0.003	  0.691
            768	 -0.010	 86.442	 -0.007	  0.713
            769	 -0.000	 84.977	 -0.009	  0.714
            770	  0.005	 83.512	 -0.010	  0.714
            771	 -0.005	 82.884	 -0.012	  0.741
            772	 -0.005	 82.256	 -0.013	  0.751
            773	 -0.000	 80.581	 -0.013	  0.759
            774	 -0.000	 79.744	 -0.018	  0.757
            775	  0.005	 78.907	 -0.023	  0.761
            776	 -0.005	 77.860	 -0.025	  0.759
            777	 -0.000	 77.233	 -0.025	  0.759
            778	  0.010	 76.395	 -0.028	  0.754
            779	  0.010	 75.977	 -0.032	  0.755
            780	  0.015	 75.139	 -0.035	  0.754
            781	  0.015	 74.302	 -0.035	  0.765
            782	  0.015	 73.465	 -0.036	  0.770
            783	  0.020	 73.046	 -0.037	  0.778
            784	  0.015	 72.209	 -0.035	  0.775
            785	  0.010	 72.000	 -0.038	  0.784
            786	  0.035	 70.953	 -0.040	  0.791
            787	  0.030	 70.535	 -0.039	  0.806
            788	  0.020	 69.698	 -0.035	  0.783
            789	  0.040	 69.279	 -0.036	  0.791
            790	  0.040	 68.233	 -0.035	  0.787
            791	  0.030	 67.605	 -0.031	  0.783
            792	  0.025	 66.977	 -0.028	  0.778
            793	  0.050	 66.767	 -0.028	  0.783
            794	  0.045	 65.512	 -0.027	  0.796
            795	  0.040	 64.884	 -0.025	  0.800
            796	  0.010	 64.465	 -0.021	  0.804
            797	  0.055	 64.256	 -0.023	  0.817
            798	  0.045	 63.000	 -0.020	  0.822
            799	  0.070	 62.163	 -0.022	  0.822
            800	  0.055	 62.163	 -0.027	  0.820
            801	  0.055	 61.535	 -0.030	  0.823
            802	  0.055	 61.535	 -0.028	  0.817
            803	  0.060	 60.698	 -0.029	  0.814
            804	  0.045	 60.698	 -0.031	  0.813
            805	  0.055	 60.488	 -0.030	  0.812
            806	  0.045	 60.070	 -0.028	  0.817
            807	  0.060	 60.070	 -0.028	  0.828
            808	  0.050	 60.488	 -0.027	  0.838
            809	  0.060	 60.070	 -0.029	  0.845
            810	  0.060	 59.651	 -0.031	  0.858
            811	  0.060	 59.233	 -0.033	  0.859
            812	  0.040	 59.651	 -0.034	  0.864
            813	  0.045	 59.651	 -0.034	  0.849
            814	  0.060	 59.651	 -0.038	  0.855
            815	  0.060	 60.070	 -0.043	  0.846
            816	  0.060	 59.651	 -0.045	  0.852
            817	  0.055	 60.488	 -0.044	  0.848
            818	  0.040	 60.488	 -0.046	  0.846
            819	  0.070	 60.698	 -0.047	  0.867
            820	  0.060	 60.070	 -0.047	  0.874
            821	  0.060	 60.698	 -0.047	  0.881
            822	  0.065	 61.116	 -0.045	  0.890
            823	  0.045	 61.326	 -0.042	  0.896
            824	  0.065	 61.535	 -0.040	  0.897
            825	  0.060	 61.744	 -0.039	  0.899
            826	  0.070	 61.953	 -0.035	  0.888
            827	  0.070	 62.372	 -0.030	  0.887
            828	  0.070	 62.581	 -0.026	  0.871
            829	  0.070	 63.000	 -0.024	  0.884
            830	  0.065	 63.209	 -0.023	  0.881
            831	  0.060	 63.419	 -0.021	  0.891
            832	  0.065	 63.837	 -0.019	  0.894
            833	  0.060	 63.837	 -0.017	  0.913
            834	  0.070	 63.837	 -0.017	  0.910
            835	  0.060	 64.256	 -0.018	  0.916
            836	  0.070	 64.465	 -0.021	  0.912
            837	  0.070	 64.256	 -0.023	  0.923
            838	  0.080	 64.256	 -0.026	  0.906
            839	  0.075	 64.674	 -0.032	  0.913
            840	  0.070	 64.465	 -0.038	  0.909
            841	  0.060	 64.046	 -0.040	  0.904
            842	  0.080	 64.465	 -0.041	  0.910
            843	  0.070	 64.256	 -0.044	  0.923
            844	  0.075	 64.674	 -0.044	  0.926
            845	  0.070	 64.465	 -0.045	  0.945
            846	  0.080	 64.256	 -0.046	  0.943
            847	  0.070	 64.256	 -0.047	  0.955
            848	  0.070	 64.256	 -0.046	  0.959
            849	  0.080	 64.256	 -0.046	  0.949
            850	  0.080	 63.837	 -0.047	  0.958
            851	  0.070	 63.837	 -0.045	  0.948
            852	  0.070	 63.837	 -0.043	  0.959
            853	  0.080	 63.837	 -0.044	  0.943
            854	  0.085	 63.419	 -0.045	  0.964
            855	  0.080	 63.000	 -0.045	  0.961
            856	  0.080	 63.000	 -0.044	  0.971
            857	  0.080	 63.000	 -0.041	  0.975
            858	  0.090	 62.372	 -0.039	  0.991
            859	  0.085	 62.163	 -0.036	  0.991
            860	  0.095	 62.163	 -0.031	  1.001
            861	  0.085	 61.744	 -0.031	  0.991
            862	  0.085	 61.326	 -0.026	  0.999
            863	  0.085	 60.907	 -0.022	  0.988
            864	  0.090	 60.698	 -0.020	  0.991
            865	  0.100	 60.488	 -0.019	  0.981
            866	  0.095	 59.651	 -0.015	  0.986
            867	  0.115	 59.442	 -0.014	  0.988
            868	  0.110	 60.070	 -0.016	  0.994
            869	  0.100	 59.023	 -0.020	  1.004
            870	  0.115	 58.814	 -0.022	  1.014
            871	  0.100	 59.023	 -0.026	  1.020
            872	  0.115	 58.814	 -0.029	  1.017
            873	  0.110	 57.767	 -0.030	  1.014
            874	  0.135	 57.977	 -0.035	  1.007
            875	  0.140	 57.140	 -0.041	  1.014
            876	  0.140	 57.140	 -0.044	  0.999
            877	  0.140	 57.140	 -0.044	  1.009
            878	  0.140	 56.721	 -0.047	  1.000
            879	  0.125	 56.721	 -0.050	  1.007
            880	  0.120	 56.093	 -0.050	  1.012
            881	  0.125	 55.884	 -0.052	  1.020
            882	  0.120	 55.674	 -0.052	  1.025
            883	  0.110	 55.046	 -0.054	  1.038
            884	  0.120	 54.837	 -0.052	  1.033
            885	  0.115	 54.419	 -0.051	  1.045
            886	  0.100	 54.209	 -0.049	  1.026
            887	  0.100	 53.791	 -0.044	  1.038
            888	  0.090	 53.372	 -0.039	  1.019
            889	  0.100	 53.791	 -0.035	  1.020
            890	  0.080	 52.953	 -0.032	  1.016
            891	  0.080	 52.744	 -0.025	  1.020
            892	  0.080	 52.744	 -0.017	  1.017
            893	  0.100	 52.744	 -0.015	  1.026
            894	  0.075	 52.953	 -0.010	  1.036
            895	  0.080	 51.488	 -0.009	  1.036
            896	  0.080	 51.488	 -0.009	  1.054
            897	  0.080	 52.116	 -0.009	  1.039
            898	  0.080	 51.907	 -0.009	  1.043
            899	  0.095	 51.488	 -0.011	  1.029
            900	  0.090	 51.070	 -0.015	  1.038
            901	  0.080	 51.279	 -0.016	  1.022
            902	  0.085	 51.279	 -0.017	  1.026
            903	  0.080	 50.442	 -0.019	  1.017
            904	  0.090	 50.442	 -0.023	  1.028
            905	  0.080	 50.651	 -0.026	  1.019
            906	  0.100	 50.023	 -0.029	  1.033
            907	  0.095	 50.023	 -0.032	  1.032
            908	  0.140	 49.814	 -0.036	  1.035
            909	  0.180	 49.605	 -0.037	  1.030
            910	  0.260	 50.023	 -0.035	  1.030
            911	  0.385	 49.605	 -0.030	  1.016
            912	  0.565	 48.767	 -0.024	  1.017
            913	  0.740	 48.767	 -0.014	  0.996
            914	  0.865	 48.977	 -0.012	  0.993
            915	  0.850	 49.186	 -0.018	  0.988
            916	  0.625	 48.140	 -0.024	  0.996
            917	  0.280	 48.767	 -0.031	  0.997
            918	 -0.085	 48.767	 -0.039	  1.003
            919	 -0.255	 48.140	 -0.042	  1.006
            920	 -0.315	 48.558	 -0.039	  1.009
            921	 -0.255	 48.349	 -0.035	  1.006
            922	 -0.125	 48.349	 -0.030	  1.001
            923	 -0.060	 48.140	 -0.024	  0.991
            924	 -0.015	 47.930	 -0.022	  0.978
            925	  0.010	 47.930	 -0.023	  0.978
            926	  0.040	 47.930	 -0.021	  0.955
            927	  0.065	 48.140	 -0.021	  0.962
            928	  0.055	 47.930	 -0.021	  0.955
            929	  0.080	 47.512	 -0.026	  0.961
            930	  0.065	 47.930	 -0.029	  0.951
            931	  0.060	 47.930	 -0.034	  0.955
            932	  0.055	 47.930	 -0.036	  0.957
            933	  0.070	 47.512	 -0.041	  0.961
            934	  0.080	 47.093	 -0.045	  0.945
            935	  0.070	 47.930	 -0.045	  0.945
