sample interval	    ECG	     BP	(C3-O1)	(nasal)
            565	  0.030	 88.000	  0.027	 -0.026
            566	  0.030	 88.289	  0.023	 -0.026
            567	  0.036	 88.289	  0.018	 -0.024
            568	  0.040	 88.724	  0.012	 -0.024
            569	  0.042	 88.579	  0.002	 -0.024
            570	  0.046	 89.013	 -0.006	 -0.023
            571	  0.042	 88.868	 -0.012	 -0.022
            572	  0.048	 89.158	 -0.020	 -0.021
            573	  0.044	 89.737	 -0.023	 -0.020
            574	  0.046	 89.303	 -0.024	 -0.018
            575	  0.052	 89.447	 -0.024	 -0.018
            576	  0.054	 90.026	 -0.022	 -0.015
            577	  0.050	 89.447	 -0.021	 -0.012
            578	  0.056	 89.737	 -0.017	 -0.009
            579	  0.056	 89.882	 -0.015	 -0.007
            580	  0.056	 89.447	 -0.013	 -0.003
            581	  0.052	 89.447	 -0.009	 -0.000
            582	  0.054	 89.737	 -0.001	  0.003
            583	  0.062	 89.882	  0.007	  0.006
            584	  0.060	 89.592	  0.017	  0.010
            585	  0.060	 89.447	  0.026	  0.015
            586	  0.070	 88.868	  0.032	  0.019
            587	  0.072	 89.303	  0.030	  0.021
            588	  0.076	 88.868	  0.031	  0.026
            589	  0.082	 88.868	  0.027	  0.028
            590	  0.074	 88.434	  0.023	  0.033
            591	  0.094	 88.434	  0.017	  0.036
            592	  0.088	 88.724	  0.013	  0.040
            593	  0.096	 87.855	  0.004	  0.044
            594	  0.088	 88.289	 -0.003	  0.047
            595	  0.104	 87.711	 -0.012	  0.051
            596	  0.116	 87.421	 -0.018	  0.055
            597	  0.118	 87.421	 -0.023	  0.060
            598	  0.128	 86.987	 -0.023	  0.063
            599	  0.138	 86.987	 -0.019	  0.067
            600	  0.136	 86.553	 -0.015	  0.072
            601	  0.144	 86.118	 -0.013	  0.076
            602	  0.128	 85.974	 -0.011	  0.080
            603	  0.128	 85.395	 -0.012	  0.084
            604	  0.132	 84.961	 -0.011	  0.089
            605	  0.124	 84.816	 -0.011	  0.093
            606	  0.120	 84.816	 -0.007	  0.098
            607	  0.120	 84.526	 -0.001	  0.102
            608	  0.108	 84.092	  0.008	  0.106
            609	  0.102	 83.947	  0.014	  0.112
            610	  0.090	 83.803	  0.019	  0.115
            611	  0.088	 83.368	  0.022	  0.120
            612	  0.064	 83.368	  0.022	  0.123
            613	  0.056	 82.645	  0.021	  0.129
            614	  0.056	 82.500	  0.020	  0.132
            615	  0.056	 82.355	  0.018	  0.137
            616	  0.058	 82.355	  0.014	  0.141
            617	  0.060	 81.487	  0.008	  0.146
            618	  0.072	 81.632	 -0.001	  0.150
            619	  0.068	 81.342	 -0.013	  0.154
            620	  0.058	 81.053	 -0.022	  0.157
            621	  0.070	 80.618	 -0.033	  0.162
            622	  0.064	 80.618	 -0.038	  0.166
            623	  0.068	 80.474	 -0.043	  0.170
            624	  0.070	 80.184	 -0.042	  0.174
            625	  0.074	 79.895	 -0.041	  0.178
            626	  0.066	 79.605	 -0.037	  0.181
            627	  0.064	 79.461	 -0.037	  0.185
            628	  0.074	 79.461	 -0.037	  0.187
            629	  0.072	 79.316	 -0.033	  0.191
            630	  0.076	 79.026	 -0.028	  0.195
            631	  0.072	 79.026	 -0.023	  0.198
            632	  0.080	 78.737	 -0.015	  0.201
            633	  0.070	 78.303	 -0.008	  0.203
            634	  0.074	 78.303	 -0.000	  0.207
            635	  0.072	 78.303	  0.008	  0.208
            636	  0.046	 78.303	  0.018	  0.211
            637	  0.008	 78.447	  0.024	  0.213
            638	 -0.022	 78.447	  0.032	  0.215
            639	 -0.028	 78.158	  0.035	  0.217
            640	  0.012	 77.868	  0.035	  0.220
            641	  0.130	 77.868	  0.031	  0.222
            642	  0.328	 77.724	  0.022	  0.225
            643	  0.592	 77.434	  0.012	  0.227
            644	  0.884	 77.145	  0.002	  0.230
            645	  1.132	 77.145	 -0.005	  0.231
            646	  1.320	 77.289	 -0.012	  0.233
            647	  1.408	 76.855	 -0.018	  0.235
            648	  1.330	 76.855	 -0.024	  0.237
            649	  0.928	 76.711	 -0.029	  0.238
            650	  0.376	 76.711	 -0.032	  0.240
            651	 -0.066	 76.421	 -0.031	  0.241
            652	 -0.354	 75.987	 -0.034	  0.242
            653	 -0.326	 76.132	 -0.033	  0.244
            654	 -0.158	 76.132	 -0.038	  0.246
            655	 -0.026	 75.987	 -0.040	  0.246
            656	 -0.000	 75.553	 -0.041	  0.248
            657	 -0.000	 75.553	 -0.038	  0.249
            658	 -0.006	 75.987	 -0.034	  0.250
            659	 -0.008	 75.263	 -0.027	  0.251
            660	 -0.012	 75.408	 -0.018	  0.252
            661	 -0.004	 75.118	 -0.010	  0.253
            662	 -0.012	 75.263	 -0.006	  0.254
            663	 -0.002	 74.974	  0.000	  0.255
            664	 -0.000	 74.539	  0.004	  0.255
            665	  0.006	 74.250	  0.007	  0.257
            666	  0.008	 74.250	  0.012	  0.256
            667	  0.012	 74.250	  0.021	  0.258
            668	  0.016	 74.250	  0.026	  0.258
            669	  0.008	 74.105	  0.026	  0.260
            670	  0.028	 74.250	  0.023	  0.259
            671	  0.018	 73.816	  0.016	  0.260
            672	  0.024	 73.671	  0.004	  0.261
            673	  0.032	 73.526	 -0.004	  0.263
            674	  0.040	 73.237	 -0.012	  0.263
            675	  0.042	 73.237	 -0.019	  0.263
            676	  0.050	 73.237	 -0.024	  0.263
            677	  0.040	 72.947	 -0.033	  0.264
            678	  0.048	 72.658	 -0.035	  0.264
            679	  0.052	 72.947	 -0.036	  0.265
            680	  0.048	 72.658	 -0.038	  0.265
            681	  0.066	 72.513	 -0.037	  0.265
            682	  0.072	 72.079	 -0.034	  0.266
            683	  0.068	 72.224	 -0.033	  0.266
            684	  0.068	 72.368	 -0.031	  0.266
            685	  0.068	 72.368	 -0.027	  0.266
            686	  0.086	 72.079	 -0.023	  0.266
            687	  0.088	 72.368	 -0.020	  0.266
            688	  0.092	 72.079	 -0.010	  0.267
            689	  0.092	 72.368	 -0.000	  0.266
            690	  0.096	 72.224	  0.010	  0.267
            691	  0.092	 72.803	  0.017	  0.266
            692	  0.102	 73.092	  0.024	  0.266
            693	  0.114	 73.671	  0.024	  0.266
            694	  0.114	 74.105	  0.019	  0.267
            695	  0.130	 74.829	  0.012	  0.266
            696	  0.132	 75.987	  0.001	  0.266
            697	  0.142	 77.289	 -0.009	  0.267
            698	  0.150	 78.592	 -0.013	  0.268
            699	  0.162	 80.184	 -0.017	  0.268
            700	  0.168	 81.921	 -0.017	  0.267
            701	  0.178	 83.513	 -0.018	  0.266
            702	  0.184	 85.684	 -0.019	  0.267
            703	  0.196	 87.132	 -0.021	  0.266
            704	  0.196	 89.447	 -0.025	  0.266
            705	  0.216	 90.895	 -0.029	  0.266
            706	  0.208	 92.921	 -0.032	  0.265
            707	  0.240	 94.803	 -0.032	  0.265
            708	  0.236	 96.829	 -0.031	  0.266
            709	  0.242	 98.711	 -0.030	  0.265
            710	  0.246	100.592	 -0.027	  0.265
            711	  0.256	102.329	 -0.023	  0.266
            712	  0.266	104.500	 -0.020	  0.265
            713	  0.256	105.803	 -0.015	  0.265
            714	  0.266	107.684	 -0.012	  0.265
            715	  0.262	109.566	 -0.007	  0.264
            716	  0.262	110.289	 -0.003	  0.264
            717	  0.250	111.592	 -0.000	  0.264
            718	  0.234	113.039	  0.002	  0.262
            719	  0.218	114.197	  0.003	  0.262
            720	  0.186	115.066	  0.005	  0.262
            721	  0.156	115.500	  0.006	  0.261
            722	  0.128	115.645	  0.007	  0.262
            723	  0.092	116.079	  0.006	  0.260
            724	  0.070	116.079	  0.006	  0.260
            725	  0.038	115.934	  0.002	  0.260
            726	  0.014	116.079	  0.000	  0.260
            727	 -0.010	115.500	 -0.003	  0.259
            728	 -0.022	114.776	 -0.005	  0.259
            729	 -0.034	113.908	 -0.011	  0.258
            730	 -0.048	112.750	 -0.016	  0.259
            731	 -0.060	112.461	 -0.021	  0.258
            732	 -0.056	111.447	 -0.022	  0.258
            733	 -0.064	110.579	 -0.025	  0.258
            734	 -0.072	109.566	 -0.025	  0.257
            735	 -0.062	108.697	 -0.022	  0.257
            736	 -0.072	107.829	 -0.019	  0.257
            737	 -0.072	106.816	 -0.017	  0.255
            738	 -0.072	106.092	 -0.015	  0.256
            739	 -0.056	104.789	 -0.011	  0.255
            740	 -0.064	103.921	 -0.007	  0.256
            741	 -0.064	103.053	 -0.003	  0.255
            742	 -0.056	102.763	  0.002	  0.254
            743	 -0.048	101.895	  0.005	  0.254
            744	 -0.056	100.447	  0.008	  0.254
            745	 -0.050	100.013	  0.012	  0.252
            746	 -0.038	 99.289	  0.016	  0.252
            747	 -0.042	 98.855	  0.018	  0.252
            748	 -0.044	 98.132	  0.014	  0.252
            749	 -0.040	 97.553	  0.009	  0.252
            750	 -0.034	 96.974	  0.005	  0.251
            751	 -0.034	 96.395	  0.001	  0.251
            752	 -0.034	 95.816	 -0.007	  0.251
            753	 -0.016	 95.237	 -0.010	  0.250
            754	 -0.016	 94.368	 -0.016	  0.250
            755	 -0.024	 93.789	 -0.020	  0.250
            756	 -0.012	 93.355	 -0.024	  0.250
            757	 -0.014	 92.632	 -0.028	  0.250
            758	 -0.006	 92.053	 -0.030	  0.249
            759	 -0.008	 91.184	 -0.031	  0.249
            760	 -0.000	 90.750	 -0.031	  0.248
            761	 -0.000	 90.171	 -0.029	  0.247
            762	 -0.002	 89.592	 -0.025	  0.247
            763	 -0.000	 89.013	 -0.020	  0.246
            764	  0.004	 88.579	 -0.015	  0.246
            765	  0.006	 87.855	 -0.011	  0.246
            766	 -0.000	 87.711	 -0.009	  0.245
            767	  0.004	 86.987	 -0.006	  0.245
            768	  0.006	 85.974	 -0.002	  0.244
            769	  0.014	 85.105	  0.002	  0.244
            770	  0.014	 84.816	  0.008	  0.243
            771	  0.024	 84.526	  0.013	  0.244
            772	  0.012	 84.092	  0.016	  0.242
            773	  0.012	 83.513	  0.016	  0.242
            774	  0.014	 83.658	  0.009	  0.242
            775	  0.018	 83.079	  0.005	  0.241
            776	  0.018	 83.079	  0.002	  0.240
            777	  0.020	 83.079	 -0.001	  0.239
            778	  0.024	 82.934	  0.000	  0.238
            779	  0.020	 82.789	 -0.002	  0.238
            780	  0.020	 82.934	 -0.005	  0.237
            781	  0.024	 82.934	 -0.011	  0.237
            782	  0.024	 82.645	 -0.014	  0.236
            783	  0.024	 83.079	 -0.020	  0.236
            784	  0.034	 82.645	 -0.024	  0.236
            785	  0.040	 82.500	 -0.023	  0.236
            786	  0.044	 82.789	 -0.022	  0.234
            787	  0.038	 83.224	 -0.023	  0.234
            788	  0.040	 83.368	 -0.018	  0.233
            789	  0.040	 83.803	 -0.018	  0.232
            790	  0.046	 84.092	 -0.015	  0.232
            791	  0.038	 84.237	 -0.015	  0.231
            792	  0.034	 84.526	 -0.011	  0.231
            793	  0.052	 84.671	 -0.005	  0.230
            794	  0.038	 84.816	  0.003	  0.230
            795	  0.042	 85.250	  0.011	  0.228
            796	  0.048	 85.395	  0.017	  0.228
            797	  0.044	 85.974	  0.020	  0.226
            798	  0.044	 86.118	  0.019	  0.226
            799	  0.050	 86.553	  0.018	  0.226
            800	  0.046	 86.553	  0.015	  0.224
            801	  0.054	 86.697	  0.011	  0.225
            802	  0.046	 86.697	  0.001	  0.223
            803	  0.064	 87.132	 -0.005	  0.222
            804	  0.070	 87.132	 -0.013	  0.222
            805	  0.072	 87.132	 -0.017	  0.221
            806	  0.080	 87.132	 -0.019	  0.220
            807	  0.084	 87.276	 -0.019	  0.220
            808	  0.086	 87.132	 -0.022	  0.219
            809	  0.084	 87.132	 -0.026	  0.219
            810	  0.090	 87.132	 -0.028	  0.217
            811	  0.096	 86.842	 -0.030	  0.217
            812	  0.106	 87.132	 -0.029	  0.216
            813	  0.112	 86.553	 -0.024	  0.215
            814	  0.122	 86.553	 -0.020	  0.213
            815	  0.130	 86.553	 -0.014	  0.214
            816	  0.140	 86.408	 -0.010	  0.213
            817	  0.138	 85.974	 -0.005	  0.212
            818	  0.134	 85.974	  0.002	  0.211
            819	  0.128	 85.684	  0.007	  0.211
            820	  0.134	 85.395	  0.012	  0.210
            821	  0.116	 85.250	  0.015	  0.209
            822	  0.124	 84.961	  0.018	  0.209
            823	  0.112	 84.816	  0.017	  0.209
            824	  0.114	 84.671	  0.014	  0.206
            825	  0.106	 84.382	  0.012	  0.206
            826	  0.106	 84.237	  0.007	  0.204
            827	  0.086	 83.947	  0.000	  0.204
            828	  0.080	 83.513	 -0.002	  0.203
            829	  0.060	 83.658	 -0.009	  0.202
            830	  0.048	 83.224	 -0.012	  0.201
            831	  0.048	 83.079	 -0.016	  0.201
            832	  0.056	 82.934	 -0.020	  0.200
            833	  0.050	 82.934	 -0.023	  0.199
            834	  0.058	 82.355	 -0.027	  0.199
            835	  0.066	 82.500	 -0.028	  0.198
            836	  0.058	 82.211	 -0.027	  0.197
            837	  0.056	 81.632	 -0.028	  0.196
            838	  0.060	 81.487	 -0.027	  0.195
            839	  0.058	 81.342	 -0.024	  0.193
            840	  0.062	 81.053	 -0.023	  0.194
            841	  0.058	 80.908	 -0.018	  0.193
            842	  0.062	 80.763	 -0.012	  0.192
            843	  0.060	 80.474	 -0.002	  0.191
            844	  0.062	 80.184	  0.004	  0.190
            845	  0.062	 80.184	  0.008	  0.188
            846	  0.070	 79.605	  0.014	  0.188
            847	  0.062	 79.895	  0.015	  0.187
            848	  0.068	 79.750	  0.015	  0.185
            849	  0.066	 79.605	  0.013	  0.185
            850	  0.074	 79.461	  0.012	  0.185
            851	  0.070	 79.316	  0.009	  0.183
            852	  0.060	 79.026	  0.004	  0.182
            853	  0.046	 78.882	 -0.001	  0.180
            854	  0.012	 79.026	 -0.005	  0.179
            855	 -0.012	 79.026	 -0.008	  0.177
            856	 -0.016	 79.026	 -0.009	  0.175
            857	  0.028	 78.882	 -0.008	  0.174
            858	  0.146	 78.737	 -0.006	  0.173
            859	  0.352	 78.447	 -0.008	  0.171
            860	  0.598	 78.447	 -0.011	  0.169
            861	  0.872	 78.447	 -0.016	  0.167
            862	  1.102	 78.447	 -0.019	  0.166
            863	  1.266	 77.868	 -0.018	  0.164
            864	  1.320	 77.868	 -0.016	  0.164
            865	  1.236	 77.434	 -0.011	  0.161
            866	  0.790	 77.579	 -0.006	  0.160
            867	  0.306	 77.289	 -0.001	  0.159
            868	 -0.118	 76.855	  0.004	  0.158
            869	 -0.340	 76.855	  0.006	  0.156
            870	 -0.288	 77.000	  0.007	  0.153
            871	 -0.122	 76.711	  0.006	  0.152
            872	 -0.022	 76.421	  0.009	  0.148
            873	  0.008	 76.276	  0.010	  0.146
            874	  0.010	 76.421	  0.010	  0.142
            875	  0.004	 76.276	  0.009	  0.138
            876	  0.006	 76.132	  0.005	  0.134
            877	 -0.000	 76.132	  0.002	  0.131
            878	 -0.000	 76.132	  0.002	  0.127
            879	  0.006	 76.132	  0.001	  0.124
            880	  0.010	 75.553	 -0.001	  0.121
            881	  0.002	 75.987	 -0.004	  0.116
            882	  0.012	 75.697	 -0.009	  0.113
            883	  0.008	 75.697	 -0.013	  0.108
            884	  0.016	 75.408	 -0.018	  0.107
            885	  0.020	 75.408	 -0.019	  0.102
            886	  0.022	 75.553	 -0.017	  0.098
            887	  0.022	 75.118	 -0.018	  0.096
            888	  0.030	 74.974	 -0.015	  0.093
            889	  0.030	 74.974	 -0.015	  0.091
            890	  0.042	 74.395	 -0.012	  0.088
            891	  0.036	 74.829	 -0.012	  0.083
            892	  0.044	 74.250	 -0.007	  0.080
            893	  0.044	 74.395	 -0.001	  0.076
            894	  0.048	 73.816	  0.003	  0.073
            895	  0.064	 73.816	  0.007	  0.068
            896	  0.062	 73.816	  0.010	  0.065
            897	  0.058	 73.526	  0.008	  0.061
            898	  0.064	 73.382	  0.005	  0.059
            899	  0.072	 73.237	  0.004	  0.054
            900	  0.074	 73.237	  0.003	  0.051
            901	  0.080	 73.382	  0.001	  0.047
            902	  0.084	 73.526	 -0.001	  0.043
            903	  0.080	 73.237	 -0.006	  0.041
            904	  0.092	 73.671	 -0.011	  0.038
            905	  0.090	 73.237	 -0.015	  0.035
            906	  0.096	 73.237	 -0.018	  0.031
            907	  0.104	 73.237	 -0.018	  0.029
            908	  0.104	 73.816	 -0.021	  0.026
            909	  0.110	 74.105	 -0.022	  0.024
            910	  0.120	 74.829	 -0.023	  0.020
            911	  0.120	 75.408	 -0.022	  0.018
            912	  0.120	 76.276	 -0.021	  0.014
            913	  0.130	 77.434	 -0.017	  0.012
            914	  0.134	 79.026	 -0.010	  0.010
            915	  0.146	 80.329	 -0.005	  0.008
            916	  0.152	 82.066	  0.000	  0.005
            917	  0.168	 83.658	  0.006	  0.003
            918	  0.174	 85.395	  0.012	 -0.000
            919	  0.182	 87.132	  0.018	 -0.001
            920	  0.198	 88.868	  0.019	 -0.003
            921	  0.204	 90.750	  0.022	 -0.004
            922	  0.220	 92.776	  0.022	 -0.007
            923	  0.228	 94.658	  0.020	 -0.010
            924	  0.242	 96.395	  0.020	 -0.011
            925	  0.250	 98.566	  0.018	 -0.014
            926	  0.246	100.447	  0.016	 -0.016
            927	  0.258	102.329	  0.013	 -0.018
            928	  0.258	104.066	  0.008	 -0.018
            929	  0.254	106.237	  0.006	 -0.021
            930	  0.264	107.974	  0.003	 -0.024
            931	  0.268	109.711	  0.000	 -0.026
            932	  0.270	111.158	 -0.001	 -0.027
            933	  0.252	112.895	 -0.005	 -0.031
            934	  0.246	113.908	 -0.008	 -0.033
            935	  0.232	114.921	 -0.008	 -0.036
