'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:12:01.572 09/02/1989]',0.192,116.590,-0.007,-0.081
'[23:12:01.576 09/02/1989]',0.224,116.361,-0.007,-0.076
'[23:12:01.580 09/02/1989]',0.236,115.213,-0.009,-0.078
'[23:12:01.584 09/02/1989]',0.256,114.754,-0.011,-0.076
'[23:12:01.588 09/02/1989]',0.248,114.066,-0.015,-0.076
'[23:12:01.592 09/02/1989]',0.228,114.066,-0.016,-0.083
'[23:12:01.596 09/02/1989]',0.220,113.836,-0.020,-0.078
'[23:12:01.600 09/02/1989]',0.192,112.459,-0.020,-0.076
'[23:12:01.604 09/02/1989]',0.192,112.459,-0.020,-0.086
'[23:12:01.608 09/02/1989]',0.176,111.771,-0.022,-0.076
'[23:12:01.612 09/02/1989]',0.160,111.082,-0.022,-0.083
'[23:12:01.616 09/02/1989]',0.120,111.541,-0.020,-0.083
'[23:12:01.620 09/02/1989]',0.072,111.312,-0.019,-0.076
'[23:12:01.624 09/02/1989]',0.056,110.164,-0.016,-0.078
'[23:12:01.628 09/02/1989]',0.044,110.164,-0.015,-0.086
'[23:12:01.632 09/02/1989]',0.026,110.164,-0.016,-0.088
'[23:12:01.636 09/02/1989]',0.036,110.164,-0.016,-0.086
'[23:12:01.640 09/02/1989]',0.024,110.394,-0.021,-0.090
'[23:12:01.644 09/02/1989]',0.020,109.705,-0.022,-0.100
'[23:12:01.648 09/02/1989]',0.006,110.164,-0.021,-0.100
'[23:12:01.652 09/02/1989]',0.008,110.394,-0.021,-0.095
'[23:12:01.656 09/02/1989]',0.014,109.246,-0.019,-0.095
'[23:12:01.660 09/02/1989]',0.006,109.934,-0.017,-0.105
'[23:12:01.664 09/02/1989]',0.008,109.016,-0.017,-0.105
'[23:12:01.668 09/02/1989]',-0.002,108.557,-0.015,-0.088
'[23:12:01.672 09/02/1989]',0.020,107.639,-0.013,-0.086
'[23:12:01.676 09/02/1989]',-0.006,107.410,-0.014,-0.090
'[23:12:01.680 09/02/1989]',0.006,108.328,-0.013,-0.088
'[23:12:01.684 09/02/1989]',0.002,107.410,-0.013,-0.090
'[23:12:01.688 09/02/1989]',0.006,108.098,-0.013,-0.088
'[23:12:01.692 09/02/1989]',0.008,106.951,-0.015,-0.095
'[23:12:01.696 09/02/1989]',0.010,107.410,-0.017,-0.088
'[23:12:01.700 09/02/1989]',-0.012,106.492,-0.017,-0.088
'[23:12:01.704 09/02/1989]',-0.010,106.951,-0.018,-0.088
'[23:12:01.708 09/02/1989]',-0.064,106.721,-0.018,-0.088
'[23:12:01.712 09/02/1989]',-0.118,106.492,-0.019,-0.090
'[23:12:01.716 09/02/1989]',-0.120,106.492,-0.015,-0.086
'[23:12:01.720 09/02/1989]',-0.044,105.574,-0.013,-0.086
'[23:12:01.724 09/02/1989]',0.224,105.803,-0.007,-0.081
'[23:12:01.728 09/02/1989]',0.608,106.033,-0.004,-0.083
'[23:12:01.732 09/02/1989]',1.078,106.033,-0.002,-0.086
'[23:12:01.736 09/02/1989]',1.350,105.803,0.001,-0.083
'[23:12:01.740 09/02/1989]',1.616,105.803,0.000,-0.078
'[23:12:01.744 09/02/1989]',1.540,106.033,0.001,-0.081
'[23:12:01.748 09/02/1989]',1.158,106.492,0.004,-0.088
'[23:12:01.752 09/02/1989]',0.834,105.574,0.000,-0.086
'[23:12:01.756 09/02/1989]',0.320,105.803,0.003,-0.088
'[23:12:01.760 09/02/1989]',-0.132,105.803,0.001,-0.097
'[23:12:01.764 09/02/1989]',-0.416,106.492,-0.003,-0.097
'[23:12:01.768 09/02/1989]',-0.666,105.803,-0.008,-0.095
'[23:12:01.772 09/02/1989]',-0.792,106.033,-0.013,-0.100
'[23:12:01.776 09/02/1989]',-0.688,105.344,-0.014,-0.097
'[23:12:01.780 09/02/1989]',-0.460,105.574,-0.019,-0.095
'[23:12:01.784 09/02/1989]',-0.242,104.426,-0.019,-0.095
'[23:12:01.788 09/02/1989]',-0.120,104.656,-0.019,-0.090
'[23:12:01.792 09/02/1989]',-0.100,103.738,-0.016,-0.090
'[23:12:01.796 09/02/1989]',-0.114,103.508,-0.014,-0.086
'[23:12:01.800 09/02/1989]',-0.120,103.508,-0.011,-0.086
'[23:12:01.804 09/02/1989]',-0.088,102.820,-0.007,-0.093
'[23:12:01.808 09/02/1989]',-0.080,102.820,-0.004,-0.090
'[23:12:01.812 09/02/1989]',-0.076,101.672,-0.000,-0.083
'[23:12:01.816 09/02/1989]',-0.064,100.984,0.003,-0.086
'[23:12:01.820 09/02/1989]',-0.036,101.443,0.005,-0.093
'[23:12:01.824 09/02/1989]',-0.054,100.525,0.009,-0.086
'[23:12:01.828 09/02/1989]',-0.062,100.984,0.008,-0.090
'[23:12:01.832 09/02/1989]',-0.054,101.213,0.009,-0.095
'[23:12:01.836 09/02/1989]',-0.036,100.754,0.008,-0.097
'[23:12:01.840 09/02/1989]',-0.038,100.525,0.006,-0.097
'[23:12:01.844 09/02/1989]',-0.024,100.295,0.004,-0.097
'[23:12:01.848 09/02/1989]',-0.022,100.295,0.002,-0.097
'[23:12:01.852 09/02/1989]',-0.024,100.066,-0.001,-0.102
'[23:12:01.856 09/02/1989]',-0.032,99.607,-0.002,-0.105
'[23:12:01.860 09/02/1989]',-0.028,100.066,-0.003,-0.109
'[23:12:01.864 09/02/1989]',-0.016,100.066,-0.002,-0.105
'[23:12:01.868 09/02/1989]',-0.024,99.607,-0.002,-0.105
'[23:12:01.872 09/02/1989]',-0.002,99.148,0.002,-0.112
'[23:12:01.876 09/02/1989]',-0.022,99.377,0.006,-0.097
'[23:12:01.880 09/02/1989]',-0.008,99.377,0.008,-0.105
'[23:12:01.884 09/02/1989]',-0.012,98.689,0.013,-0.097
'[23:12:01.888 09/02/1989]',0.004,98.918,0.016,-0.095
'[23:12:01.892 09/02/1989]',-0.000,98.918,0.017,-0.093
'[23:12:01.896 09/02/1989]',0.002,99.377,0.017,-0.097
'[23:12:01.900 09/02/1989]',-0.004,100.295,0.019,-0.095
'[23:12:01.904 09/02/1989]',-0.000,101.213,0.020,-0.086
'[23:12:01.908 09/02/1989]',-0.000,101.902,0.019,-0.090
'[23:12:01.912 09/02/1989]',0.008,104.426,0.018,-0.090
'[23:12:01.916 09/02/1989]',0.016,106.492,0.017,-0.083
'[23:12:01.920 09/02/1989]',0.022,109.934,0.016,-0.078
'[23:12:01.924 09/02/1989]',0.032,112.918,0.014,-0.078
'[23:12:01.928 09/02/1989]',0.040,117.279,0.011,-0.078
'[23:12:01.932 09/02/1989]',0.050,122.098,0.010,-0.076
'[23:12:01.936 09/02/1989]',0.060,127.607,0.007,-0.076
'[23:12:01.940 09/02/1989]',0.044,133.344,0.005,-0.076
'[23:12:01.944 09/02/1989]',0.048,138.853,0.002,-0.074
'[23:12:01.948 09/02/1989]',0.060,145.738,-0.000,-0.074
'[23:12:01.952 09/02/1989]',0.060,152.164,-0.001,-0.076
'[23:12:01.956 09/02/1989]',0.056,158.361,-0.003,-0.078
'[23:12:01.960 09/02/1989]',0.050,165.017,-0.004,-0.078
'[23:12:01.964 09/02/1989]',0.062,171.213,-0.004,-0.076
'[23:12:01.968 09/02/1989]',0.046,176.262,-0.004,-0.074
'[23:12:01.972 09/02/1989]',0.066,181.082,-0.002,-0.071
'[23:12:01.976 09/02/1989]',0.070,185.443,-0.000,-0.078
'[23:12:01.980 09/02/1989]',0.076,189.803,-0.001,-0.071
'[23:12:01.984 09/02/1989]',0.064,191.869,0.001,-0.071
'[23:12:01.988 09/02/1989]',0.078,193.246,0.005,-0.067
'[23:12:01.992 09/02/1989]',0.078,195.312,0.007,-0.067
'[23:12:01.996 09/02/1989]',0.086,195.541,0.006,-0.057
'[23:12:02.000 09/02/1989]',0.088,195.312,0.007,-0.062
'[23:12:02.004 09/02/1989]',0.094,194.853,0.008,-0.057
'[23:12:02.008 09/02/1989]',0.090,193.246,0.009,-0.048
'[23:12:02.012 09/02/1989]',0.088,191.869,0.011,-0.043
'[23:12:02.016 09/02/1989]',0.088,190.262,0.015,-0.050
'[23:12:02.020 09/02/1989]',0.104,188.656,0.018,-0.052
'[23:12:02.024 09/02/1989]',0.102,186.131,0.018,-0.045
'[23:12:02.028 09/02/1989]',0.096,184.525,0.015,-0.052
'[23:12:02.032 09/02/1989]',0.100,182.689,0.016,-0.045
'[23:12:02.036 09/02/1989]',0.116,180.853,0.016,-0.048
'[23:12:02.040 09/02/1989]',0.116,179.017,0.016,-0.048
'[23:12:02.044 09/02/1989]',0.124,176.951,0.012,-0.043
'[23:12:02.048 09/02/1989]',0.128,174.885,0.011,-0.048
'[23:12:02.052 09/02/1989]',0.124,173.279,0.010,-0.045
'[23:12:02.056 09/02/1989]',0.134,171.672,0.010,-0.048
'[23:12:02.060 09/02/1989]',0.128,170.525,0.010,-0.057
'[23:12:02.064 09/02/1989]',0.144,169.148,0.010,-0.048
'[23:12:02.068 09/02/1989]',0.132,167.771,0.011,-0.040
'[23:12:02.072 09/02/1989]',0.138,166.853,0.013,-0.045
'[23:12:02.076 09/02/1989]',0.124,165.476,0.013,-0.043
'[23:12:02.080 09/02/1989]',0.136,165.246,0.015,-0.043
'[23:12:02.084 09/02/1989]',0.128,163.869,0.016,-0.048
'[23:12:02.088 09/02/1989]',0.152,163.869,0.019,-0.045
'[23:12:02.092 09/02/1989]',0.146,162.721,0.022,-0.043
'[23:12:02.096 09/02/1989]',0.128,162.492,0.022,-0.040
'[23:12:02.100 09/02/1989]',0.144,161.803,0.024,-0.048
'[23:12:02.104 09/02/1989]',0.122,161.803,0.025,-0.048
'[23:12:02.108 09/02/1989]',0.126,161.574,0.028,-0.048
'[23:12:02.112 09/02/1989]',0.132,160.656,0.027,-0.048
'[23:12:02.116 09/02/1989]',0.124,160.885,0.028,-0.048
'[23:12:02.120 09/02/1989]',0.120,159.967,0.027,-0.050
'[23:12:02.124 09/02/1989]',0.104,159.738,0.026,-0.045
'[23:12:02.128 09/02/1989]',0.108,159.049,0.024,-0.059
'[23:12:02.132 09/02/1989]',0.102,158.820,0.026,-0.045
'[23:12:02.136 09/02/1989]',0.120,157.902,0.024,-0.048
'[23:12:02.140 09/02/1989]',0.088,156.754,0.025,-0.048
'[23:12:02.144 09/02/1989]',0.098,156.066,0.023,-0.040
'[23:12:02.148 09/02/1989]',0.104,154.689,0.025,-0.043
'[23:12:02.152 09/02/1989]',0.096,153.541,0.021,-0.040
'[23:12:02.156 09/02/1989]',0.114,151.705,0.019,-0.038
'[23:12:02.160 09/02/1989]',0.104,150.098,0.018,-0.038
'[23:12:02.164 09/02/1989]',0.108,148.492,0.016,-0.038
'[23:12:02.168 09/02/1989]',0.100,145.967,0.015,-0.031
'[23:12:02.172 09/02/1989]',0.096,143.672,0.014,-0.029
'[23:12:02.176 09/02/1989]',0.082,141.377,0.013,-0.029
'[23:12:02.180 09/02/1989]',0.082,139.771,0.013,-0.029
'[23:12:02.184 09/02/1989]',0.060,135.869,0.012,-0.029
'[23:12:02.188 09/02/1989]',0.070,133.803,0.015,-0.021
'[23:12:02.192 09/02/1989]',0.080,131.279,0.018,-0.029
'[23:12:02.196 09/02/1989]',0.074,128.525,0.018,-0.019
'[23:12:02.200 09/02/1989]',0.072,126.459,0.022,-0.021
'[23:12:02.204 09/02/1989]',0.078,123.935,0.023,-0.024
'[23:12:02.208 09/02/1989]',0.074,122.328,0.027,-0.019
'[23:12:02.212 09/02/1989]',0.072,120.492,0.027,-0.024
'[23:12:02.216 09/02/1989]',0.064,118.656,0.031,-0.019
'[23:12:02.220 09/02/1989]',0.112,118.197,0.033,-0.024
'[23:12:02.224 09/02/1989]',0.082,116.590,0.035,-0.021
'[23:12:02.228 09/02/1989]',0.102,116.590,0.036,-0.026
'[23:12:02.232 09/02/1989]',0.104,115.672,0.039,-0.019
'[23:12:02.236 09/02/1989]',0.092,115.213,0.043,-0.019
'[23:12:02.240 09/02/1989]',0.080,115.213,0.047,-0.017
'[23:12:02.244 09/02/1989]',0.068,116.361,0.046,-0.019
'[23:12:02.248 09/02/1989]',0.094,116.590,0.050,-0.017
'[23:12:02.252 09/02/1989]',0.086,116.590,0.049,-0.017
'[23:12:02.256 09/02/1989]',0.096,116.820,0.049,-0.005
'[23:12:02.260 09/02/1989]',0.088,118.426,0.049,-0.029
'[23:12:02.264 09/02/1989]',0.094,119.344,0.047,-0.010
'[23:12:02.268 09/02/1989]',0.088,120.262,0.044,-0.017
'[23:12:02.272 09/02/1989]',0.086,121.180,0.038,-0.017
'[23:12:02.276 09/02/1989]',0.092,122.557,0.037,-0.024
'[23:12:02.280 09/02/1989]',0.076,122.787,0.032,-0.014
'[23:12:02.284 09/02/1989]',0.072,123.705,0.030,-0.019
'[23:12:02.288 09/02/1989]',0.054,123.935,0.028,-0.019
'[23:12:02.292 09/02/1989]',0.090,124.164,0.027,-0.014
'[23:12:02.296 09/02/1989]',0.084,125.082,0.025,-0.017
'[23:12:02.300 09/02/1989]',0.096,124.394,0.022,-0.014
'[23:12:02.304 09/02/1989]',0.136,123.935,0.019,-0.002
'[23:12:02.308 09/02/1989]',0.094,123.705,0.017,-0.010
'[23:12:02.312 09/02/1989]',0.102,124.394,0.014,-0.000
'[23:12:02.316 09/02/1989]',0.096,123.935,0.013,-0.005
'[23:12:02.320 09/02/1989]',0.102,123.935,0.009,-0.005
'[23:12:02.324 09/02/1989]',0.114,123.246,0.010,-0.010
'[23:12:02.328 09/02/1989]',0.122,123.016,0.007,-0.007
'[23:12:02.332 09/02/1989]',0.124,122.098,0.007,-0.010
'[23:12:02.336 09/02/1989]',0.104,121.410,0.005,-0.005
'[23:12:02.340 09/02/1989]',0.098,120.951,0.007,-0.002
'[23:12:02.344 09/02/1989]',0.106,120.262,0.009,-0.000
'[23:12:02.348 09/02/1989]',0.074,119.344,0.013,0.002
'[23:12:02.352 09/02/1989]',0.104,119.344,0.020,-0.002
'[23:12:02.356 09/02/1989]',0.092,117.738,0.024,-0.000
'[23:12:02.360 09/02/1989]',0.064,117.508,0.027,0.005
'[23:12:02.364 09/02/1989]',0.130,116.820,0.030,-0.000
'[23:12:02.368 09/02/1989]',0.112,116.131,0.030,-0.000
'[23:12:02.372 09/02/1989]',0.128,115.213,0.030,0.002
'[23:12:02.376 09/02/1989]',0.142,115.213,0.028,-0.002
'[23:12:02.380 09/02/1989]',0.144,114.754,0.023,-0.000
'[23:12:02.384 09/02/1989]',0.158,113.148,0.020,0.005
'[23:12:02.388 09/02/1989]',0.176,112.230,0.017,0.010
'[23:12:02.392 09/02/1989]',0.188,112.689,0.016,0.002
'[23:12:02.396 09/02/1989]',0.196,112.000,0.011,0.007
'[23:12:02.400 09/02/1989]',0.210,111.082,0.009,-0.000
'[23:12:02.404 09/02/1989]',0.184,110.853,0.009,0.007
'[23:12:02.408 09/02/1989]',0.216,110.164,0.006,0.010
'[23:12:02.412 09/02/1989]',0.194,110.164,0.002,-0.000
'[23:12:02.416 09/02/1989]',0.246,109.475,-0.000,0.010
'[23:12:02.420 09/02/1989]',0.244,108.328,-0.004,0.010
'[23:12:02.424 09/02/1989]',0.276,108.098,-0.005,0.014
'[23:12:02.428 09/02/1989]',0.250,107.410,-0.007,0.007
'[23:12:02.432 09/02/1989]',0.256,107.180,-0.010,0.012
'[23:12:02.436 09/02/1989]',0.242,106.262,-0.011,0.017
'[23:12:02.440 09/02/1989]',0.256,105.574,-0.012,0.010
'[23:12:02.444 09/02/1989]',0.204,105.344,-0.013,0.010
'[23:12:02.448 09/02/1989]',0.210,105.115,-0.013,0.005
'[23:12:02.452 09/02/1989]',0.174,105.115,-0.015,0.010
'[23:12:02.456 09/02/1989]',0.102,104.426,-0.015,0.010
'[23:12:02.460 09/02/1989]',0.050,103.967,-0.014,0.010
'[23:12:02.464 09/02/1989]',0.036,104.656,-0.016,0.010
'[23:12:02.468 09/02/1989]',0.036,103.738,-0.015,0.010
'[23:12:02.472 09/02/1989]',0.034,103.508,-0.017,0.007
'[23:12:02.476 09/02/1989]',0.040,103.049,-0.016,0.010
'[23:12:02.480 09/02/1989]',0.048,102.590,-0.018,0.010
'[23:12:02.484 09/02/1989]',0.054,102.590,-0.017,0.010
'[23:12:02.488 09/02/1989]',0.036,102.361,-0.013,0.012
'[23:12:02.492 09/02/1989]',0.052,102.131,-0.010,0.010
'[23:12:02.496 09/02/1989]',0.040,101.902,-0.007,0.012
'[23:12:02.500 09/02/1989]',0.030,100.754,-0.006,0.007
'[23:12:02.504 09/02/1989]',0.050,101.672,-0.006,0.007
'[23:12:02.508 09/02/1989]',0.010,100.754,-0.005,0.010
'[23:12:02.512 09/02/1989]',0.034,100.295,-0.007,0.010
'[23:12:02.516 09/02/1989]',0.040,100.984,-0.000,0.012
'[23:12:02.520 09/02/1989]',0.024,100.066,-0.003,0.014
'[23:12:02.524 09/02/1989]',0.040,99.836,-0.001,0.019
'[23:12:02.528 09/02/1989]',-0.002,100.066,-0.003,0.010
'[23:12:02.532 09/02/1989]',0.040,99.836,-0.005,0.012
'[23:12:02.536 09/02/1989]',0.026,100.066,-0.004,0.010
'[23:12:02.540 09/02/1989]',0.004,99.377,-0.003,0.007
'[23:12:02.544 09/02/1989]',-0.012,98.918,-0.005,0.010
'[23:12:02.548 09/02/1989]',-0.080,98.230,-0.003,0.019
'[23:12:02.552 09/02/1989]',-0.128,98.918,-0.005,0.019
'[23:12:02.556 09/02/1989]',-0.100,98.230,-0.008,0.026
'[23:12:02.560 09/02/1989]',0.032,98.230,-0.009,0.014
'[23:12:02.564 09/02/1989]',0.436,98.459,-0.010,0.017
'[23:12:02.568 09/02/1989]',0.860,98.459,-0.011,0.010
'[23:12:02.572 09/02/1989]',1.352,98.230,-0.011,0.014
'[23:12:02.576 09/02/1989]',1.618,97.312,-0.013,0.021
'[23:12:02.580 09/02/1989]',1.786,97.541,-0.012,0.017
'[23:12:02.584 09/02/1989]',1.380,97.541,-0.012,0.017
'[23:12:02.588 09/02/1989]',1.026,97.312,-0.011,0.014
'[23:12:02.592 09/02/1989]',0.578,97.541,-0.008,0.010
'[23:12:02.596 09/02/1989]',-0.024,97.771,-0.009,-0.000
'[23:12:02.600 09/02/1989]',-0.332,97.312,-0.010,0.007
'[23:12:02.604 09/02/1989]',-0.624,96.623,-0.010,0.010
'[23:12:02.608 09/02/1989]',-0.772,96.394,-0.008,0.010
'[23:12:02.612 09/02/1989]',-0.820,96.164,-0.013,0.010
'[23:12:02.616 09/02/1989]',-0.684,95.934,-0.010,0.005
'[23:12:02.620 09/02/1989]',-0.462,95.475,-0.012,0.010
'[23:12:02.624 09/02/1989]',-0.376,95.016,-0.010,0.010
'[23:12:02.628 09/02/1989]',-0.206,95.475,-0.011,0.002
'[23:12:02.632 09/02/1989]',-0.146,95.475,-0.007,0.012
'[23:12:02.636 09/02/1989]',-0.076,94.557,-0.003,0.012
'[23:12:02.640 09/02/1989]',-0.082,94.328,-0.003,0.019
'[23:12:02.644 09/02/1989]',-0.058,93.869,-0.002,0.010
'[23:12:02.648 09/02/1989]',-0.062,93.639,-0.001,0.017
'[23:12:02.652 09/02/1989]',-0.056,93.639,0.001,0.026
'[23:12:02.656 09/02/1989]',-0.066,92.951,0.003,0.029
'[23:12:02.660 09/02/1989]',-0.060,92.951,0.007,0.033
'[23:12:02.664 09/02/1989]',-0.048,92.492,0.011,0.033
'[23:12:02.668 09/02/1989]',-0.076,92.262,0.011,0.043
'[23:12:02.672 09/02/1989]',-0.022,91.803,0.011,0.048
'[23:12:02.676 09/02/1989]',-0.070,91.803,0.012,0.040
'[23:12:02.680 09/02/1989]',0.036,92.033,0.013,0.045
'[23:12:02.684 09/02/1989]',0.002,91.344,0.011,0.057
'[23:12:02.688 09/02/1989]',0.010,90.885,0.015,0.055
'[23:12:02.692 09/02/1989]',-0.006,90.885,0.015,0.057
'[23:12:02.696 09/02/1989]',0.016,90.656,0.014,0.062
'[23:12:02.700 09/02/1989]',-0.016,90.197,0.014,0.067
'[23:12:02.704 09/02/1989]',0.012,89.967,0.011,0.067
'[23:12:02.708 09/02/1989]',0.018,89.738,0.011,0.076
'[23:12:02.712 09/02/1989]',0.020,89.967,0.008,0.076
'[23:12:02.716 09/02/1989]',0.030,89.967,0.005,0.076
'[23:12:02.720 09/02/1989]',0.026,89.967,0.005,0.076
'[23:12:02.724 09/02/1989]',0.028,89.508,0.000,0.076
'[23:12:02.728 09/02/1989]',0.016,89.279,-0.003,0.081
'[23:12:02.732 09/02/1989]',0.008,89.967,-0.002,0.086
'[23:12:02.736 09/02/1989]',0.028,89.279,-0.005,0.090
'[23:12:02.740 09/02/1989]',-0.002,89.279,-0.003,0.095
'[23:12:02.744 09/02/1989]',0.040,89.279,-0.003,0.095
'[23:12:02.748 09/02/1989]',0.060,90.426,-0.004,0.095
'[23:12:02.752 09/02/1989]',0.054,91.574,-0.005,0.100
'[23:12:02.756 09/02/1989]',0.076,92.721,-0.003,0.102
'[23:12:02.760 09/02/1989]',0.070,93.869,-0.005,0.100
'[23:12:02.764 09/02/1989]',0.028,96.164,-0.004,0.109
'[23:12:02.768 09/02/1989]',0.048,98.230,-0.004,0.112
'[23:12:02.772 09/02/1989]',0.046,102.131,-0.002,0.112
'[23:12:02.776 09/02/1989]',0.022,106.262,0.002,0.114
'[23:12:02.780 09/02/1989]',0.048,111.082,0.003,0.114
'[23:12:02.784 09/02/1989]',0.074,115.443,0.005,0.114
'[23:12:02.788 09/02/1989]',0.108,120.721,0.011,0.114
'[23:12:02.792 09/02/1989]',0.064,126.000,0.014,0.124
'[23:12:02.796 09/02/1989]',0.090,131.279,0.015,0.121
'[23:12:02.800 09/02/1989]',0.048,136.787,0.018,0.124
'[23:12:02.804 09/02/1989]',0.104,143.213,0.022,0.124
'[23:12:02.808 09/02/1989]',0.090,147.803,0.025,0.124
'[23:12:02.812 09/02/1989]',0.124,153.312,0.028,0.124
'[23:12:02.816 09/02/1989]',0.086,158.361,0.030,0.128
'[23:12:02.820 09/02/1989]',0.054,162.492,0.031,0.131
'[23:12:02.824 09/02/1989]',0.080,166.164,0.035,0.135
'[23:12:02.828 09/02/1989]',0.104,170.066,0.038,0.133
'[23:12:02.832 09/02/1989]',0.068,173.508,0.040,0.138
'[23:12:02.836 09/02/1989]',0.102,175.344,0.038,0.143
'[23:12:02.840 09/02/1989]',0.110,177.180,0.038,0.140
'[23:12:02.844 09/02/1989]',0.068,178.328,0.036,0.140
'[23:12:02.848 09/02/1989]',0.076,178.787,0.033,0.157
'[23:12:02.852 09/02/1989]',0.104,179.246,0.032,0.152
'[23:12:02.856 09/02/1989]',0.080,177.869,0.029,0.152
'[23:12:02.860 09/02/1989]',0.092,177.410,0.026,0.154
'[23:12:02.864 09/02/1989]',0.100,176.262,0.026,0.159
'[23:12:02.868 09/02/1989]',0.100,174.426,0.022,0.162
'[23:12:02.872 09/02/1989]',0.088,172.590,0.022,0.162
'[23:12:02.876 09/02/1989]',0.112,170.754,0.023,0.169
'[23:12:02.880 09/02/1989]',0.144,168.689,0.022,0.173
'[23:12:02.884 09/02/1989]',0.124,166.623,0.022,0.173
'[23:12:02.888 09/02/1989]',0.168,164.557,0.021,0.176
'[23:12:02.892 09/02/1989]',0.106,162.951,0.019,0.171
'[23:12:02.896 09/02/1989]',0.124,160.656,0.017,0.171
'[23:12:02.900 09/02/1989]',0.096,158.820,0.016,0.173
'[23:12:02.904 09/02/1989]',0.124,156.754,0.016,0.176
'[23:12:02.908 09/02/1989]',0.146,155.377,0.014,0.169
'[23:12:02.912 09/02/1989]',0.110,155.148,0.009,0.171
'[23:12:02.916 09/02/1989]',0.108,152.623,0.011,0.173
'[23:12:02.920 09/02/1989]',0.134,151.705,0.008,0.173
'[23:12:02.924 09/02/1989]',0.114,150.787,0.009,0.176
'[23:12:02.928 09/02/1989]',0.128,148.951,0.007,0.181
'[23:12:02.932 09/02/1989]',0.072,147.574,0.008,0.185
'[23:12:02.936 09/02/1989]',0.136,146.885,0.008,0.192
'[23:12:02.940 09/02/1989]',0.084,145.738,0.005,0.197
'[23:12:02.944 09/02/1989]',0.114,145.049,0.009,0.200
'[23:12:02.948 09/02/1989]',0.080,144.131,0.011,0.195
'[23:12:02.952 09/02/1989]',0.110,143.672,0.013,0.190
'[23:12:02.956 09/02/1989]',0.106,142.295,0.015,0.197
'[23:12:02.960 09/02/1989]',0.096,142.525,0.017,0.195
'[23:12:02.964 09/02/1989]',0.096,141.607,0.019,0.197
'[23:12:02.968 09/02/1989]',0.044,141.148,0.021,0.200
'[23:12:02.972 09/02/1989]',0.088,139.771,0.022,0.200
'[23:12:02.976 09/02/1989]',0.092,139.771,0.024,0.195
'[23:12:02.980 09/02/1989]',0.108,138.853,0.022,0.195
'[23:12:02.984 09/02/1989]',0.056,137.705,0.022,0.200
'[23:12:02.988 09/02/1989]',0.060,136.328,0.024,0.207
'[23:12:02.992 09/02/1989]',0.084,134.492,0.022,0.204
'[23:12:02.996 09/02/1989]',0.064,133.115,0.021,0.207
'[23:12:03.000 09/02/1989]',0.080,131.279,0.020,0.211
'[23:12:03.004 09/02/1989]',0.074,129.443,0.019,0.207
'[23:12:03.008 09/02/1989]',0.102,127.148,0.020,0.209
'[23:12:03.012 09/02/1989]',0.128,125.082,0.015,0.209
'[23:12:03.016 09/02/1989]',0.112,122.098,0.015,0.209
'[23:12:03.020 09/02/1989]',0.080,120.262,0.015,0.214
'[23:12:03.024 09/02/1989]',0.076,117.049,0.017,0.219
'[23:12:03.028 09/02/1989]',0.096,116.131,0.013,0.221
'[23:12:03.032 09/02/1989]',0.088,113.377,0.011,0.216
'[23:12:03.036 09/02/1989]',0.132,111.312,0.011,0.226
'[23:12:03.040 09/02/1989]',0.104,110.164,0.011,0.221
'[23:12:03.044 09/02/1989]',0.096,108.787,0.007,0.219
'[23:12:03.048 09/02/1989]',0.104,107.410,0.007,0.223
'[23:12:03.052 09/02/1989]',0.080,107.180,0.002,0.219
'[23:12:03.056 09/02/1989]',0.090,106.492,0.004,0.226
'[23:12:03.060 09/02/1989]',0.060,106.721,0.003,0.223
'[23:12:03.064 09/02/1989]',0.098,106.492,0.009,0.219
'[23:12:03.068 09/02/1989]',0.088,106.721,0.007,0.223
'[23:12:03.072 09/02/1989]',0.102,107.180,0.010,0.228
'[23:12:03.076 09/02/1989]',0.080,107.869,0.010,0.219
'[23:12:03.080 09/02/1989]',0.096,109.246,0.008,0.219
'[23:12:03.084 09/02/1989]',0.094,109.246,0.005,0.223
'[23:12:03.088 09/02/1989]',0.092,110.853,0.006,0.223
'[23:12:03.092 09/02/1989]',0.122,112.000,0.005,0.226
'[23:12:03.096 09/02/1989]',0.102,112.230,0.002,0.223
'[23:12:03.100 09/02/1989]',0.092,113.148,0.002,0.228
'[23:12:03.104 09/02/1989]',0.114,114.525,0.002,0.223
'[23:12:03.108 09/02/1989]',0.094,114.984,0.001,0.228
'[23:12:03.112 09/02/1989]',0.100,115.672,-0.001,0.228
'[23:12:03.116 09/02/1989]',0.068,116.131,-0.002,0.235
'[23:12:03.120 09/02/1989]',0.138,116.820,-0.003,0.240
'[23:12:03.124 09/02/1989]',0.096,117.508,-0.006,0.240
'[23:12:03.128 09/02/1989]',0.088,117.508,-0.006,0.228
'[23:12:03.132 09/02/1989]',0.104,117.967,-0.006,0.238
'[23:12:03.136 09/02/1989]',0.084,118.656,-0.006,0.228
'[23:12:03.140 09/02/1989]',0.096,117.967,-0.009,0.233
'[23:12:03.144 09/02/1989]',0.066,118.426,-0.009,0.230
'[23:12:03.148 09/02/1989]',0.062,118.426,-0.011,0.228
'[23:12:03.152 09/02/1989]',0.060,118.426,-0.012,0.230
'[23:12:03.156 09/02/1989]',0.046,117.738,-0.014,0.238
'[23:12:03.160 09/02/1989]',0.088,117.049,-0.013,0.228
