'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[02:14:01.548 20/01/1989]',0.125,57.140,0.007,-0.254
'[02:14:01.552 20/01/1989]',0.140,56.512,0.011,-0.262
'[02:14:01.556 20/01/1989]',0.140,56.302,0.010,-0.255
'[02:14:01.560 20/01/1989]',0.145,56.302,0.007,-0.243
'[02:14:01.564 20/01/1989]',0.145,55.674,0.011,-0.243
'[02:14:01.568 20/01/1989]',0.145,55.465,0.011,-0.230
'[02:14:01.572 20/01/1989]',0.135,55.465,0.011,-0.229
'[02:14:01.576 20/01/1989]',0.135,55.046,0.010,-0.233
'[02:14:01.580 20/01/1989]',0.140,54.628,0.008,-0.230
'[02:14:01.584 20/01/1989]',0.115,54.628,0.006,-0.241
'[02:14:01.588 20/01/1989]',0.110,54.419,0.005,-0.248
'[02:14:01.592 20/01/1989]',0.120,54.209,0.005,-0.255
'[02:14:01.596 20/01/1989]',0.100,53.791,0.002,-0.261
'[02:14:01.600 20/01/1989]',0.100,53.581,-0.001,-0.254
'[02:14:01.604 20/01/1989]',0.095,53.372,-0.003,-0.262
'[02:14:01.608 20/01/1989]',0.085,52.953,-0.002,-0.238
'[02:14:01.612 20/01/1989]',0.070,53.372,-0.002,-0.248
'[02:14:01.616 20/01/1989]',0.080,52.953,-0.007,-0.226
'[02:14:01.620 20/01/1989]',0.060,52.535,-0.008,-0.229
'[02:14:01.624 20/01/1989]',0.075,52.116,-0.008,-0.220
'[02:14:01.628 20/01/1989]',0.075,51.907,-0.010,-0.226
'[02:14:01.632 20/01/1989]',0.080,51.698,-0.010,-0.219
'[02:14:01.636 20/01/1989]',0.065,52.116,-0.011,-0.248
'[02:14:01.640 20/01/1989]',0.075,51.698,-0.011,-0.230
'[02:14:01.644 20/01/1989]',0.075,51.279,-0.014,-0.243
'[02:14:01.648 20/01/1989]',0.080,51.279,-0.011,-0.248
'[02:14:01.652 20/01/1989]',0.080,50.860,-0.008,-0.243
'[02:14:01.656 20/01/1989]',0.080,50.860,-0.009,-0.243
'[02:14:01.660 20/01/1989]',0.080,51.070,-0.012,-0.232
'[02:14:01.664 20/01/1989]',0.080,49.814,-0.009,-0.228
'[02:14:01.668 20/01/1989]',0.080,50.442,-0.008,-0.220
'[02:14:01.672 20/01/1989]',0.080,50.233,-0.009,-0.220
'[02:14:01.676 20/01/1989]',0.090,50.233,-0.010,-0.226
'[02:14:01.680 20/01/1989]',0.095,49.395,-0.011,-0.222
'[02:14:01.684 20/01/1989]',0.100,49.605,-0.012,-0.230
'[02:14:01.688 20/01/1989]',0.135,49.395,-0.010,-0.239
'[02:14:01.692 20/01/1989]',0.170,49.395,-0.002,-0.243
'[02:14:01.696 20/01/1989]',0.245,48.977,0.005,-0.249
'[02:14:01.700 20/01/1989]',0.375,48.977,0.013,-0.245
'[02:14:01.704 20/01/1989]',0.560,48.977,0.026,-0.251
'[02:14:01.708 20/01/1989]',0.765,48.767,0.037,-0.232
'[02:14:01.712 20/01/1989]',0.910,48.349,0.040,-0.233
'[02:14:01.716 20/01/1989]',0.945,48.767,0.035,-0.216
'[02:14:01.720 20/01/1989]',0.710,48.140,0.024,-0.212
'[02:14:01.724 20/01/1989]',0.355,47.930,0.012,-0.214
'[02:14:01.728 20/01/1989]',-0.015,48.349,0.000,-0.230
'[02:14:01.732 20/01/1989]',-0.220,47.512,-0.007,-0.222
'[02:14:01.736 20/01/1989]',-0.320,47.930,-0.010,-0.238
'[02:14:01.740 20/01/1989]',-0.265,47.512,-0.011,-0.233
'[02:14:01.744 20/01/1989]',-0.170,48.140,-0.011,-0.242
'[02:14:01.748 20/01/1989]',-0.080,47.512,-0.011,-0.243
'[02:14:01.752 20/01/1989]',-0.030,47.512,-0.008,-0.239
'[02:14:01.756 20/01/1989]',-0.000,47.930,-0.011,-0.243
'[02:14:01.760 20/01/1989]',0.040,47.512,-0.014,-0.229
'[02:14:01.764 20/01/1989]',0.060,47.093,-0.015,-0.226
'[02:14:01.768 20/01/1989]',0.080,47.302,-0.018,-0.226
'[02:14:01.772 20/01/1989]',0.080,47.721,-0.021,-0.228
'[02:14:01.776 20/01/1989]',0.080,47.093,-0.024,-0.223
'[02:14:01.780 20/01/1989]',0.060,47.093,-0.026,-0.245
'[02:14:01.784 20/01/1989]',0.080,47.093,-0.029,-0.239
'[02:14:01.788 20/01/1989]',0.070,47.302,-0.028,-0.252
'[02:14:01.792 20/01/1989]',0.085,47.302,-0.026,-0.249
'[02:14:01.796 20/01/1989]',0.085,46.884,-0.027,-0.262
'[02:14:01.800 20/01/1989]',0.080,46.884,-0.028,-0.243
'[02:14:01.804 20/01/1989]',0.090,46.674,-0.030,-0.249
'[02:14:01.808 20/01/1989]',0.105,47.093,-0.028,-0.238
'[02:14:01.812 20/01/1989]',0.080,46.465,-0.028,-0.238
'[02:14:01.816 20/01/1989]',0.095,46.674,-0.028,-0.217
'[02:14:01.820 20/01/1989]',0.100,46.256,-0.028,-0.229
'[02:14:01.824 20/01/1989]',0.100,46.465,-0.028,-0.223
'[02:14:01.828 20/01/1989]',0.105,46.256,-0.026,-0.235
'[02:14:01.832 20/01/1989]',0.100,46.256,-0.025,-0.235
'[02:14:01.836 20/01/1989]',0.100,46.256,-0.023,-0.248
'[02:14:01.840 20/01/1989]',0.120,46.465,-0.023,-0.254
'[02:14:01.844 20/01/1989]',0.115,46.256,-0.023,-0.249
'[02:14:01.848 20/01/1989]',0.115,45.837,-0.023,-0.245
'[02:14:01.852 20/01/1989]',0.125,46.465,-0.020,-0.252
'[02:14:01.856 20/01/1989]',0.125,46.256,-0.022,-0.242
'[02:14:01.860 20/01/1989]',0.100,46.256,-0.024,-0.233
'[02:14:01.864 20/01/1989]',0.130,46.256,-0.023,-0.226
'[02:14:01.868 20/01/1989]',0.120,46.046,-0.025,-0.226
'[02:14:01.872 20/01/1989]',0.120,46.256,-0.026,-0.214
'[02:14:01.876 20/01/1989]',0.125,46.256,-0.028,-0.228
'[02:14:01.880 20/01/1989]',0.135,45.419,-0.028,-0.226
'[02:14:01.884 20/01/1989]',0.135,45.419,-0.030,-0.241
'[02:14:01.888 20/01/1989]',0.145,46.046,-0.030,-0.241
'[02:14:01.892 20/01/1989]',0.140,46.256,-0.030,-0.238
'[02:14:01.896 20/01/1989]',0.140,46.256,-0.033,-0.245
'[02:14:01.900 20/01/1989]',0.140,47.093,-0.035,-0.233
'[02:14:01.904 20/01/1989]',0.155,47.930,-0.033,-0.238
'[02:14:01.908 20/01/1989]',0.155,49.395,-0.031,-0.219
'[02:14:01.912 20/01/1989]',0.170,51.070,-0.031,-0.230
'[02:14:01.916 20/01/1989]',0.170,53.581,-0.033,-0.206
'[02:14:01.920 20/01/1989]',0.175,55.674,-0.033,-0.217
'[02:14:01.924 20/01/1989]',0.195,57.558,-0.029,-0.203
'[02:14:01.928 20/01/1989]',0.200,60.698,-0.028,-0.226
'[02:14:01.932 20/01/1989]',0.205,63.000,-0.028,-0.214
'[02:14:01.936 20/01/1989]',0.195,65.721,-0.029,-0.241
'[02:14:01.940 20/01/1989]',0.210,68.651,-0.030,-0.229
'[02:14:01.944 20/01/1989]',0.205,71.791,-0.034,-0.230
'[02:14:01.948 20/01/1989]',0.210,74.721,-0.032,-0.233
'[02:14:01.952 20/01/1989]',0.210,77.233,-0.032,-0.226
'[02:14:01.956 20/01/1989]',0.225,81.000,-0.033,-0.217
'[02:14:01.960 20/01/1989]',0.215,83.512,-0.036,-0.219
'[02:14:01.964 20/01/1989]',0.235,85.814,-0.034,-0.216
'[02:14:01.968 20/01/1989]',0.225,88.744,-0.034,-0.210
'[02:14:01.972 20/01/1989]',0.220,91.465,-0.034,-0.219
'[02:14:01.976 20/01/1989]',0.240,93.767,-0.035,-0.220
'[02:14:01.980 20/01/1989]',0.220,95.442,-0.035,-0.226
'[02:14:01.984 20/01/1989]',0.215,97.535,-0.037,-0.232
'[02:14:01.988 20/01/1989]',0.230,99.419,-0.035,-0.252
'[02:14:01.992 20/01/1989]',0.220,100.674,-0.031,-0.242
'[02:14:01.996 20/01/1989]',0.225,101.721,-0.030,-0.241
'[02:14:02.000 20/01/1989]',0.220,103.605,-0.030,-0.226
'[02:14:02.004 20/01/1989]',0.200,105.070,-0.026,-0.235
'[02:14:02.008 20/01/1989]',0.200,105.698,-0.025,-0.222
'[02:14:02.012 20/01/1989]',0.175,106.535,-0.022,-0.219
'[02:14:02.016 20/01/1989]',0.160,107.163,-0.023,-0.213
'[02:14:02.020 20/01/1989]',0.145,107.163,-0.021,-0.220
'[02:14:02.024 20/01/1989]',0.135,107.163,-0.020,-0.214
'[02:14:02.028 20/01/1989]',0.115,106.744,-0.020,-0.232
'[02:14:02.032 20/01/1989]',0.120,105.698,-0.019,-0.222
'[02:14:02.036 20/01/1989]',0.095,104.860,-0.018,-0.243
'[02:14:02.040 20/01/1989]',0.080,103.814,-0.018,-0.226
'[02:14:02.044 20/01/1989]',0.080,102.977,-0.020,-0.226
'[02:14:02.048 20/01/1989]',0.050,101.302,-0.019,-0.222
'[02:14:02.052 20/01/1989]',0.035,100.046,-0.019,-0.217
'[02:14:02.056 20/01/1989]',0.030,99.419,-0.022,-0.210
'[02:14:02.060 20/01/1989]',0.015,97.326,-0.026,-0.197
'[02:14:02.064 20/01/1989]',0.005,95.651,-0.026,-0.190
'[02:14:02.068 20/01/1989]',0.005,94.395,-0.026,-0.183
'[02:14:02.072 20/01/1989]',0.020,93.349,-0.029,-0.186
'[02:14:02.076 20/01/1989]',0.005,91.674,-0.029,-0.194
'[02:14:02.080 20/01/1989]',-0.000,90.628,-0.029,-0.203
'[02:14:02.084 20/01/1989]',-0.000,89.372,-0.031,-0.197
'[02:14:02.088 20/01/1989]',-0.000,87.907,-0.028,-0.204
'[02:14:02.092 20/01/1989]',-0.000,86.651,-0.026,-0.191
'[02:14:02.096 20/01/1989]',0.005,85.605,-0.026,-0.191
'[02:14:02.100 20/01/1989]',-0.000,84.349,-0.026,-0.186
'[02:14:02.104 20/01/1989]',-0.000,83.093,-0.024,-0.174
'[02:14:02.108 20/01/1989]',-0.000,82.256,-0.022,-0.162
'[02:14:02.112 20/01/1989]',0.005,81.419,-0.019,-0.161
'[02:14:02.116 20/01/1989]',-0.000,80.581,-0.020,-0.148
'[02:14:02.120 20/01/1989]',0.005,79.953,-0.017,-0.157
'[02:14:02.124 20/01/1989]',0.020,79.535,-0.018,-0.151
'[02:14:02.128 20/01/1989]',0.005,77.860,-0.017,-0.159
'[02:14:02.132 20/01/1989]',0.015,77.233,-0.016,-0.157
'[02:14:02.136 20/01/1989]',0.015,76.186,-0.014,-0.165
'[02:14:02.140 20/01/1989]',0.015,76.186,-0.012,-0.155
'[02:14:02.144 20/01/1989]',0.010,75.558,-0.014,-0.157
'[02:14:02.148 20/01/1989]',0.030,74.721,-0.013,-0.142
'[02:14:02.152 20/01/1989]',0.020,73.884,-0.012,-0.136
'[02:14:02.156 20/01/1989]',0.025,73.884,-0.016,-0.128
'[02:14:02.160 20/01/1989]',0.020,73.256,-0.019,-0.125
'[02:14:02.164 20/01/1989]',0.025,72.419,-0.020,-0.117
'[02:14:02.168 20/01/1989]',0.020,71.791,-0.020,-0.116
'[02:14:02.172 20/01/1989]',0.020,71.372,-0.022,-0.119
'[02:14:02.176 20/01/1989]',0.035,70.326,-0.022,-0.117
'[02:14:02.180 20/01/1989]',0.040,69.698,-0.023,-0.132
'[02:14:02.184 20/01/1989]',0.035,69.279,-0.024,-0.128
'[02:14:02.188 20/01/1989]',0.030,68.442,-0.024,-0.130
'[02:14:02.192 20/01/1989]',0.035,67.814,-0.022,-0.125
'[02:14:02.196 20/01/1989]',0.050,66.558,-0.022,-0.123
'[02:14:02.200 20/01/1989]',0.035,66.349,-0.023,-0.109
'[02:14:02.204 20/01/1989]',0.040,65.930,-0.021,-0.106
'[02:14:02.208 20/01/1989]',0.035,65.093,-0.019,-0.091
'[02:14:02.212 20/01/1989]',0.045,64.465,-0.019,-0.094
'[02:14:02.216 20/01/1989]',0.045,64.674,-0.017,-0.083
'[02:14:02.220 20/01/1989]',0.040,63.837,-0.018,-0.093
'[02:14:02.224 20/01/1989]',0.045,63.000,-0.015,-0.086
'[02:14:02.228 20/01/1989]',0.040,63.000,-0.015,-0.099
'[02:14:02.232 20/01/1989]',0.040,62.163,-0.016,-0.096
'[02:14:02.236 20/01/1989]',0.045,62.372,-0.016,-0.097
'[02:14:02.240 20/01/1989]',0.040,62.163,-0.015,-0.088
'[02:14:02.244 20/01/1989]',0.050,61.744,-0.019,-0.087
'[02:14:02.248 20/01/1989]',0.045,61.326,-0.021,-0.072
'[02:14:02.252 20/01/1989]',0.040,61.116,-0.021,-0.065
'[02:14:02.256 20/01/1989]',0.055,61.326,-0.026,-0.055
'[02:14:02.260 20/01/1989]',0.060,60.907,-0.028,-0.057
'[02:14:02.264 20/01/1989]',0.050,60.488,-0.028,-0.045
'[02:14:02.268 20/01/1989]',0.060,60.488,-0.027,-0.054
'[02:14:02.272 20/01/1989]',0.050,60.907,-0.027,-0.052
'[02:14:02.276 20/01/1989]',0.055,60.698,-0.027,-0.057
'[02:14:02.280 20/01/1989]',0.040,60.279,-0.024,-0.062
'[02:14:02.284 20/01/1989]',0.065,60.698,-0.026,-0.052
'[02:14:02.288 20/01/1989]',0.040,61.116,-0.024,-0.057
'[02:14:02.292 20/01/1989]',0.060,61.326,-0.021,-0.039
'[02:14:02.296 20/01/1989]',0.060,61.116,-0.019,-0.036
'[02:14:02.300 20/01/1989]',0.055,61.744,-0.018,-0.016
'[02:14:02.304 20/01/1989]',0.065,61.744,-0.015,-0.012
'[02:14:02.308 20/01/1989]',0.055,62.163,-0.012,0.004
'[02:14:02.312 20/01/1989]',0.060,62.372,-0.012,-0.000
'[02:14:02.316 20/01/1989]',0.060,62.163,-0.011,0.013
'[02:14:02.320 20/01/1989]',0.065,62.372,-0.012,0.003
'[02:14:02.324 20/01/1989]',0.065,62.791,-0.011,0.007
'[02:14:02.328 20/01/1989]',0.060,63.628,-0.011,-0.001
'[02:14:02.332 20/01/1989]',0.060,63.419,-0.009,0.009
'[02:14:02.336 20/01/1989]',0.060,63.419,-0.008,0.004
'[02:14:02.340 20/01/1989]',0.070,63.837,-0.008,0.016
'[02:14:02.344 20/01/1989]',0.075,64.256,-0.009,0.022
'[02:14:02.348 20/01/1989]',0.075,63.837,-0.007,0.033
'[02:14:02.352 20/01/1989]',0.070,63.837,-0.004,0.042
'[02:14:02.356 20/01/1989]',0.065,64.465,-0.004,0.052
'[02:14:02.360 20/01/1989]',0.070,64.674,-0.007,0.051
'[02:14:02.364 20/01/1989]',0.070,64.465,-0.003,0.061
'[02:14:02.368 20/01/1989]',0.080,64.674,-0.004,0.055
'[02:14:02.372 20/01/1989]',0.080,64.884,-0.007,0.049
'[02:14:02.376 20/01/1989]',0.075,64.884,-0.005,0.052
'[02:14:02.380 20/01/1989]',0.080,64.674,-0.008,0.046
'[02:14:02.384 20/01/1989]',0.065,64.884,-0.010,0.054
'[02:14:02.388 20/01/1989]',0.070,65.512,-0.012,0.051
'[02:14:02.392 20/01/1989]',0.070,64.674,-0.011,0.068
'[02:14:02.396 20/01/1989]',0.080,64.465,-0.015,0.070
'[02:14:02.400 20/01/1989]',0.065,64.465,-0.019,0.088
'[02:14:02.404 20/01/1989]',0.070,64.465,-0.020,0.094
'[02:14:02.408 20/01/1989]',0.070,64.465,-0.021,0.106
'[02:14:02.412 20/01/1989]',0.080,64.046,-0.022,0.099
'[02:14:02.416 20/01/1989]',0.070,64.465,-0.023,0.110
'[02:14:02.420 20/01/1989]',0.080,63.837,-0.022,0.097
'[02:14:02.424 20/01/1989]',0.080,63.837,-0.019,0.106
'[02:14:02.428 20/01/1989]',0.090,63.628,-0.018,0.093
'[02:14:02.432 20/01/1989]',0.075,63.628,-0.014,0.104
'[02:14:02.436 20/01/1989]',0.085,63.209,-0.014,0.104
'[02:14:02.440 20/01/1989]',0.070,63.000,-0.010,0.116
'[02:14:02.444 20/01/1989]',0.095,63.000,-0.009,0.119
'[02:14:02.448 20/01/1989]',0.080,62.372,-0.006,0.130
'[02:14:02.452 20/01/1989]',0.095,62.163,-0.001,0.136
'[02:14:02.456 20/01/1989]',0.080,62.791,-0.002,0.152
'[02:14:02.460 20/01/1989]',0.095,61.953,-0.002,0.151
'[02:14:02.464 20/01/1989]',0.080,61.326,-0.002,0.155
'[02:14:02.468 20/01/1989]',0.080,61.744,-0.002,0.149
'[02:14:02.472 20/01/1989]',0.100,61.535,-0.007,0.148
'[02:14:02.476 20/01/1989]',0.090,61.116,-0.007,0.148
'[02:14:02.480 20/01/1989]',0.095,60.488,-0.009,0.146
'[02:14:02.484 20/01/1989]',0.095,60.070,-0.010,0.159
'[02:14:02.488 20/01/1989]',0.080,60.279,-0.008,0.157
'[02:14:02.492 20/01/1989]',0.080,59.860,-0.006,0.170
'[02:14:02.496 20/01/1989]',0.095,59.651,-0.008,0.184
'[02:14:02.500 20/01/1989]',0.100,58.814,-0.010,0.197
'[02:14:02.504 20/01/1989]',0.115,58.814,-0.011,0.204
'[02:14:02.508 20/01/1989]',0.105,58.605,-0.011,0.214
'[02:14:02.512 20/01/1989]',0.100,58.186,-0.012,0.204
'[02:14:02.516 20/01/1989]',0.110,58.186,-0.012,0.214
'[02:14:02.520 20/01/1989]',0.115,57.977,-0.012,0.203
'[02:14:02.524 20/01/1989]',0.120,57.558,-0.009,0.209
'[02:14:02.528 20/01/1989]',0.130,57.140,-0.009,0.201
'[02:14:02.532 20/01/1989]',0.140,56.721,-0.009,0.214
'[02:14:02.536 20/01/1989]',0.140,56.302,-0.008,0.207
'[02:14:02.540 20/01/1989]',0.155,56.302,-0.010,0.226
'[02:14:02.544 20/01/1989]',0.140,56.093,-0.007,0.233
'[02:14:02.548 20/01/1989]',0.140,55.465,-0.008,0.245
'[02:14:02.552 20/01/1989]',0.130,55.046,-0.004,0.245
'[02:14:02.556 20/01/1989]',0.140,55.256,-0.005,0.255
'[02:14:02.560 20/01/1989]',0.125,54.837,-0.009,0.255
'[02:14:02.564 20/01/1989]',0.125,54.209,-0.008,0.258
'[02:14:02.568 20/01/1989]',0.120,54.419,-0.010,0.255
'[02:14:02.572 20/01/1989]',0.115,54.000,-0.016,0.252
'[02:14:02.576 20/01/1989]',0.095,53.791,-0.019,0.259
'[02:14:02.580 20/01/1989]',0.100,53.163,-0.022,0.255
'[02:14:02.584 20/01/1989]',0.100,53.163,-0.025,0.267
'[02:14:02.588 20/01/1989]',0.095,53.163,-0.027,0.264
'[02:14:02.592 20/01/1989]',0.080,52.744,-0.025,0.284
'[02:14:02.596 20/01/1989]',0.095,52.116,-0.027,0.291
'[02:14:02.600 20/01/1989]',0.060,52.116,-0.028,0.310
'[02:14:02.604 20/01/1989]',0.090,52.116,-0.025,0.307
'[02:14:02.608 20/01/1989]',0.080,51.698,-0.020,0.320
'[02:14:02.612 20/01/1989]',0.085,51.279,-0.019,0.314
'[02:14:02.616 20/01/1989]',0.080,50.860,-0.017,0.319
'[02:14:02.620 20/01/1989]',0.085,50.860,-0.018,0.291
'[02:14:02.624 20/01/1989]',0.090,50.442,-0.016,0.306
'[02:14:02.628 20/01/1989]',0.090,50.651,-0.015,0.286
'[02:14:02.632 20/01/1989]',0.090,50.442,-0.014,0.297
'[02:14:02.636 20/01/1989]',0.090,50.023,-0.011,0.284
'[02:14:02.640 20/01/1989]',0.090,49.814,-0.014,0.304
'[02:14:02.644 20/01/1989]',0.090,49.605,-0.012,0.297
'[02:14:02.648 20/01/1989]',0.085,49.186,-0.014,0.317
'[02:14:02.652 20/01/1989]',0.085,49.395,-0.011,0.314
'[02:14:02.656 20/01/1989]',0.100,49.395,-0.011,0.313
'[02:14:02.660 20/01/1989]',0.095,49.605,-0.016,0.310
'[02:14:02.664 20/01/1989]',0.080,48.558,-0.015,0.313
'[02:14:02.668 20/01/1989]',0.130,48.767,-0.016,0.301
'[02:14:02.672 20/01/1989]',0.150,48.977,-0.019,0.309
'[02:14:02.676 20/01/1989]',0.220,48.767,-0.019,0.313
'[02:14:02.680 20/01/1989]',0.330,48.558,-0.017,0.313
'[02:14:02.684 20/01/1989]',0.485,48.767,-0.014,0.325
'[02:14:02.688 20/01/1989]',0.690,48.349,-0.009,0.332
'[02:14:02.692 20/01/1989]',0.840,48.558,-0.007,0.348
'[02:14:02.696 20/01/1989]',0.910,47.930,-0.014,0.357
'[02:14:02.700 20/01/1989]',0.720,48.140,-0.028,0.367
'[02:14:02.704 20/01/1989]',0.435,47.930,-0.040,0.365
'[02:14:02.708 20/01/1989]',0.095,47.721,-0.047,0.380
'[02:14:02.712 20/01/1989]',-0.190,47.930,-0.050,0.371
'[02:14:02.716 20/01/1989]',-0.295,47.302,-0.049,0.381
'[02:14:02.720 20/01/1989]',-0.275,47.302,-0.042,0.364
'[02:14:02.724 20/01/1989]',-0.180,47.302,-0.032,0.377
'[02:14:02.728 20/01/1989]',-0.085,46.884,-0.027,0.381
'[02:14:02.732 20/01/1989]',-0.030,47.302,-0.022,0.377
'[02:14:02.736 20/01/1989]',-0.010,46.884,-0.016,0.386
'[02:14:02.740 20/01/1989]',0.050,47.093,-0.013,0.409
'[02:14:02.744 20/01/1989]',0.060,46.884,-0.012,0.403
'[02:14:02.748 20/01/1989]',0.065,46.256,-0.009,0.426
'[02:14:02.752 20/01/1989]',0.080,46.465,-0.010,0.430
'[02:14:02.756 20/01/1989]',0.065,46.465,-0.013,0.430
'[02:14:02.760 20/01/1989]',0.080,46.674,-0.017,0.419
'[02:14:02.764 20/01/1989]',0.075,46.046,-0.014,0.422
'[02:14:02.768 20/01/1989]',0.085,46.046,-0.012,0.426
'[02:14:02.772 20/01/1989]',0.080,46.256,-0.014,0.423
'[02:14:02.776 20/01/1989]',0.075,46.046,-0.014,0.422
'[02:14:02.780 20/01/1989]',0.095,46.046,-0.014,0.423
'[02:14:02.784 20/01/1989]',0.090,46.256,-0.014,0.445
'[02:14:02.788 20/01/1989]',0.095,46.465,-0.014,0.446
'[02:14:02.792 20/01/1989]',0.085,46.256,-0.011,0.458
'[02:14:02.796 20/01/1989]',0.085,46.256,-0.011,0.464
'[02:14:02.800 20/01/1989]',0.085,46.256,-0.011,0.477
'[02:14:02.804 20/01/1989]',0.105,45.837,-0.009,0.465
'[02:14:02.808 20/01/1989]',0.095,46.256,-0.004,0.470
'[02:14:02.812 20/01/1989]',0.100,46.046,-0.001,0.454
'[02:14:02.816 20/01/1989]',0.090,46.256,-0.003,0.458
'[02:14:02.820 20/01/1989]',0.105,45.837,-0.002,0.451
'[02:14:02.824 20/01/1989]',0.100,45.837,-0.002,0.461
'[02:14:02.828 20/01/1989]',0.100,46.046,-0.001,0.459
'[02:14:02.832 20/01/1989]',0.105,45.837,-0.000,0.470
'[02:14:02.836 20/01/1989]',0.110,45.628,-0.001,0.481
'[02:14:02.840 20/01/1989]',0.120,46.046,0.002,0.499
'[02:14:02.844 20/01/1989]',0.125,45.419,0.001,0.494
'[02:14:02.848 20/01/1989]',0.125,45.419,0.005,0.504
'[02:14:02.852 20/01/1989]',0.120,45.000,0.010,0.513
'[02:14:02.856 20/01/1989]',0.140,45.419,0.011,0.509
'[02:14:02.860 20/01/1989]',0.140,45.209,0.010,0.512
'[02:14:02.864 20/01/1989]',0.160,44.581,0.013,0.507
'[02:14:02.868 20/01/1989]',0.140,45.000,0.014,0.499
'[02:14:02.872 20/01/1989]',0.140,45.628,0.010,0.510
'[02:14:02.876 20/01/1989]',0.155,45.628,0.009,0.513
'[02:14:02.880 20/01/1989]',0.160,45.419,0.007,0.509
'[02:14:02.884 20/01/1989]',0.165,46.256,0.003,0.530
'[02:14:02.888 20/01/1989]',0.165,47.302,0.001,0.525
'[02:14:02.892 20/01/1989]',0.165,48.767,0.001,0.549
'[02:14:02.896 20/01/1989]',0.170,50.233,-0.003,0.548
'[02:14:02.900 20/01/1989]',0.180,52.116,-0.004,0.555
'[02:14:02.904 20/01/1989]',0.175,54.628,-0.006,0.567
'[02:14:02.908 20/01/1989]',0.180,56.930,-0.004,0.583
'[02:14:02.912 20/01/1989]',0.180,59.651,-0.004,0.571
'[02:14:02.916 20/01/1989]',0.195,62.372,-0.005,0.578
'[02:14:02.920 20/01/1989]',0.210,64.884,-0.003,0.564
'[02:14:02.924 20/01/1989]',0.205,68.233,0.001,0.577
'[02:14:02.928 20/01/1989]',0.200,70.535,0.004,0.586
'[02:14:02.932 20/01/1989]',0.205,73.465,0.007,0.600
'[02:14:02.936 20/01/1989]',0.200,76.395,0.009,0.609
'[02:14:02.940 20/01/1989]',0.205,79.326,0.012,0.614
'[02:14:02.944 20/01/1989]',0.220,82.256,0.012,0.614
'[02:14:02.948 20/01/1989]',0.220,84.767,0.014,0.630
'[02:14:02.952 20/01/1989]',0.220,87.070,0.016,0.633
'[02:14:02.956 20/01/1989]',0.220,89.791,0.011,0.632
'[02:14:02.960 20/01/1989]',0.220,92.302,0.007,0.610
'[02:14:02.964 20/01/1989]',0.215,93.558,0.005,0.606
'[02:14:02.968 20/01/1989]',0.235,95.860,0.003,0.617
'[02:14:02.972 20/01/1989]',0.215,98.163,-0.001,0.625
'[02:14:02.976 20/01/1989]',0.200,99.209,-0.003,0.629
'[02:14:02.980 20/01/1989]',0.205,100.465,-0.005,0.626
'[02:14:02.984 20/01/1989]',0.205,101.930,-0.006,0.649
'[02:14:02.988 20/01/1989]',0.175,103.186,-0.006,0.642
'[02:14:02.992 20/01/1989]',0.180,104.023,-0.004,0.662
'[02:14:02.996 20/01/1989]',0.160,104.233,-0.005,0.658
'[02:14:03.000 20/01/1989]',0.140,105.070,-0.007,0.661
'[02:14:03.004 20/01/1989]',0.135,104.860,-0.006,0.654
'[02:14:03.008 20/01/1989]',0.140,104.860,-0.005,0.664
'[02:14:03.012 20/01/1989]',0.110,104.442,-0.004,0.655
'[02:14:03.016 20/01/1989]',0.090,103.605,-0.004,0.661
'[02:14:03.020 20/01/1989]',0.075,102.977,-0.003,0.655
'[02:14:03.024 20/01/1989]',0.050,101.930,-0.001,0.661
'[02:14:03.028 20/01/1989]',0.040,100.884,-0.000,0.662
'[02:14:03.032 20/01/1989]',0.020,99.837,0.002,0.678
'[02:14:03.036 20/01/1989]',0.040,98.791,0.005,0.686
'[02:14:03.040 20/01/1989]',0.020,96.907,0.006,0.690
'[02:14:03.044 20/01/1989]',0.005,96.488,0.005,0.699
'[02:14:03.048 20/01/1989]',-0.000,94.186,0.006,0.701
'[02:14:03.052 20/01/1989]',-0.000,92.302,0.005,0.709
'[02:14:03.056 20/01/1989]',-0.010,91.256,0.002,0.712
'[02:14:03.060 20/01/1989]',0.010,90.628,-0.001,0.700
'[02:14:03.064 20/01/1989]',-0.000,88.535,-0.002,0.704
'[02:14:03.068 20/01/1989]',0.005,87.698,-0.003,0.691
'[02:14:03.072 20/01/1989]',-0.010,86.442,-0.007,0.713
'[02:14:03.076 20/01/1989]',-0.000,84.977,-0.009,0.714
'[02:14:03.080 20/01/1989]',0.005,83.512,-0.010,0.714
'[02:14:03.084 20/01/1989]',-0.005,82.884,-0.012,0.741
'[02:14:03.088 20/01/1989]',-0.005,82.256,-0.013,0.751
'[02:14:03.092 20/01/1989]',-0.000,80.581,-0.013,0.759
'[02:14:03.096 20/01/1989]',-0.000,79.744,-0.018,0.757
'[02:14:03.100 20/01/1989]',0.005,78.907,-0.023,0.761
'[02:14:03.104 20/01/1989]',-0.005,77.860,-0.025,0.759
'[02:14:03.108 20/01/1989]',-0.000,77.233,-0.025,0.759
'[02:14:03.112 20/01/1989]',0.010,76.395,-0.028,0.754
'[02:14:03.116 20/01/1989]',0.010,75.977,-0.032,0.755
'[02:14:03.120 20/01/1989]',0.015,75.139,-0.035,0.754
