'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[23:07:01.548 19/01/1989]',0.080,59.442,0.049,-0.184
'[23:07:01.552 19/01/1989]',0.080,59.860,0.044,-0.181
'[23:07:01.556 19/01/1989]',0.065,60.488,0.038,-0.180
'[23:07:01.560 19/01/1989]',0.075,60.279,0.034,-0.180
'[23:07:01.564 19/01/1989]',0.070,60.279,0.031,-0.175
'[23:07:01.568 19/01/1989]',0.070,60.698,0.024,-0.168
'[23:07:01.572 19/01/1989]',0.065,61.326,0.017,-0.148
'[23:07:01.576 19/01/1989]',0.065,61.116,0.015,-0.142
'[23:07:01.580 19/01/1989]',0.075,61.326,0.012,-0.130
'[23:07:01.584 19/01/1989]',0.065,61.744,0.009,-0.117
'[23:07:01.588 19/01/1989]',0.070,61.535,0.009,-0.113
'[23:07:01.592 19/01/1989]',0.065,61.535,0.008,-0.103
'[23:07:01.596 19/01/1989]',0.075,61.953,0.005,-0.103
'[23:07:01.600 19/01/1989]',0.070,61.326,0.007,-0.099
'[23:07:01.604 19/01/1989]',0.080,62.163,0.008,-0.103
'[23:07:01.608 19/01/1989]',0.075,62.163,0.008,-0.096
'[23:07:01.612 19/01/1989]',0.080,62.163,0.005,-0.096
'[23:07:01.616 19/01/1989]',0.070,62.163,0.007,-0.087
'[23:07:01.620 19/01/1989]',0.095,62.163,0.009,-0.086
'[23:07:01.624 19/01/1989]',0.075,62.163,0.010,-0.067
'[23:07:01.628 19/01/1989]',0.095,62.163,0.011,-0.064
'[23:07:01.632 19/01/1989]',0.090,61.953,0.012,-0.049
'[23:07:01.636 19/01/1989]',0.110,62.163,0.011,-0.048
'[23:07:01.640 19/01/1989]',0.095,61.744,0.008,-0.038
'[23:07:01.644 19/01/1989]',0.110,61.535,0.006,-0.039
'[23:07:01.648 19/01/1989]',0.100,61.326,0.002,-0.033
'[23:07:01.652 19/01/1989]',0.105,61.326,-0.002,-0.038
'[23:07:01.656 19/01/1989]',0.125,61.116,-0.010,-0.036
'[23:07:01.660 19/01/1989]',0.125,60.488,-0.013,-0.041
'[23:07:01.664 19/01/1989]',0.135,60.488,-0.016,-0.036
'[23:07:01.668 19/01/1989]',0.135,60.698,-0.023,-0.030
'[23:07:01.672 19/01/1989]',0.140,60.488,-0.027,-0.017
'[23:07:01.676 19/01/1989]',0.125,59.860,-0.028,-0.006
'[23:07:01.680 19/01/1989]',0.120,59.860,-0.032,0.003
'[23:07:01.684 19/01/1989]',0.110,59.651,-0.034,0.007
'[23:07:01.688 19/01/1989]',0.110,59.442,-0.036,0.013
'[23:07:01.692 19/01/1989]',0.090,59.023,-0.039,0.019
'[23:07:01.696 19/01/1989]',0.100,58.186,-0.042,0.013
'[23:07:01.700 19/01/1989]',0.085,58.395,-0.043,0.013
'[23:07:01.704 19/01/1989]',0.085,58.186,-0.042,0.010
'[23:07:01.708 19/01/1989]',0.070,57.977,-0.045,0.006
'[23:07:01.712 19/01/1989]',0.080,57.349,-0.046,0.000
'[23:07:01.716 19/01/1989]',0.060,57.140,-0.043,0.013
'[23:07:01.720 19/01/1989]',0.075,56.930,-0.038,0.010
'[23:07:01.724 19/01/1989]',0.055,56.512,-0.032,0.033
'[23:07:01.728 19/01/1989]',0.055,56.302,-0.027,0.030
'[23:07:01.732 19/01/1989]',0.060,56.093,-0.021,0.046
'[23:07:01.736 19/01/1989]',0.060,55.465,-0.014,0.049
'[23:07:01.740 19/01/1989]',0.065,55.046,-0.011,0.051
'[23:07:01.744 19/01/1989]',0.070,54.628,-0.007,0.052
'[23:07:01.748 19/01/1989]',0.080,54.000,-0.003,0.051
'[23:07:01.752 19/01/1989]',0.060,53.791,-0.003,0.042
'[23:07:01.756 19/01/1989]',0.080,53.791,-0.002,0.052
'[23:07:01.760 19/01/1989]',0.060,52.953,-0.001,0.041
'[23:07:01.764 19/01/1989]',0.085,52.744,0.000,0.054
'[23:07:01.768 19/01/1989]',0.070,52.953,-0.003,0.064
'[23:07:01.772 19/01/1989]',0.090,52.744,-0.006,0.074
'[23:07:01.776 19/01/1989]',0.070,52.744,-0.005,0.081
'[23:07:01.780 19/01/1989]',0.080,51.698,-0.006,0.087
'[23:07:01.784 19/01/1989]',0.075,51.279,-0.008,0.099
'[23:07:01.788 19/01/1989]',0.080,51.279,-0.010,0.093
'[23:07:01.792 19/01/1989]',0.130,50.860,-0.013,0.099
'[23:07:01.796 19/01/1989]',0.160,50.442,-0.016,0.087
'[23:07:01.800 19/01/1989]',0.225,50.442,-0.013,0.104
'[23:07:01.804 19/01/1989]',0.360,50.442,-0.004,0.090
'[23:07:01.808 19/01/1989]',0.545,50.233,0.004,0.099
'[23:07:01.812 19/01/1989]',0.760,49.814,0.011,0.099
'[23:07:01.816 19/01/1989]',0.930,49.605,0.016,0.104
'[23:07:01.820 19/01/1989]',0.945,49.395,0.013,0.116
'[23:07:01.824 19/01/1989]',0.705,49.395,0.002,0.136
'[23:07:01.828 19/01/1989]',0.345,49.395,-0.012,0.139
'[23:07:01.832 19/01/1989]',-0.060,48.558,-0.025,0.155
'[23:07:01.836 19/01/1989]',-0.300,48.349,-0.028,0.143
'[23:07:01.840 19/01/1989]',-0.400,48.349,-0.028,0.151
'[23:07:01.844 19/01/1989]',-0.345,47.930,-0.021,0.146
'[23:07:01.848 19/01/1989]',-0.215,47.721,-0.014,0.155
'[23:07:01.852 19/01/1989]',-0.115,48.140,-0.010,0.145
'[23:07:01.856 19/01/1989]',-0.060,48.767,-0.007,0.155
'[23:07:01.860 19/01/1989]',-0.010,47.512,-0.001,0.155
'[23:07:01.864 19/01/1989]',0.020,47.512,0.006,0.159
'[23:07:01.868 19/01/1989]',0.070,47.302,0.007,0.168
'[23:07:01.872 19/01/1989]',0.060,47.093,0.006,0.186
'[23:07:01.876 19/01/1989]',0.075,47.093,0.008,0.200
'[23:07:01.880 19/01/1989]',0.060,47.093,0.007,0.203
'[23:07:01.884 19/01/1989]',0.075,47.093,0.002,0.210
'[23:07:01.888 19/01/1989]',0.070,46.884,0.002,0.203
'[23:07:01.892 19/01/1989]',0.085,46.674,-0.002,0.206
'[23:07:01.896 19/01/1989]',0.095,46.884,-0.006,0.197
'[23:07:01.900 19/01/1989]',0.085,46.256,-0.006,0.206
'[23:07:01.904 19/01/1989]',0.080,46.465,-0.006,0.201
'[23:07:01.908 19/01/1989]',0.090,46.046,-0.009,0.213
'[23:07:01.912 19/01/1989]',0.095,46.046,-0.012,0.220
'[23:07:01.916 19/01/1989]',0.090,45.628,-0.014,0.217
'[23:07:01.920 19/01/1989]',0.100,45.419,-0.014,0.230
'[23:07:01.924 19/01/1989]',0.100,45.419,-0.016,0.249
'[23:07:01.928 19/01/1989]',0.115,45.419,-0.017,0.241
'[23:07:01.932 19/01/1989]',0.100,45.209,-0.016,0.259
'[23:07:01.936 19/01/1989]',0.115,45.209,-0.016,0.272
'[23:07:01.940 19/01/1989]',0.115,45.000,-0.017,0.272
'[23:07:01.944 19/01/1989]',0.105,45.419,-0.015,0.262
'[23:07:01.948 19/01/1989]',0.120,45.209,-0.013,0.267
'[23:07:01.952 19/01/1989]',0.120,45.209,-0.013,0.268
'[23:07:01.956 19/01/1989]',0.125,44.581,-0.013,0.272
'[23:07:01.960 19/01/1989]',0.120,44.581,-0.007,0.264
'[23:07:01.964 19/01/1989]',0.120,44.791,-0.002,0.272
'[23:07:01.968 19/01/1989]',0.140,44.581,-0.001,0.283
'[23:07:01.972 19/01/1989]',0.120,44.581,-0.002,0.299
'[23:07:01.976 19/01/1989]',0.125,44.581,-0.000,0.309
'[23:07:01.980 19/01/1989]',0.150,44.163,0.001,0.319
'[23:07:01.984 19/01/1989]',0.135,44.581,0.000,0.319
'[23:07:01.988 19/01/1989]',0.140,43.953,0.001,0.309
'[23:07:01.992 19/01/1989]',0.160,44.372,0.000,0.329
'[23:07:01.996 19/01/1989]',0.150,43.744,-0.003,0.313
'[23:07:02.000 19/01/1989]',0.150,44.581,-0.004,0.312
'[23:07:02.004 19/01/1989]',0.180,44.791,-0.003,0.329
'[23:07:02.008 19/01/1989]',0.165,45.419,-0.005,0.304
'[23:07:02.012 19/01/1989]',0.165,46.465,-0.007,0.325
'[23:07:02.016 19/01/1989]',0.175,47.930,-0.009,0.323
'[23:07:02.020 19/01/1989]',0.190,49.605,-0.010,0.338
'[23:07:02.024 19/01/1989]',0.185,51.907,-0.010,0.342
'[23:07:02.028 19/01/1989]',0.200,53.791,-0.012,0.343
'[23:07:02.032 19/01/1989]',0.210,56.302,-0.011,0.357
'[23:07:02.036 19/01/1989]',0.210,58.814,-0.010,0.359
'[23:07:02.040 19/01/1989]',0.220,61.326,-0.009,0.365
'[23:07:02.044 19/01/1989]',0.215,64.046,-0.007,0.359
'[23:07:02.048 19/01/1989]',0.225,67.186,-0.004,0.359
'[23:07:02.052 19/01/1989]',0.240,70.116,-0.004,0.348
'[23:07:02.056 19/01/1989]',0.235,73.046,-0.005,0.355
'[23:07:02.060 19/01/1989]',0.220,76.605,-0.002,0.362
'[23:07:02.064 19/01/1989]',0.240,80.163,0.002,0.377
'[23:07:02.068 19/01/1989]',0.225,83.930,-0.000,0.387
'[23:07:02.072 19/01/1989]',0.220,87.279,-0.003,0.406
'[23:07:02.076 19/01/1989]',0.240,90.628,-0.004,0.384
'[23:07:02.080 19/01/1989]',0.240,94.395,-0.009,0.413
'[23:07:02.084 19/01/1989]',0.235,97.744,-0.010,0.416
'[23:07:02.088 19/01/1989]',0.240,100.465,-0.010,0.399
'[23:07:02.092 19/01/1989]',0.215,102.977,-0.011,0.417
'[23:07:02.096 19/01/1989]',0.210,105.698,-0.013,0.400
'[23:07:02.100 19/01/1989]',0.205,107.581,-0.013,0.387
'[23:07:02.104 19/01/1989]',0.195,108.837,-0.010,0.400
'[23:07:02.108 19/01/1989]',0.180,110.093,-0.009,0.412
'[23:07:02.112 19/01/1989]',0.155,110.093,-0.008,0.410
'[23:07:02.116 19/01/1989]',0.145,110.721,-0.007,0.429
'[23:07:02.120 19/01/1989]',0.145,110.721,-0.004,0.403
'[23:07:02.124 19/01/1989]',0.100,110.093,-0.003,0.446
'[23:07:02.128 19/01/1989]',0.095,109.256,-0.002,0.441
'[23:07:02.132 19/01/1989]',0.070,108.209,-0.002,0.448
'[23:07:02.136 19/01/1989]',0.065,107.372,-0.001,0.430
'[23:07:02.140 19/01/1989]',0.040,106.116,-0.002,0.461
'[23:07:02.144 19/01/1989]',0.030,104.651,-0.003,0.443
'[23:07:02.148 19/01/1989]',0.040,103.395,-0.005,0.439
'[23:07:02.152 19/01/1989]',0.030,102.139,-0.010,0.429
'[23:07:02.156 19/01/1989]',0.015,100.674,-0.015,0.429
'[23:07:02.160 19/01/1989]',0.015,99.000,-0.017,0.446
'[23:07:02.164 19/01/1989]',0.010,97.535,-0.017,0.451
'[23:07:02.168 19/01/1989]',-0.000,96.279,-0.024,0.462
'[23:07:02.172 19/01/1989]',-0.000,94.605,-0.028,0.470
'[23:07:02.176 19/01/1989]',0.005,92.721,-0.030,0.483
'[23:07:02.180 19/01/1989]',-0.010,91.674,-0.035,0.497
'[23:07:02.184 19/01/1989]',-0.000,90.419,-0.037,0.475
'[23:07:02.188 19/01/1989]',0.005,87.907,-0.038,0.481
'[23:07:02.192 19/01/1989]',-0.000,86.860,-0.039,0.481
'[23:07:02.196 19/01/1989]',0.005,85.814,-0.044,0.452
'[23:07:02.200 19/01/1989]',0.015,84.139,-0.043,0.458
'[23:07:02.204 19/01/1989]',-0.000,83.093,-0.044,0.475
'[23:07:02.208 19/01/1989]',0.020,82.256,-0.046,0.459
'[23:07:02.212 19/01/1989]',0.005,80.581,-0.048,0.455
'[23:07:02.216 19/01/1989]',0.010,79.535,-0.049,0.483
'[23:07:02.220 19/01/1989]',0.005,78.698,-0.047,0.472
'[23:07:02.224 19/01/1989]',0.010,77.442,-0.046,0.493
'[23:07:02.228 19/01/1989]',0.020,76.605,-0.044,0.481
'[23:07:02.232 19/01/1989]',0.020,75.558,-0.042,0.499
'[23:07:02.236 19/01/1989]',0.020,75.139,-0.039,0.477
'[23:07:02.240 19/01/1989]',0.015,74.302,-0.036,0.488
'[23:07:02.244 19/01/1989]',0.020,73.465,-0.033,0.462
'[23:07:02.248 19/01/1989]',0.015,73.046,-0.029,0.475
'[23:07:02.252 19/01/1989]',0.020,72.419,-0.032,0.464
'[23:07:02.256 19/01/1989]',0.040,71.163,-0.034,0.464
'[23:07:02.260 19/01/1989]',0.025,70.326,-0.033,0.481
'[23:07:02.264 19/01/1989]',0.020,70.116,-0.036,0.474
'[23:07:02.268 19/01/1989]',0.035,69.488,-0.040,0.500
'[23:07:02.272 19/01/1989]',0.030,69.070,-0.044,0.499
'[23:07:02.276 19/01/1989]',0.025,67.814,-0.047,0.496
'[23:07:02.280 19/01/1989]',0.020,67.814,-0.049,0.510
'[23:07:02.284 19/01/1989]',0.035,67.186,-0.054,0.494
'[23:07:02.288 19/01/1989]',0.020,66.349,-0.056,0.493
'[23:07:02.292 19/01/1989]',0.030,65.512,-0.061,0.488
'[23:07:02.296 19/01/1989]',0.030,64.884,-0.067,0.477
'[23:07:02.300 19/01/1989]',0.040,64.465,-0.067,0.475
'[23:07:02.304 19/01/1989]',0.025,63.837,-0.066,0.465
'[23:07:02.308 19/01/1989]',0.040,63.000,-0.067,0.471
'[23:07:02.312 19/01/1989]',0.040,62.791,-0.070,0.477
'[23:07:02.316 19/01/1989]',0.055,62.163,-0.070,0.500
'[23:07:02.320 19/01/1989]',0.055,61.535,-0.066,0.488
'[23:07:02.324 19/01/1989]',0.040,61.116,-0.064,0.514
'[23:07:02.328 19/01/1989]',0.060,60.279,-0.062,0.497
'[23:07:02.332 19/01/1989]',0.045,59.651,-0.058,0.478
'[23:07:02.336 19/01/1989]',0.040,60.070,-0.056,0.487
'[23:07:02.340 19/01/1989]',0.055,59.651,-0.055,0.506
'[23:07:02.344 19/01/1989]',0.060,59.023,-0.053,0.462
'[23:07:02.348 19/01/1989]',0.040,59.233,-0.050,0.475
'[23:07:02.352 19/01/1989]',0.055,58.395,-0.049,0.470
'[23:07:02.356 19/01/1989]',0.045,58.814,-0.052,0.491
'[23:07:02.360 19/01/1989]',0.055,58.186,-0.049,0.503
'[23:07:02.364 19/01/1989]',0.060,58.186,-0.048,0.475
'[23:07:02.368 19/01/1989]',0.040,58.605,-0.050,0.503
'[23:07:02.372 19/01/1989]',0.060,57.977,-0.050,0.507
'[23:07:02.376 19/01/1989]',0.060,57.558,-0.047,0.519
'[23:07:02.380 19/01/1989]',0.070,57.977,-0.047,0.487
'[23:07:02.384 19/01/1989]',0.050,57.767,-0.048,0.503
'[23:07:02.388 19/01/1989]',0.060,57.977,-0.047,0.481
'[23:07:02.392 19/01/1989]',0.060,57.977,-0.049,0.509
'[23:07:02.396 19/01/1989]',0.065,57.977,-0.053,0.477
'[23:07:02.400 19/01/1989]',0.060,58.186,-0.055,0.486
'[23:07:02.404 19/01/1989]',0.060,58.814,-0.055,0.491
'[23:07:02.408 19/01/1989]',0.080,57.977,-0.057,0.487
'[23:07:02.412 19/01/1989]',0.050,58.605,-0.058,0.491
'[23:07:02.416 19/01/1989]',0.080,58.814,-0.057,0.512
'[23:07:02.420 19/01/1989]',0.065,59.023,-0.054,0.503
'[23:07:02.424 19/01/1989]',0.090,59.651,-0.053,0.516
'[23:07:02.428 19/01/1989]',0.080,59.651,-0.051,0.510
'[23:07:02.432 19/01/1989]',0.080,59.651,-0.047,0.512
'[23:07:02.436 19/01/1989]',0.075,60.279,-0.044,0.491
'[23:07:02.440 19/01/1989]',0.075,60.698,-0.040,0.475
'[23:07:02.444 19/01/1989]',0.070,61.116,-0.034,0.471
'[23:07:02.448 19/01/1989]',0.070,61.116,-0.030,0.499
'[23:07:02.452 19/01/1989]',0.080,61.535,-0.028,0.501
'[23:07:02.456 19/01/1989]',0.075,61.744,-0.028,0.497
'[23:07:02.460 19/01/1989]',0.080,61.326,-0.024,0.503
'[23:07:02.464 19/01/1989]',0.070,61.326,-0.019,0.517
'[23:07:02.468 19/01/1989]',0.070,61.953,-0.021,0.519
'[23:07:02.472 19/01/1989]',0.080,62.163,-0.019,0.522
'[23:07:02.476 19/01/1989]',0.075,62.163,-0.019,0.522
'[23:07:02.480 19/01/1989]',0.075,62.372,-0.020,0.522
'[23:07:02.484 19/01/1989]',0.075,62.372,-0.022,0.528
'[23:07:02.488 19/01/1989]',0.080,62.791,-0.022,0.523
'[23:07:02.492 19/01/1989]',0.090,62.163,-0.025,0.493
'[23:07:02.496 19/01/1989]',0.080,62.581,-0.030,0.480
'[23:07:02.500 19/01/1989]',0.080,62.372,-0.031,0.483
'[23:07:02.504 19/01/1989]',0.080,62.163,-0.032,0.506
'[23:07:02.508 19/01/1989]',0.085,62.163,-0.033,0.501
'[23:07:02.512 19/01/1989]',0.095,62.163,-0.036,0.493
'[23:07:02.516 19/01/1989]',0.080,61.953,-0.040,0.513
'[23:07:02.520 19/01/1989]',0.090,61.744,-0.041,0.490
'[23:07:02.524 19/01/1989]',0.070,62.163,-0.040,0.493
'[23:07:02.528 19/01/1989]',0.100,62.372,-0.041,0.487
'[23:07:02.532 19/01/1989]',0.080,62.163,-0.041,0.493
'[23:07:02.536 19/01/1989]',0.105,61.535,-0.040,0.493
'[23:07:02.540 19/01/1989]',0.100,61.535,-0.040,0.496
'[23:07:02.544 19/01/1989]',0.100,61.326,-0.037,0.504
'[23:07:02.548 19/01/1989]',0.110,60.907,-0.032,0.500
'[23:07:02.552 19/01/1989]',0.110,61.116,-0.030,0.477
'[23:07:02.556 19/01/1989]',0.120,60.488,-0.029,0.487
'[23:07:02.560 19/01/1989]',0.120,60.488,-0.022,0.499
'[23:07:02.564 19/01/1989]',0.130,60.488,-0.019,0.491
'[23:07:02.568 19/01/1989]',0.125,60.070,-0.018,0.487
'[23:07:02.572 19/01/1989]',0.120,59.651,-0.016,0.493
'[23:07:02.576 19/01/1989]',0.140,58.814,-0.012,0.499
'[23:07:02.580 19/01/1989]',0.140,58.814,-0.012,0.496
'[23:07:02.584 19/01/1989]',0.120,58.395,-0.011,0.488
'[23:07:02.588 19/01/1989]',0.120,58.395,-0.009,0.472
'[23:07:02.592 19/01/1989]',0.120,57.977,-0.011,0.484
'[23:07:02.596 19/01/1989]',0.110,57.767,-0.012,0.484
'[23:07:02.600 19/01/1989]',0.100,57.349,-0.013,0.486
'[23:07:02.604 19/01/1989]',0.100,56.721,-0.014,0.481
'[23:07:02.608 19/01/1989]',0.080,56.302,-0.016,0.487
'[23:07:02.612 19/01/1989]',0.080,56.512,-0.019,0.496
'[23:07:02.616 19/01/1989]',0.095,55.674,-0.021,0.519
'[23:07:02.620 19/01/1989]',0.080,55.465,-0.021,0.512
'[23:07:02.624 19/01/1989]',0.080,55.046,-0.022,0.510
'[23:07:02.628 19/01/1989]',0.060,54.628,-0.022,0.487
'[23:07:02.632 19/01/1989]',0.060,54.209,-0.023,0.496
'[23:07:02.636 19/01/1989]',0.065,54.628,-0.021,0.493
'[23:07:02.640 19/01/1989]',0.070,54.209,-0.022,0.480
'[23:07:02.644 19/01/1989]',0.055,53.791,-0.020,0.480
'[23:07:02.648 19/01/1989]',0.065,52.953,-0.017,0.481
'[23:07:02.652 19/01/1989]',0.080,52.953,-0.017,0.458
'[23:07:02.656 19/01/1989]',0.070,52.953,-0.017,0.504
'[23:07:02.660 19/01/1989]',0.080,52.116,-0.011,0.504
'[23:07:02.664 19/01/1989]',0.075,52.116,-0.006,0.490
'[23:07:02.668 19/01/1989]',0.075,52.116,-0.005,0.490
'[23:07:02.672 19/01/1989]',0.065,51.488,-0.004,0.493
'[23:07:02.676 19/01/1989]',0.075,51.070,-0.002,0.499
'[23:07:02.680 19/01/1989]',0.080,51.070,-0.002,0.481
'[23:07:02.684 19/01/1989]',0.080,50.860,-0.004,0.468
'[23:07:02.688 19/01/1989]',0.075,50.860,-0.006,0.490
'[23:07:02.692 19/01/1989]',0.090,50.233,-0.009,0.461
'[23:07:02.696 19/01/1989]',0.120,50.023,-0.016,0.448
'[23:07:02.700 19/01/1989]',0.165,49.605,-0.020,0.483
'[23:07:02.704 19/01/1989]',0.240,49.605,-0.020,0.478
'[23:07:02.708 19/01/1989]',0.375,48.767,-0.019,0.472
'[23:07:02.712 19/01/1989]',0.545,49.186,-0.018,0.472
'[23:07:02.716 19/01/1989]',0.775,48.558,-0.015,0.481
'[23:07:02.720 19/01/1989]',0.925,48.349,-0.014,0.475
'[23:07:02.724 19/01/1989]',0.960,47.930,-0.023,0.487
'[23:07:02.728 19/01/1989]',0.700,47.930,-0.034,0.493
'[23:07:02.732 19/01/1989]',0.340,47.512,-0.050,0.464
'[23:07:02.736 19/01/1989]',-0.060,47.721,-0.062,0.461
'[23:07:02.740 19/01/1989]',-0.300,47.302,-0.070,0.472
'[23:07:02.744 19/01/1989]',-0.415,46.884,-0.068,0.464
'[23:07:02.748 19/01/1989]',-0.355,47.093,-0.062,0.474
'[23:07:02.752 19/01/1989]',-0.240,47.093,-0.057,0.458
'[23:07:02.756 19/01/1989]',-0.125,47.093,-0.055,0.481
'[23:07:02.760 19/01/1989]',-0.085,46.884,-0.047,0.500
'[23:07:02.764 19/01/1989]',-0.020,46.256,-0.038,0.487
'[23:07:02.768 19/01/1989]',0.010,46.674,-0.034,0.501
'[23:07:02.772 19/01/1989]',0.050,46.884,-0.030,0.503
'[23:07:02.776 19/01/1989]',0.075,46.256,-0.027,0.490
'[23:07:02.780 19/01/1989]',0.060,46.465,-0.026,0.484
'[23:07:02.784 19/01/1989]',0.075,46.046,-0.026,0.501
'[23:07:02.788 19/01/1989]',0.070,46.046,-0.024,0.477
'[23:07:02.792 19/01/1989]',0.070,46.046,-0.027,0.475
'[23:07:02.796 19/01/1989]',0.080,45.837,-0.032,0.464
'[23:07:02.800 19/01/1989]',0.080,45.628,-0.035,0.465
'[23:07:02.804 19/01/1989]',0.085,45.419,-0.036,0.490
'[23:07:02.808 19/01/1989]',0.100,45.000,-0.041,0.499
'[23:07:02.812 19/01/1989]',0.095,44.581,-0.046,0.487
'[23:07:02.816 19/01/1989]',0.100,45.000,-0.049,0.501
'[23:07:02.820 19/01/1989]',0.095,44.791,-0.052,0.500
'[23:07:02.824 19/01/1989]',0.105,45.209,-0.053,0.513
'[23:07:02.828 19/01/1989]',0.100,45.000,-0.055,0.507
'[23:07:02.832 19/01/1989]',0.110,44.791,-0.056,0.499
'[23:07:02.836 19/01/1989]',0.100,44.372,-0.053,0.475
'[23:07:02.840 19/01/1989]',0.100,44.581,-0.053,0.481
'[23:07:02.844 19/01/1989]',0.100,44.372,-0.047,0.487
'[23:07:02.848 19/01/1989]',0.120,44.372,-0.042,0.465
'[23:07:02.852 19/01/1989]',0.120,44.372,-0.040,0.454
'[23:07:02.856 19/01/1989]',0.105,43.953,-0.039,0.484
'[23:07:02.860 19/01/1989]',0.125,43.953,-0.033,0.481
'[23:07:02.864 19/01/1989]',0.135,44.163,-0.029,0.470
'[23:07:02.868 19/01/1989]',0.125,43.744,-0.029,0.461
'[23:07:02.872 19/01/1989]',0.120,43.744,-0.029,0.472
'[23:07:02.876 19/01/1989]',0.125,43.953,-0.030,0.483
'[23:07:02.880 19/01/1989]',0.140,43.744,-0.031,0.459
'[23:07:02.884 19/01/1989]',0.130,43.744,-0.033,0.454
'[23:07:02.888 19/01/1989]',0.140,43.744,-0.032,0.441
'[23:07:02.892 19/01/1989]',0.145,43.326,-0.036,0.449
'[23:07:02.896 19/01/1989]',0.160,43.326,-0.038,0.432
'[23:07:02.900 19/01/1989]',0.140,43.744,-0.039,0.441
'[23:07:02.904 19/01/1989]',0.160,43.953,-0.038,0.449
'[23:07:02.908 19/01/1989]',0.175,44.372,-0.041,0.461
'[23:07:02.912 19/01/1989]',0.180,45.000,-0.045,0.472
'[23:07:02.916 19/01/1989]',0.175,46.046,-0.048,0.481
'[23:07:02.920 19/01/1989]',0.190,47.512,-0.051,0.457
'[23:07:02.924 19/01/1989]',0.195,49.395,-0.051,0.452
'[23:07:02.928 19/01/1989]',0.200,51.279,-0.049,0.458
'[23:07:02.932 19/01/1989]',0.205,53.163,-0.047,0.448
'[23:07:02.936 19/01/1989]',0.200,56.093,-0.041,0.429
'[23:07:02.940 19/01/1989]',0.215,58.186,-0.037,0.452
'[23:07:02.944 19/01/1989]',0.240,61.326,-0.029,0.422
'[23:07:02.948 19/01/1989]',0.220,63.628,-0.017,0.435
'[23:07:02.952 19/01/1989]',0.230,67.186,-0.011,0.448
'[23:07:02.956 19/01/1989]',0.240,70.326,-0.005,0.455
'[23:07:02.960 19/01/1989]',0.230,73.256,0.004,0.452
'[23:07:02.964 19/01/1989]',0.235,76.814,0.013,0.452
'[23:07:02.968 19/01/1989]',0.240,80.581,0.013,0.458
'[23:07:02.972 19/01/1989]',0.235,83.930,0.017,0.443
'[23:07:02.976 19/01/1989]',0.225,87.279,0.016,0.436
'[23:07:02.980 19/01/1989]',0.225,91.046,0.014,0.445
'[23:07:02.984 19/01/1989]',0.230,94.605,0.009,0.464
'[23:07:02.988 19/01/1989]',0.225,97.744,0.007,0.446
'[23:07:02.992 19/01/1989]',0.235,100.256,0.001,0.439
'[23:07:02.996 19/01/1989]',0.215,103.186,-0.005,0.435
'[23:07:03.000 19/01/1989]',0.205,105.488,-0.009,0.462
'[23:07:03.004 19/01/1989]',0.200,107.581,-0.011,0.475
'[23:07:03.008 19/01/1989]',0.195,109.046,-0.014,0.487
'[23:07:03.012 19/01/1989]',0.180,110.093,-0.018,0.464
'[23:07:03.016 19/01/1989]',0.155,110.302,-0.020,0.465
'[23:07:03.020 19/01/1989]',0.140,110.721,-0.023,0.465
'[23:07:03.024 19/01/1989]',0.125,110.721,-0.028,0.471
'[23:07:03.028 19/01/1989]',0.115,109.884,-0.030,0.446
'[23:07:03.032 19/01/1989]',0.095,109.046,-0.031,0.478
'[23:07:03.036 19/01/1989]',0.085,108.628,-0.030,0.435
'[23:07:03.040 19/01/1989]',0.060,107.163,-0.030,0.458
'[23:07:03.044 19/01/1989]',0.045,105.907,-0.027,0.462
'[23:07:03.048 19/01/1989]',0.040,104.442,-0.022,0.451
'[23:07:03.052 19/01/1989]',0.040,102.767,-0.021,0.468
'[23:07:03.056 19/01/1989]',0.020,101.302,-0.020,0.465
'[23:07:03.060 19/01/1989]',0.015,99.837,-0.015,0.464
'[23:07:03.064 19/01/1989]',0.010,98.372,-0.011,0.474
'[23:07:03.068 19/01/1989]',0.005,96.907,-0.012,0.467
'[23:07:03.072 19/01/1989]',-0.000,95.651,-0.012,0.471
'[23:07:03.076 19/01/1989]',-0.000,93.349,-0.011,0.468
'[23:07:03.080 19/01/1989]',-0.000,91.884,-0.012,0.448
'[23:07:03.084 19/01/1989]',-0.000,90.628,-0.011,0.430
'[23:07:03.088 19/01/1989]',-0.015,89.372,-0.010,0.441
'[23:07:03.092 19/01/1989]',-0.000,87.698,-0.011,0.457
'[23:07:03.096 19/01/1989]',-0.000,86.023,-0.016,0.442
'[23:07:03.100 19/01/1989]',-0.000,84.767,-0.020,0.467
'[23:07:03.104 19/01/1989]',-0.000,83.512,-0.022,0.451
'[23:07:03.108 19/01/1989]',0.020,81.628,-0.026,0.462
'[23:07:03.112 19/01/1989]',0.010,80.791,-0.028,0.472
'[23:07:03.116 19/01/1989]',0.010,79.535,-0.029,0.470
'[23:07:03.120 19/01/1989]',0.020,78.279,-0.028,0.455
'[23:07:03.124 19/01/1989]',0.005,77.233,-0.027,0.467
'[23:07:03.128 19/01/1989]',0.015,76.395,-0.026,0.452
'[23:07:03.132 19/01/1989]',0.020,75.558,-0.022,0.446
'[23:07:03.136 19/01/1989]',0.030,74.930,-0.016,0.436
